obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""638.723""","=""0.004""","=""638.723""","=""0.004""","=""520bl(I II)""","=""""","=""""","=""""","=""""",,"=""8.3969852""","=""10.338112""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).11f""","=""2[5]*""","=""11/2""",10,12,,"=""""","=""L13998""",
"=""639.535""","=""0.004""","=""639.535""","=""0.004""","=""170h""","=""""","=""""","=""""","=""""",,"=""8.34390893""","=""10.282571""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).9f""","=""2[1]*""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""639.7097""","=""0.0020""","=""639.7099""","=""0.0020""","=""870""","=""""","=""""","=""""","=""""",,"=""8.34390893""","=""10.282041""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).9f""","=""2[2]*""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""641.299""","=""0.004""","=""641.30031""","=""0.00012""","=""1200c""","=""""","=""""","=""""","=""""",,"=""7.8341396""","=""9.7674647""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).8p""","=""2[1]*""","=""1/2""",2,2,,"=""""","=""L13998""",
"=""641.561""","=""0.004""","=""641.55960""","=""0.00008""","=""180d""","=""""","=""""","=""""","=""""",,"=""7.66465493""","=""9.59719868""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).4f""","=""2[1]*""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""641.657""","=""0.004""","=""641.65917""","=""0.00009""","=""180d""","=""""","=""""","=""""","=""""",,"=""7.66465493""","=""9.5968988""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).4f""","=""2[1]*""","=""1/2""",4,2,,"=""""","=""L13998""",
"=""641.7472""","=""0.0020""","=""641.74778""","=""0.00019""","=""2700""","=""""","=""""","=""""","=""""",,"=""8.14202016""","=""10.0739972""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""7/2""","=""5s2.5p4.(3P<2>).10s""","=""2[2]""","=""5/2""",8,6,,"=""""","=""L13998""",
"=""643.2196""","=""0.0020""","=""643.2210""","=""0.0016""","=""640""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.242176""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).12s""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""643.5056""","=""0.0020""","=""643.50798""","=""0.00008""","=""440""","=""""","=""""","=""""","=""""",,"=""7.66465493""","=""9.59134740""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).4f""","=""2[2]*""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""643.6266""","=""0.0020""","=""643.63028""","=""0.00010""","=""880""","=""""","=""""","=""""","=""""",,"=""7.66465493""","=""9.5909813""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).4f""","=""2[2]*""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""""","=""""","=""644.2292""","=""0.0021""","=""m(I II?)""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.239159""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).12s""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L13998c153""",
"=""644.4359""","=""0.0020""","=""644.4385""","=""0.0013""","=""1200""","=""""","=""""","=""""","=""""",,"=""8.16520209""","=""10.089112""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<2>).10s""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""645.6779""","=""0.0020""","=""645.68050""","=""0.00010""","=""1000""","=""""","=""""","=""""","=""""",,"=""7.66465493""","=""9.5848647""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).4f""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""646.658""","=""0.004""","=""646.658""","=""0.004""","=""1900w,bl(I II?)""","=""""","=""""","=""""","=""""",,"=""8.3969852""","=""10.314293""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).10f""","=""2[5]*""","=""11/2""",10,12,,"=""""","=""L13998""",
"=""646.821""","=""0.004""","=""646.822""","=""0.003""","=""250h,bl(I II?)""","=""""","=""""","=""""","=""""",,"=""8.3969852""","=""10.313807""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).10f""","=""2[4]*""","=""9/2""",10,10,,"=""""","=""L13998""",
"=""647.9177""","=""0.0020""","=""647.9166""","=""0.0012""","=""1000""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.228207""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""648.1028""","=""0.0020""","=""648.1038""","=""0.0017""","=""2600""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.227654""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""648.1677""","=""0.0020""","=""648.16640""","=""0.00011""","=""1900""","=""""","=""""","=""""","=""""",,"=""8.13885728""","=""10.0517025""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""3/2""",6,4,,"=""""","=""L13998""",
"=""648.98823""","=""0.00023""","=""648.98802""","=""0.00007""","=""3000""","=""""","=""""","=""""","=""""",,"=""6.95460984""","=""8.86503338""","=""5s2.5p4.(3P<2>).6s""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<1>).6p""","=""2[0]*""","=""1/2""",4,2,,"=""""","=""L20632,L13998""",
"=""654.7408""","=""0.0020""","=""654.7410""","=""0.0012""","=""530""","=""""","=""""","=""""","=""""",,"=""8.34390893""","=""10.237546""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).8f""","=""2[1]*""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""654.9145""","=""0.0020""","=""654.9151""","=""0.0020""","=""2600""","=""""","=""""","=""""","=""""",,"=""8.34390893""","=""10.237043""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).8f""","=""2[2]*""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""655.7489""","=""0.0020""","=""655.74904""","=""0.00020""","=""840""","=""""","=""""","=""""","=""""",,"=""8.22696252""","=""10.1176889""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<0>).7p""","=""2[1]*""","=""1/2""",4,2,,"=""""","=""L13998""",
"=""656.2609""","=""0.0004""","=""656.26129""","=""0.00014""","=""6600""","=""""","=""""","=""""","=""""",,"=""8.13885728""","=""10.0281078""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""","=""5s2.5p4.(3P<2>).8d""","=""2[2]""","=""5/2""",6,6,,"=""""","=""L20632,L13998""",
"=""656.6647""","=""0.0009""","=""656.66375""","=""0.00012""","=""3000c""","=""""","=""""","=""""","=""""",,"=""7.8341396""","=""9.7222322""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""1/2""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""3/2""",2,4,,"=""""","=""L20632,L13998""",
"=""656.8284""","=""0.0003""","=""656.82826""","=""0.00016""","=""23000""","=""3.9e+06""","=""3.4e-02""","=""4.4e+00""","=""-0.7""",E,"=""8.13885728""","=""10.0264770""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""","=""5s2.5p4.(3P<2>).8d""","=""2[4]""","=""7/2""",6,8,,"=""u46""","=""L20632,L13998""",
"=""657.2194""","=""0.0020""","=""657.21798""","=""0.00013""","=""3800""","=""""","=""""","=""""","=""""",,"=""8.16520209""","=""10.0517025""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""657.603""","=""0.004""","=""657.60172""","=""0.00018""","=""760cw""","=""""","=""""","=""""","=""""",,"=""8.18547461""","=""10.0708742""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(3P<2>).6f""","=""2[1]*""","=""3/2""",6,4,,"=""""","=""L13998""",
"=""657.716""","=""0.005""","=""657.7158""","=""0.0008""","=""4600*""","=""""","=""""","=""""","=""""",,"=""8.18479987""","=""10.0698724""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<2>).6f""","=""2[2]*""","=""5/2""",8,6,,"=""""","=""L13998""",
"=""657.716""","=""0.005""","=""657.716""","=""0.005""","=""4600*""","=""""","=""""","=""""","=""""",,"=""8.3969852""","=""10.282057""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).9f""","=""2[5]*""","=""11/2""",10,12,,"=""""","=""L13998""",
"=""657.7856""","=""0.0020""","=""657.78616""","=""0.00019""","=""110""","=""""","=""""","=""""","=""""",,"=""8.18479987""","=""10.0696708""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<2>).6f""","=""2[5]*""","=""9/2""",8,10,,"=""""","=""L13998""",
"=""657.950""","=""0.005""","=""657.947""","=""0.003""","=""2200d*""","=""""","=""""","=""""","=""""",,"=""8.3969852""","=""10.281395""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).9f""","=""2[4]*""","=""9/2""",10,10,,"=""""","=""L13998""",
"=""657.950""","=""0.005""","=""657.9513""","=""0.0008""","=""2200d*""","=""""","=""""","=""""","=""""",,"=""8.18547461""","=""10.0698724""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(3P<2>).6f""","=""2[2]*""","=""5/2""",6,6,,"=""""","=""L13998""",
"=""658.0593""","=""0.0020""","=""658.05826""","=""0.00025""","=""1900""","=""""","=""""","=""""","=""""",,"=""8.18547461""","=""10.0695661""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(3P<2>).6f""","=""2[2]*""","=""3/2""",6,4,,"=""""","=""L13998""",
"=""658.2344""","=""0.0020""","=""658.23277""","=""0.00021""","=""7600""","=""""","=""""","=""""","=""""",,"=""8.18479987""","=""10.0683919""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<2>).6f""","=""2[3]*""","=""7/2""",8,8,,"=""""","=""L13998""",
"=""658.3118""","=""0.0020""","=""658.31151""","=""0.00017""","=""950""","=""""","=""""","=""""","=""""",,"=""8.18479987""","=""10.0681666""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<2>).6f""","=""2[3]*""","=""5/2""",8,6,,"=""""","=""L13998""",
"=""658.474""","=""0.005""","=""658.46865""","=""0.00021""","=""7200*""","=""""","=""""","=""""","=""""",,"=""8.18547461""","=""10.0683919""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(3P<2>).6f""","=""2[3]*""","=""7/2""",6,8,,"=""""","=""L13998""",
"=""658.474""","=""0.005""","=""658.47185""","=""0.00016""","=""7200*""","=""""","=""""","=""""","=""""",,"=""8.18479987""","=""10.0677080""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<2>).6f""","=""2[4]*""","=""7/2""",8,8,,"=""""","=""L13998""",
"=""658.55450""","=""0.00023""","=""658.55516""","=""0.00017""","=""48000""","=""4.3e+06""","=""3.5e-02""","=""6.1e+00""","=""-0.6""",E,"=""8.18479987""","=""10.0674698""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<2>).6f""","=""2[4]*""","=""9/2""",8,10,,"=""u46""","=""L20632,L13998""",
"=""658.557""","=""0.010""","=""658.54744""","=""0.00017""","=""11000bl""","=""""","=""""","=""""","=""""",,"=""8.18547461""","=""10.0681666""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(3P<2>).6f""","=""2[3]*""","=""5/2""",6,6,,"=""""","=""L13998""",
"=""658.7076""","=""0.0004""","=""658.70790""","=""0.00015""","=""32000aff(I II?)""","=""""","=""""","=""""","=""""",,"=""8.18547461""","=""10.0677080""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(3P<2>).6f""","=""2[4]*""","=""7/2""",6,8,,"=""""","=""L20632,L13998""",
"=""659.0490""","=""0.0020""","=""659.0502""","=""0.0011""","=""200""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.195880""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""659.990""","=""0.004""","=""659.98993""","=""0.00019""","=""490c""","=""""","=""""","=""""","=""""",,"=""8.22696252""","=""10.1055396""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<1>).7p""","=""2[0]*""","=""1/2""",4,2,,"=""""","=""L13998""",
"=""660.589""","=""0.004""","=""660.58916""","=""0.00018""","=""620c""","=""""","=""""","=""""","=""""",,"=""8.13885728""","=""10.0157303""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""","=""5s2.5p4.(3P<2>).8d""","=""2[2]""","=""3/2""",6,4,,"=""""","=""L13998""",
"=""662.14677""","=""0.00024""","=""662.14700""","=""0.00015""","=""88000""","=""4.0e+06""","=""3.2e-02""","=""5.7e+00""","=""-0.6""",E,"=""8.14202016""","=""10.0144775""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""7/2""","=""5s2.5p4.(3P<2>).8d""","=""2[4]""","=""9/2""",8,10,,"=""u46""","=""L20632,L13998""",
"=""662.3539""","=""0.0020""","=""662.3543""","=""0.0007""","=""580""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.1864951""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""664.6095""","=""0.0020""","=""664.60762""","=""0.00015""","=""1000""","=""""","=""""","=""""","=""""",,"=""8.13885728""","=""10.0043821""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""","=""5s2.5p4.(3P<2>).8d""","=""2[1]""","=""3/2""",6,4,,"=""""","=""L13998""",
"=""664.8564""","=""0.0020""","=""664.85591""","=""0.00011""","=""84""","=""""","=""""","=""""","=""""",,"=""8.04733368""","=""9.9121618""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<2>).9s""","=""2[2]""","=""3/2""",6,4,,"=""""","=""L13998""",
"=""665.263""","=""0.005""","=""665.26079""","=""0.00012""","=""1100*""","=""""","=""""","=""""","=""""",,"=""8.13885728""","=""10.0025504""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""5/2""","=""5s2.5p4.(3P<2>).8d""","=""2[3]""","=""7/2""",6,8,,"=""""","=""L13998""",
"=""665.263""","=""0.005""","=""665.2622""","=""0.0017""","=""1100*""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.178313""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).11s""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""666.1329""","=""0.0020""","=""666.1348""","=""0.0016""","=""940""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.175872""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).11s""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""666.2177""","=""0.0020""","=""666.21698""","=""0.00016""","=""3300""","=""""","=""""","=""""","=""""",,"=""8.14202016""","=""10.0030384""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""7/2""","=""5s2.5p4.(3P<2>).8d""","=""2[3]""","=""5/2""",8,6,,"=""""","=""L13998""",
"=""666.29359""","=""0.00024""","=""666.29357""","=""0.00010""","=""14000""","=""""","=""""","=""""","=""""",,"=""8.04733368""","=""9.9081380""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<2>).9s""","=""2[2]""","=""5/2""",6,6,,"=""""","=""L20632,L13998""",
"=""666.39176""","=""0.00023""","=""666.39173""","=""0.00012""","=""15000""","=""""","=""""","=""""","=""""",,"=""8.14202016""","=""10.0025504""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""7/2""","=""5s2.5p4.(3P<2>).8d""","=""2[3]""","=""7/2""",8,8,,"=""""","=""L20632,L13998""",
"=""667.5982""","=""0.0020""","=""667.5985""","=""0.0011""","=""1200""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.171791""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(1D<2>).5d""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""668.161""","=""0.004""","=""668.1610""","=""0.0008""","=""280c""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.1702275""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L13998""",
"=""668.5761""","=""0.0020""","=""668.57673""","=""0.00011""","=""3200""","=""""","=""""","=""""","=""""",,"=""8.05771197""","=""9.9121618""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(3P<2>).9s""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""669.914""","=""0.004""","=""669.914""","=""0.004""","=""7200c,i""","=""""","=""""","=""""","=""""",,"=""8.14202016""","=""9.992769?""","=""5s2.5p4.(3P<2>).6p""","=""2[3]*""","=""7/2""","=""5s2.5p4.(1D<2>).5d""","=""2[4]""","=""9/2""",8,10,,"=""""","=""L13998""",
"=""669.9948""","=""0.0020""","=""669.99355""","=""0.00019""","=""2100""","=""""","=""""","=""""","=""""",,"=""8.16520209""","=""10.0157303""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<2>).8d""","=""2[2]""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""670.0308""","=""0.0003""","=""670.03054""","=""0.00010""","=""5600""","=""""","=""""","=""""","=""""",,"=""8.05771197""","=""9.9081380""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(3P<2>).9s""","=""2[2]""","=""5/2""",4,6,,"=""""","=""L20632,L13998""",
"=""672.398""","=""0.004""","=""672.39772""","=""0.00018""","=""310cw""","=""""","=""""","=""""","=""""",,"=""8.22696252""","=""10.0708742""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).6f""","=""2[1]*""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""672.459""","=""0.004""","=""672.45718""","=""0.00020""","=""770cw""","=""""","=""""","=""""","=""""",,"=""8.22696252""","=""10.0707111""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).6f""","=""2[1]*""","=""1/2""",4,2,,"=""""","=""L13998""",
"=""672.763""","=""0.004""","=""672.7632""","=""0.0008""","=""150c""","=""""","=""""","=""""","=""""",,"=""8.22696252""","=""10.0698724""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).6f""","=""2[2]*""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""672.878""","=""0.004""","=""672.8750""","=""0.0003""","=""4500d""","=""""","=""""","=""""","=""""",,"=""8.22696252""","=""10.0695661""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).6f""","=""2[2]*""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""673.38680""","=""0.00023""","=""673.38651""","=""0.00017""","=""7600""","=""""","=""""","=""""","=""""",,"=""8.22696252""","=""10.0681666""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).6f""","=""2[3]*""","=""5/2""",4,6,,"=""""","=""L20632,L13998""",
"=""673.8387""","=""0.0020""","=""673.8387""","=""0.0020""","=""5400""","=""2.0e+06""","=""1.7e-02""","=""3.7e+00""","=""-0.8""",E,"=""8.3969852""","=""10.236954""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).8f""","=""2[5]*""","=""11/2""",10,12,,"=""u46""","=""L13998""",
"=""673.98856""","=""0.00023""","=""673.98866""","=""0.00018""","=""3400d""","=""""","=""""","=""""","=""""",,"=""8.16520209""","=""10.0047612""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<2>).8d""","=""2[1]""","=""1/2""",2,2,,"=""""","=""L20632,L13998""",
"=""674.1275""","=""0.0003""","=""674.12761""","=""0.00015""","=""3400""","=""""","=""""","=""""","=""""",,"=""8.16520209""","=""10.0043821""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<2>).8d""","=""2[1]""","=""3/2""",2,4,,"=""""","=""L20632,L13998""",
"=""674.1780""","=""0.0020""","=""674.1776""","=""0.0020""","=""1900""","=""""","=""""","=""""","=""""",,"=""8.3969852""","=""10.236029""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""9/2""","=""5s2.5p4.(3P<2>).8f""","=""2[4]*""","=""9/2""",10,10,,"=""""","=""L13998""",
"=""674.616""","=""0.004""","=""674.617""","=""0.004""","=""330h""","=""""","=""""","=""""","=""""",,"=""8.50027907""","=""10.338126""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""7/2""","=""5s2.5p4.(3P<2>).11f""","=""2[5]*""","=""9/2""",8,10,,"=""""","=""L13998""",
"=""676.7136""","=""0.0020""","=""676.71329""","=""0.00019""","=""350""","=""""","=""""","=""""","=""""",,"=""8.18547461""","=""10.0176272""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(3P<2>).9p""","=""2[1]*""","=""3/2""",6,4,,"=""""","=""L13998""",
"=""678.104""","=""0.004""","=""678.1026""","=""0.0006""","=""380c""","=""""","=""""","=""""","=""""",,"=""8.34390893""","=""10.1723077""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).7f""","=""2[1]*""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""678.6449""","=""0.0020""","=""678.6463""","=""0.0016""","=""2400""","=""""","=""""","=""""","=""""",,"=""8.34390893""","=""10.170843""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).7f""","=""2[2]*""","=""3/2""",2,4,,"=""""","=""L13998""",
"=""678.9916""","=""0.0020""","=""678.9933""","=""0.0016""","=""950i""","=""""","=""""","=""""","=""""",,"=""8.34390893""","=""10.169909""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""1/2""","=""5s2.5p4.(3P<2>).7f""","=""2[1]*""","=""1/2""",2,2,,"=""""","=""L13998""",
"=""679.10820""","=""0.00024""","=""679.10813""","=""0.00008""","=""590""","=""""","=""""","=""""","=""""",,"=""7.55015091""","=""9.37584247""","=""5s2.5p4.(3P<0>).6s""","=""2[0]""","=""1/2""","=""5s2.5p4.(3P<2>).7p""","=""2[1]*""","=""3/2""",2,4,,"=""""","=""L20632,L13998""",
"=""681.0731""","=""0.0020""","=""681.0720""","=""0.0018""","=""440""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.135051""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).9d""","=""2[1]""","=""1/2""",4,2,,"=""""","=""L13998""",
"=""681.418""","=""0.006""","=""681.4126""","=""0.0018""","=""2200aff(I II?)""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.134141""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).9d""","=""2[1]""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""682.7673""","=""0.0020""","=""682.76704""","=""0.00022""","=""100""","=""""","=""""","=""""","=""""",,"=""8.18479987""","=""10.0007077""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<2>).9p""","=""2[3]*""","=""7/2""",8,8,,"=""""","=""L13998""",
"=""682.8712""","=""0.0020""","=""682.87078""","=""0.00022""","=""68""","=""""","=""""","=""""","=""""",,"=""8.18479987""","=""10.0004318""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<2>).9p""","=""2[3]*""","=""5/2""",8,6,,"=""""","=""L13998""",
"=""683.0204""","=""0.0020""","=""683.02083""","=""0.00022""","=""170""","=""""","=""""","=""""","=""""",,"=""8.18547461""","=""10.0007077""","=""5s2.5p4.(3P<2>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(3P<2>).9p""","=""2[3]*""","=""7/2""",6,8,,"=""""","=""L13998""",
"=""683.3448""","=""0.0020""","=""683.3453""","=""0.0018""","=""350""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.128995""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).9d""","=""2[3]""","=""5/2""",4,6,,"=""""","=""L13998""",
"=""683.4303""","=""0.0020""","=""683.4307""","=""0.0011""","=""130""","=""""","=""""","=""""","=""""",,"=""8.31462383""","=""10.128768""","=""5s2.5p4.(3P<2>).6p""","=""2[1]*""","=""3/2""","=""5s2.5p4.(3P<2>).9d""","=""2[2]""","=""3/2""",4,4,,"=""""","=""L13998""",
"=""683.4775""","=""0.0020""","=""683.4777""","=""0.0020""","=""630""","=""""","=""""","=""""","=""""",,"=""8.50027907""","=""10.314299""","=""5s2.5p4.(3P<2>).5d""","=""2[4]""","=""7/2""","=""5s2.5p4.(3P<2>).10f""","=""2[5]*""","=""9/2""",8,10,,"=""""","=""L13998""",
