property,value,unit,source,source_url,retrieved_at,notes,environment
geochemical_class,U/Th decay series,,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/89/actinium,2026-07-24T22:17:53+00:00,Clasificación secundaria con bibliografía indicada en los metadatos de Mendeleev.,clasificación
goldschmidt_class,synthetic,,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/89/actinium,2026-07-24T22:17:53+00:00,Clasificación secundaria con bibliografía indicada en los metadatos de Mendeleev.,clasificación
