obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""""","=""""","=""1007.0230""","=""0.0005""","=""""","=""3.1e+03""","=""3.2e-05""","=""6.3e-03""","=""-3.72""",D,"=""5.9334881""","=""7.1646833""","=""2s.2p2""","=""2D""","=""5/2""","=""2s2.4p""","=""2P*""","=""3/2""",6,4,,"=""T7192""","=""""",
"=""""","=""""","=""1007.0551""","=""0.0005""","=""""","=""3.5e+02""","=""5.3e-06""","=""7.0e-04""","=""-4.68""",D,"=""5.9335273""","=""7.1646833""","=""2s.2p2""","=""2D""","=""3/2""","=""2s2.4p""","=""2P*""","=""3/2""",4,4,,"=""T7192""","=""""",
"=""""","=""""","=""1007.1195""","=""0.0005""","=""""","=""3.5e+03""","=""2.6e-05""","=""3.5e-03""","=""-3.98""",D,"=""5.9335273""","=""7.1646047""","=""2s.2p2""","=""2D""","=""3/2""","=""2s2.4p""","=""2P*""","=""1/2""",4,2,,"=""T7192""","=""""",
"=""""","=""""","=""1008.873""","=""0.004""","=""""","=""8.29e+05""","=""1.90e-02""","=""2.52e+00""","=""-1.120""",C+,"=""6.79032869""","=""8.019266""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.7f""","=""2F*""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""1008.888""","=""0.004""","=""""","=""8.89e+05""","=""1.81e-02""","=""3.60e+00""","=""-0.965""",C+,"=""6.7903466""","=""8.019266""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""7/2""",6,8,,"=""u27""","=""""",
"=""""","=""""","=""1008.888""","=""0.004""","=""""","=""5.92e+04""","=""9.03e-04""","=""1.80e-01""","=""-2.266""",C+,"=""6.7903466""","=""8.019266""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""1099.066""","=""0.004""","=""""","=""1.54e+06""","=""4.17e-02""","=""6.04e+00""","=""-0.777""",B,"=""6.79032869""","=""7.918415""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.6f""","=""2F*""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""1099.084""","=""0.004""","=""""","=""1.65e+06""","=""3.98e-02""","=""8.63e+00""","=""-0.622""",B,"=""6.7903466""","=""7.918415""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.6f""","=""2F*""","=""7/2""",6,8,,"=""u27""","=""""",
"=""""","=""""","=""1099.084""","=""0.004""","=""""","=""1.10e+05""","=""1.99e-03""","=""4.32e-01""","=""-1.923""",B,"=""6.7903466""","=""7.918415""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.6f""","=""2F*""","=""5/2""",6,6,,"=""u27""","=""""",
"=""1166.3223""","=""0.0004""","=""1166.32250""","=""0.00022""","=""200""","=""1.72e+07""","=""7.03e-01""","=""5.40e+01""","=""0.148""",B,"=""4.9642890""","=""6.0273243""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.3p""","=""2P*""","=""3/2""",2,4,,"=""T7194""","=""u29""",
"=""1166.5648""","=""0.0004""","=""1166.5650""","=""0.0003""","=""100""","=""1.72e+07""","=""3.52e-01""","=""2.70e+01""","=""-0.153""",B,"=""4.9642890""","=""6.0271033""","=""2s2.3s""","=""2S""","=""1/2""","=""2s2.3p""","=""2P*""","=""1/2""",2,2,,"=""T7194""","=""u29""",
"=""1290.5117""","=""0.0007""","=""1290.5116""","=""0.0005""","=""3""","=""3.49e+06""","=""1.31e-01""","=""2.22e+01""","=""-0.282""",B,"=""6.79032869""","=""7.7510655""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.5f""","=""2F*""","=""5/2""",4,6,,"=""u27""","=""u29""",
"=""1290.5356""","=""0.0005""","=""1290.5356""","=""0.0005""","=""4*""","=""3.74e+06""","=""1.24e-01""","=""3.17e+01""","=""-0.127""",B,"=""6.7903466""","=""7.7510655""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""7/2""",6,8,,"=""u27""","=""u29""",
"=""1290.5356""","=""0.0005""","=""1290.5356""","=""0.0005""","=""4*""","=""2.48e+05""","=""6.20e-03""","=""1.58e+00""","=""-1.430""",B,"=""6.7903466""","=""7.7510655""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""5/2""",6,6,,"=""u27""","=""u29""",
"=""""","=""""","=""1349.37""","=""0.03""","=""""","=""2.89e+03""","=""1.58e-04""","=""1.40e-02""","=""-3.501""",C+,"=""7.1646047""","=""8.083434""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.8d""","=""2D""","=""3/2""",2,4,,"=""u27""","=""""",
"=""""","=""""","=""1349.49""","=""0.03""","=""""","=""3.45e+03""","=""1.41e-04""","=""2.51e-02""","=""-3.248""",C+,"=""7.1646833""","=""8.083434""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.8d""","=""2D""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""1349.49""","=""0.03""","=""""","=""5.76e+02""","=""1.57e-05""","=""2.79e-03""","=""-4.202""",C+,"=""7.1646833""","=""8.083434""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.8d""","=""2D""","=""3/2""",4,4,,"=""u27""","=""""",
"=""""","=""""","=""1427.42""","=""0.03""","=""""","=""9.94e+04""","=""3.03e-03""","=""2.85e-01""","=""-2.217""",C+,"=""7.1646047""","=""8.033195""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.8s""","=""2S""","=""1/2""",2,2,,"=""u27""","=""""",
"=""""","=""""","=""1427.55""","=""0.03""","=""""","=""1.99e+05""","=""3.03e-03""","=""5.70e-01""","=""-1.916""",C+,"=""7.1646833""","=""8.033195""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.8s""","=""2S""","=""1/2""",4,2,,"=""u27""","=""""",
"=""1562.8983""","=""0.0005""","=""1562.8987""","=""0.0004""","=""20""","=""5.55e+06""","=""2.03e-01""","=""2.09e+01""","=""-0.391""",B,"=""6.0271033""","=""6.8203997""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.4s""","=""2S""","=""1/2""",2,2,,"=""T7192""","=""u29""",
"=""1563.3339""","=""0.0005""","=""1563.3341""","=""0.0004""","=""40""","=""1.11e+07""","=""2.04e-01""","=""4.19e+01""","=""-0.089""",B,"=""6.0273243""","=""6.8203997""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.4s""","=""2S""","=""1/2""",4,2,,"=""T7192""","=""u29""",
"=""""","=""""","=""1569.96""","=""0.04""","=""""","=""2.43e+05""","=""8.98e-03""","=""9.28e-01""","=""-1.746""",C+,"=""7.1646047""","=""7.954332""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.7s""","=""2S""","=""1/2""",2,2,,"=""u27""","=""""",
"=""""","=""""","=""1570.12""","=""0.04""","=""""","=""4.87e+05""","=""9.00e-03""","=""1.86e+00""","=""-1.444""",C+,"=""7.1646833""","=""7.954332""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.7s""","=""2S""","=""1/2""",4,2,,"=""u27""","=""""",
"=""1624.4768""","=""0.0005""","=""1624.4768""","=""0.0004""","=""40""","=""1.06e+07""","=""8.35e-01""","=""8.93e+01""","=""0.223""",B,"=""6.0271033""","=""6.79032869""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.3d""","=""2D""","=""3/2""",2,4,,"=""T7194""","=""u29""",
"=""1624.9087""","=""0.0005""","=""1624.9092""","=""0.0004""","=""80""","=""1.27e+07""","=""7.52e-01""","=""1.61e+02""","=""0.479""",B,"=""6.0273243""","=""6.7903466""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.3d""","=""2D""","=""5/2""",4,6,,"=""T7194""","=""u29""",
"=""1624.9475""","=""0.0006""","=""1624.9473""","=""0.0004""","=""8""","=""2.11e+06""","=""8.37e-02""","=""1.79e+01""","=""-0.475""",B,"=""6.0273243""","=""6.79032869""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.3d""","=""2D""","=""3/2""",4,4,,"=""T7194""","=""u29""",
"=""""","=""""","=""1650.47""","=""0.04""","=""""","=""2.11e+03""","=""1.72e-04""","=""1.87e-02""","=""-3.463""",C,"=""7.1646047""","=""7.915811""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.6d""","=""2D""","=""3/2""",2,4,,"=""u27""","=""""",
"=""""","=""""","=""1650.64""","=""0.04""","=""""","=""2.53e+03""","=""1.55e-04""","=""3.37e-02""","=""-3.207""",C,"=""7.1646833""","=""7.915811""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.6d""","=""2D""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""1650.64""","=""0.04""","=""""","=""4.23e+02""","=""1.73e-05""","=""3.75e-03""","=""-4.161""",C,"=""7.1646833""","=""7.915811""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.6d""","=""2D""","=""3/2""",4,4,,"=""u27""","=""""",
"=""1899.9191""","=""0.0007""","=""1899.9192""","=""0.0007""","=""30""","=""1.18e+07""","=""9.59e-01""","=""2.40e+02""","=""0.584""",B,"=""6.79032869""","=""7.4429049""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.4f""","=""2F*""","=""5/2""",4,6,,"=""T7192""","=""u29""",
"=""1899.9693""","=""0.0007""","=""1899.9693""","=""0.0007""","=""50""","=""1.27e+07""","=""9.14e-01""","=""3.43e+02""","=""0.739""",B,"=""6.7903466""","=""7.4429055""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.4f""","=""2F*""","=""7/2""",6,8,,"=""T7192""","=""u29""",
"=""""","=""""","=""1899.9713""","=""0.0010""","=""""","=""8.48e+05""","=""4.58e-02""","=""1.72e+01""","=""-0.561""",B,"=""6.7903466""","=""7.4429049""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.4f""","=""2F*""","=""5/2""",6,6,,"=""T7192""","=""""",
"=""""","=""""","=""1917.94""","=""0.05""","=""""","=""4.32e+05""","=""3.57e-02""","=""9.01e+00""","=""-0.845""",C+,"=""7.438240""","=""8.084685""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.8f""","=""2F*""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""1917.94""","=""0.05""","=""""","=""4.63e+05""","=""3.41e-02""","=""1.29e+01""","=""-0.69""",C+,"=""7.438240""","=""8.084685""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.8f""","=""2F*""","=""7/2""",6,8,,"=""u27""","=""""",
"=""""","=""""","=""1917.94""","=""0.05""","=""""","=""3.08e+04""","=""1.70e-03""","=""6.44e-01""","=""-1.991""",C+,"=""7.438240""","=""8.084685""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.8f""","=""2F*""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""1935.65""","=""0.06""","=""""","=""3.9e+02""","=""2.2e-05""","=""8.3e-03""","=""-3.89""",C,"=""7.4429049""","=""8.083434""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.8d""","=""2D""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""1935.65""","=""0.06""","=""""","=""8.18e+03""","=""3.06e-04""","=""1.17e-01""","=""-2.74""",C,"=""7.4429049""","=""8.083434""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.8d""","=""2D""","=""3/2""",6,4,,"=""u27""","=""""",
"=""""","=""""","=""1935.66""","=""0.06""","=""""","=""7.78e+03""","=""3.28e-04""","=""1.67e-01""","=""-2.581""",C,"=""7.4429055""","=""8.083434""","=""2s2.4f""","=""2F*""","=""7/2""","=""2s2.8d""","=""2D""","=""5/2""",8,6,,"=""u27""","=""""",
"=""""","=""""","=""2128.08""","=""0.06""","=""""","=""7.99e+04""","=""1.08e-02""","=""1.52e+00""","=""-1.664""",B,"=""7.1646047""","=""7.747215""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.5d""","=""2D""","=""3/2""",2,4,,"=""T7192""","=""""",
"=""""","=""""","=""2128.37""","=""0.07""","=""""","=""9.56e+04""","=""9.74e-03""","=""2.73e+00""","=""-1.409""",B,"=""7.1646833""","=""7.747215""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""5/2""",4,6,,"=""T7192""","=""""",
"=""""","=""""","=""2128.37""","=""0.07""","=""""","=""1.59e+05""","=""1.08e-02""","=""3.03e+00""","=""-1.364""",B,"=""7.1646833""","=""7.747215""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""3/2""",4,4,,"=""T7192""","=""""",
"=""""","=""""","=""2129.59""","=""0.07""","=""""","=""4.08e+05""","=""2.77e-02""","=""3.89e+00""","=""-1.256""",B,"=""7.1646047""","=""7.746801""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.6s""","=""2S""","=""1/2""",2,2,,"=""u27""","=""""",
"=""""","=""""","=""2129.88""","=""0.06""","=""""","=""8.15e+05""","=""2.77e-02""","=""7.77e+00""","=""-0.955""",B,"=""7.1646833""","=""7.746801""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.6s""","=""2S""","=""1/2""",4,2,,"=""u27""","=""""",
"=""""","=""""","=""2133.88""","=""0.06""","=""""","=""6.92e+05""","=""7.08e-02""","=""1.99e+01""","=""-0.548""",B,"=""7.438240""","=""8.019266""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.7f""","=""2F*""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""2133.88""","=""0.06""","=""""","=""7.40e+05""","=""6.74e-02""","=""2.84e+01""","=""-0.393""",B,"=""7.438240""","=""8.019266""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""7/2""",6,8,,"=""u27""","=""""",
"=""""","=""""","=""2133.88""","=""0.06""","=""""","=""4.94e+04""","=""3.37e-03""","=""1.42e+00""","=""-1.694""",B,"=""7.438240""","=""8.019266""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""2157.83""","=""0.07""","=""""","=""6.39e+02""","=""4.46e-05""","=""1.90e-02""","=""-3.573""",C,"=""7.4429049""","=""8.017482""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.7d""","=""2D""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""2157.83""","=""0.07""","=""""","=""1.34e+04""","=""6.24e-04""","=""2.66e-01""","=""-2.427""",C,"=""7.4429049""","=""8.017482""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.7d""","=""2D""","=""3/2""",6,4,,"=""u27""","=""""",
"=""""","=""""","=""2157.84""","=""0.07""","=""""","=""1.28e+04""","=""6.69e-04""","=""3.80e-01""","=""-2.272""",C,"=""7.4429055""","=""8.017482""","=""2s2.4f""","=""2F*""","=""7/2""","=""2s2.7d""","=""2D""","=""5/2""",8,6,,"=""u27""","=""""",
"=""""","=""""","=""2582.06""","=""0.09""","=""""","=""1.23e+06""","=""1.84e-01""","=""6.26e+01""","=""-0.133""",B,"=""7.438240""","=""7.918415""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.6f""","=""2F*""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""2582.06""","=""0.09""","=""""","=""1.32e+06""","=""1.75e-01""","=""8.94e+01""","=""0.022""",B,"=""7.438240""","=""7.918415""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.6f""","=""2F*""","=""7/2""",6,8,,"=""u27""","=""""",
"=""""","=""""","=""2582.06""","=""0.09""","=""""","=""8.77e+04""","=""8.76e-03""","=""4.47e+00""","=""-1.279""",B,"=""7.438240""","=""7.918415""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.6f""","=""2F*""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""2621.75""","=""0.10""","=""""","=""1.18e+03""","=""1.21e-04""","=""6.28e-02""","=""-3.138""",C+,"=""7.4429049""","=""7.915811""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.6d""","=""2D""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""2621.75""","=""0.10""","=""""","=""2.47e+04""","=""1.70e-03""","=""8.80e-01""","=""-1.992""",C+,"=""7.4429049""","=""7.915811""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.6d""","=""2D""","=""3/2""",6,4,,"=""u27""","=""""",
"=""""","=""""","=""2621.75""","=""0.10""","=""""","=""2.36e+04""","=""1.82e-03""","=""1.26e+00""","=""-1.84""",C+,"=""7.4429055""","=""7.915811""","=""2s2.4f""","=""2F*""","=""7/2""","=""2s2.6d""","=""2D""","=""5/2""",8,6,,"=""u27""","=""""",
"=""3311.947""","=""0.005""","=""3311.9449""","=""0.0022""","=""1""","=""1.78e+05""","=""2.93e-02""","=""1.28e+01""","=""-0.93""",C+,"=""6.79032869""","=""7.1646833""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.4p""","=""2P*""","=""3/2""",4,4,,"=""T7192""","=""u29""",
"=""3312.1049""","=""0.0023""","=""3312.1032""","=""0.0019""","=""8""","=""1.60e+06""","=""1.76e-01""","=""1.15e+02""","=""0.02""",C+,"=""6.7903466""","=""7.1646833""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.4p""","=""2P*""","=""3/2""",6,4,,"=""T7192""","=""u29""",
"=""3312.641""","=""0.003""","=""3312.6413""","=""0.0020""","=""5""","=""1.78e+06""","=""1.47e-01""","=""6.40e+01""","=""-0.231""",C+,"=""6.79032869""","=""7.1646047""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.4p""","=""2P*""","=""1/2""",4,2,,"=""T7192""","=""u29""",
"=""3601.221""","=""0.003""","=""3601.2229""","=""0.0022""","=""9""","=""2.66e+06""","=""1.03e+00""","=""2.45e+02""","=""0.315""",B,"=""6.8203997""","=""7.1646833""","=""2s2.4s""","=""2S""","=""1/2""","=""2s2.4p""","=""2P*""","=""3/2""",2,4,,"=""T7192""","=""u29""",
"=""3602.046""","=""0.003""","=""3602.0462""","=""0.0023""","=""5""","=""2.67e+06""","=""5.19e-01""","=""1.23e+02""","=""0.02""",B,"=""6.8203997""","=""7.1646047""","=""2s2.4s""","=""2S""","=""1/2""","=""2s2.4p""","=""2P*""","=""1/2""",2,2,,"=""T7192""","=""u29""",
"=""""","=""""","=""3673.94""","=""0.20""","=""""","=""2.65e+05""","=""8.04e-02""","=""3.89e+01""","=""-0.493""",C+,"=""7.747215""","=""8.084685""","=""2s2.5d""","=""2D""","=""3/2""","=""2s2.8f""","=""2F*""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""3673.94""","=""0.20""","=""""","=""2.84e+05""","=""7.66e-02""","=""5.56e+01""","=""-0.338""",C+,"=""7.747215""","=""8.084685""","=""2s2.5d""","=""2D""","=""5/2""","=""2s2.8f""","=""2F*""","=""7/2""",6,8,,"=""u27""","=""""",
"=""""","=""""","=""3673.94""","=""0.20""","=""""","=""1.89e+04""","=""3.83e-03""","=""2.78e+00""","=""-1.639""",C+,"=""7.747215""","=""8.084685""","=""2s2.5d""","=""2D""","=""5/2""","=""2s2.8f""","=""2F*""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""3730.33""","=""0.21""","=""""","=""6.1e+02""","=""1.3e-04""","=""9.4e-02""","=""-3.12""",C,"=""7.7510655""","=""8.083434""","=""2s2.5f""","=""2F*""","=""5/2""","=""2s2.8d""","=""2D""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""3730.33""","=""0.21""","=""""","=""1.29e+04""","=""1.79e-03""","=""1.32e+00""","=""-1.97""",C,"=""7.7510655""","=""8.083434""","=""2s2.5f""","=""2F*""","=""5/2""","=""2s2.8d""","=""2D""","=""3/2""",6,4,,"=""u27""","=""""",
"=""""","=""""","=""3730.33""","=""0.21""","=""""","=""1.22e+04""","=""1.91e-03""","=""1.88e+00""","=""-1.815""",C,"=""7.7510655""","=""8.083434""","=""2s2.5f""","=""2F*""","=""7/2""","=""2s2.8d""","=""2D""","=""5/2""",8,6,,"=""u27""","=""""",
"=""""","=""""","=""3963.36""","=""0.20""","=""""","=""2.53e+06""","=""8.93e-01""","=""4.66e+02""","=""0.553""",B,"=""7.438240""","=""7.7510655""","=""2s2.4d""","=""2D""","=""3/2""","=""2s2.5f""","=""2F*""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""3963.36""","=""0.20""","=""""","=""2.71e+06""","=""8.49e-01""","=""6.65e+02""","=""0.707""",B,"=""7.438240""","=""7.7510655""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""7/2""",6,8,,"=""u27""","=""""",
"=""""","=""""","=""3963.36""","=""0.20""","=""""","=""1.81e+05""","=""4.25e-02""","=""3.33e+01""","=""-0.593""",B,"=""7.438240""","=""7.7510655""","=""2s2.4d""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""4074.27""","=""0.23""","=""""","=""2.62e+03""","=""6.52e-04""","=""5.25e-01""","=""-2.407""",C+,"=""7.4429049""","=""7.747215""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.5d""","=""2D""","=""5/2""",6,6,,"=""T7192""","=""""",
"=""""","=""""","=""4074.27""","=""0.23""","=""""","=""5.50e+04""","=""9.13e-03""","=""7.35e+00""","=""-1.261""",C+,"=""7.4429049""","=""7.747215""","=""2s2.4f""","=""2F*""","=""5/2""","=""2s2.5d""","=""2D""","=""3/2""",6,4,,"=""T7192""","=""""",
"=""""","=""""","=""4074.28""","=""0.23""","=""""","=""5.24e+04""","=""9.79e-03""","=""1.05e+01""","=""-1.11""",C+,"=""7.4429055""","=""7.747215""","=""2s2.4f""","=""2F*""","=""7/2""","=""2s2.5d""","=""2D""","=""5/2""",8,6,,"=""T7192""","=""""",
"=""""","=""""","=""4237.323""","=""0.018""","=""""","=""1.25e+06""","=""3.35e-01""","=""9.35e+01""","=""-0.174""",B,"=""7.1646047""","=""7.4572049""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.5s""","=""2S""","=""1/2""",2,2,,"=""T7192""","=""""",
"=""""","=""""","=""4238.463""","=""0.017""","=""""","=""2.49e+06""","=""3.35e-01""","=""1.87e+02""","=""0.127""",B,"=""7.1646833""","=""7.4572049""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.5s""","=""2S""","=""1/2""",4,2,,"=""T7192""","=""""",
"=""""","=""""","=""4531.0""","=""0.3""","=""""","=""2.05e+06""","=""1.26e+00""","=""3.76e+02""","=""0.402""",B,"=""7.1646047""","=""7.438240""","=""2s2.4p""","=""2P*""","=""1/2""","=""2s2.4d""","=""2D""","=""3/2""",2,4,,"=""T7192""","=""""",
"=""""","=""""","=""4532.3""","=""0.3""","=""""","=""2.46e+06""","=""1.13e+00""","=""6.77e+02""","=""0.657""",B,"=""7.1646833""","=""7.438240""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.4d""","=""2D""","=""5/2""",4,6,,"=""T7192""","=""""",
"=""""","=""""","=""4532.3""","=""0.3""","=""""","=""4.09e+05""","=""1.26e-01""","=""7.52e+01""","=""-0.298""",B,"=""7.1646833""","=""7.438240""","=""2s2.4p""","=""2P*""","=""3/2""","=""2s2.4d""","=""2D""","=""3/2""",4,4,,"=""T7192""","=""""",
"=""""","=""""","=""4557.4""","=""0.3""","=""""","=""4.17e+05""","=""1.95e-01""","=""1.17e+02""","=""-0.11""",C+,"=""7.747215""","=""8.019266""","=""2s2.5d""","=""2D""","=""3/2""","=""2s2.7f""","=""2F*""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""4557.4""","=""0.3""","=""""","=""4.47e+05""","=""1.86e-01""","=""1.67e+02""","=""0.047""",C+,"=""7.747215""","=""8.019266""","=""2s2.5d""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""7/2""",6,8,,"=""u27""","=""""",
"=""""","=""""","=""4557.4""","=""0.3""","=""""","=""2.98e+04""","=""9.26e-03""","=""8.34e+00""","=""-1.255""",C+,"=""7.747215""","=""8.019266""","=""2s2.5d""","=""2D""","=""5/2""","=""2s2.7f""","=""2F*""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""4653.8""","=""0.3""","=""""","=""1.06e+03""","=""3.43e-04""","=""3.15e-01""","=""-2.687""",C,"=""7.7510655""","=""8.017482""","=""2s2.5f""","=""2F*""","=""5/2""","=""2s2.7d""","=""2D""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""4653.8""","=""0.3""","=""""","=""2.22e+04""","=""4.80e-03""","=""4.41e+00""","=""-1.541""",C,"=""7.7510655""","=""8.017482""","=""2s2.5f""","=""2F*""","=""5/2""","=""2s2.7d""","=""2D""","=""3/2""",6,4,,"=""u27""","=""""",
"=""""","=""""","=""4653.8""","=""0.3""","=""""","=""2.1e+04""","=""5.1e-03""","=""6.3e+00""","=""-1.39""",C,"=""7.7510655""","=""8.017482""","=""2s2.5f""","=""2F*""","=""7/2""","=""2s2.7d""","=""2D""","=""5/2""",8,6,,"=""u27""","=""""",
"=""""","=""""","=""7242.1""","=""0.8""","=""""","=""7.01e+05""","=""8.26e-01""","=""7.88e+02""","=""0.519""",C+,"=""7.747215""","=""7.918415""","=""2s2.5d""","=""2D""","=""3/2""","=""2s2.6f""","=""2F*""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""7242.1""","=""0.8""","=""""","=""7.53e+05""","=""7.90e-01""","=""1.13e+03""","=""0.68""",C+,"=""7.747215""","=""7.918415""","=""2s2.5d""","=""2D""","=""5/2""","=""2s2.6f""","=""2F*""","=""7/2""",6,8,,"=""u27""","=""""",
"=""""","=""""","=""7242.1""","=""0.8""","=""""","=""5.01e+04""","=""3.94e-02""","=""5.63e+01""","=""-0.627""",C+,"=""7.747215""","=""7.918415""","=""2s2.5d""","=""2D""","=""5/2""","=""2s2.6f""","=""2F*""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""7341.8""","=""0.9""","=""""","=""1.65e+05""","=""2.00e-01""","=""1.93e+02""","=""-0.098""",C,"=""7.915811""","=""8.084685""","=""2s2.6d""","=""2D""","=""3/2""","=""2s2.8f""","=""2F*""","=""5/2""",4,6,,"=""u27""","=""""",
"=""""","=""""","=""7341.8""","=""0.9""","=""""","=""1.76e+05""","=""1.90e-01""","=""2.75e+02""","=""0.056""",C,"=""7.915811""","=""8.084685""","=""2s2.6d""","=""2D""","=""5/2""","=""2s2.8f""","=""2F*""","=""7/2""",6,8,,"=""u27""","=""""",
"=""""","=""""","=""7341.8""","=""0.9""","=""""","=""1.18e+04""","=""9.52e-03""","=""1.38e+01""","=""-1.243""",C,"=""7.915811""","=""8.084685""","=""2s2.6d""","=""2D""","=""5/2""","=""2s2.8f""","=""2F*""","=""5/2""",6,6,,"=""u27""","=""""",
"=""""","=""""","=""7513.4""","=""0.9""","=""""","=""7.5e+02""","=""6.3e-04""","=""9.4e-01""","=""-2.42""",D,"=""7.918415""","=""8.083434""","=""2s2.6f""","=""2F*""","=""5/2""","=""2s2.8d""","=""2D""","=""5/2""",6,6,,"=""u27""","=""""",
