obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""310.9532""","=""0.0010""","=""""","=""""","=""280""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""311.0754""","=""0.0004""","=""311.07541""","=""0.00014""","=""570""","=""""","=""""","=""""","=""""",,"=""2.00400126""","=""5.9896650""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""2""","=""6p2.(1S).5d.(2D).6s""","=""g 3D""","=""1""",5,3,,"=""""","=""L16323""",
"=""311.2893""","=""0.0010""","=""""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""311.3723""","=""0.0010""","=""""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""311.4350""","=""0.0004""","=""""","=""""","=""980""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""311.4962""","=""0.0005""","=""311.49691""","=""0.00009""","=""140""","=""""","=""""","=""""","=""""",,"=""2.39198975""","=""6.3722604""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""3""","=""""","=""5140""","=""3""",7,7,,"=""""","=""L16323""",
"=""311.5463""","=""0.0015""","=""311.54520""","=""0.00012""","=""280i""","=""""","=""""","=""""","=""""",,"=""2.39198975""","=""6.3716434""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""3""","=""5d4""","=""5F""","=""4""",7,9,,"=""""","=""L16323c153""",
"=""311.5799""","=""0.0004""","=""""","=""""","=""2100""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""311.7094""","=""0.0010""","=""""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""311.7410""","=""0.0005""","=""311.74128""","=""0.00021""","=""4200""","=""""","=""""","=""""","=""""",,"=""1.7472218""","=""5.724372""","=""5d3.(b 4F).6s""","=""a 5F""","=""1""","=""5d3.(b 4F).6p""","=""x 5D*""","=""2""",3,5,,"=""""","=""L16323""",
"=""311.9234""","=""0.0010""","=""""","=""""","=""1400""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""311.9534""","=""0.0010""","=""311.95269""","=""0.00014""","=""280""","=""""","=""""","=""""","=""""",,"=""2.45380896""","=""6.4282642""","=""5d.6s2.(a 2D).6p""","=""z 3P*""","=""2""","=""""","=""5185""","=""3""",5,7,,"=""""","=""L16323""",
"=""311.9674""","=""0.0010""","=""311.96780""","=""0.00013""","=""560""","=""""","=""""","=""""","=""""",,"=""2.2596097""","=""6.2338723""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""4""","=""""","=""5028""","=""5""",9,11,,"=""""","=""L16323""",
"=""312.0144""","=""0.0010""","=""312.01382""","=""0.00009""","=""140""","=""""","=""""","=""""","=""""",,"=""2.24949533""","=""6.2231719""","=""5d.6s2.(a 2D).6p""","=""z 3P*""","=""1""","=""""","=""5019""","=""2""",3,5,,"=""""","=""L16323""",
"=""312.0215""","=""0.0010""","=""""","=""""","=""280""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""312.0885""","=""0.0004""","=""312.08803""","=""0.00006""","=""14000""","=""""","=""""","=""""","=""""",,"=""0.56631535""","=""4.5390470""","=""5d2.6s2""","=""a 3F""","=""4""","=""5d2.(a 3P).6s.(a 4P).6p""","=""x 3D*""","=""3""",9,7,,"=""""","=""L16323""",
"=""312.1550""","=""0.0010""","=""312.15579""","=""0.00018""","=""2100""","=""""","=""""","=""""","=""""",,"=""1.8276129""","=""5.799482""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""5d3.(b 4F).6p""","=""w 3G*""","=""3""",5,7,,"=""""","=""L16323""",
"=""312.3227""","=""0.0004""","=""""","=""""","=""970""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""312.3455""","=""0.0010""","=""312.34590""","=""0.00009""","=""280""","=""""","=""""","=""""","=""""",,"=""2.00400126""","=""5.9734530""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""2""","=""""","=""4818""","=""2""",5,5,,"=""""","=""L16323""",
"=""312.3853""","=""0.0004""","=""312.38568""","=""0.00010""","=""1400""","=""""","=""""","=""""","=""""",,"=""2.27901844""","=""6.2479647""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""3""","=""""","=""5039""","=""4""",7,9,,"=""""","=""L16323""",
"=""312.4416""","=""0.0010""","=""""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""312.4586""","=""0.0010""","=""""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""312.4879""","=""0.0004""","=""""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""312.5416""","=""0.0004""","=""""","=""""","=""2700""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""312.5796""","=""0.0010""","=""312.58173""","=""0.00019""","=""140""","=""""","=""""","=""""","=""""",,"=""2.45380896""","=""6.420266""","=""5d.6s2.(a 2D).6p""","=""z 3P*""","=""2""","=""""","=""5178""","=""2""",5,5,,"=""""","=""L16323""",
"=""312.7561""","=""0.0004""","=""312.75622""","=""0.00012""","=""5500""","=""""","=""""","=""""","=""""",,"=""1.11384493""","=""5.0780890""","=""5d2.6s2""","=""a 3P""","=""2""","=""5d3.(b 4F).6p""","=""y 5G*""","=""2""",5,5,,"=""""","=""L16323""",
"=""312.7856""","=""0.0010""","=""""","=""""","=""680""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""312.8297""","=""0.0005""","=""312.82978""","=""0.00012""","=""1400""","=""""","=""""","=""""","=""""",,"=""2.00400126""","=""5.9673131""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""2""","=""6p2.(1D).5d.(2P).6s""","=""c 1P""","=""1""",5,3,,"=""""","=""L16323""",
"=""312.9667""","=""0.0004""","=""312.966586""","=""0.000011""","=""14000""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""3.96157941""","=""5d2.6s2""","=""a 3F""","=""2""","=""5d2.(a 3P).6s.(a 4P).6p""","=""z 5P*""","=""1""",5,3,,"=""""","=""L16323""",
"=""313.0495""","=""0.0004""","=""313.049288""","=""0.000011""","=""11000""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""3.96053284""","=""5d2.6s2""","=""a 3F""","=""2""","=""5d2.(a 3P).6s.(a 4P).6p""","=""z 5S*""","=""2""",5,5,,"=""""","=""L16323""",
"=""313.1307""","=""0.0010""","=""""","=""""","=""410""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""313.2720""","=""0.0004""","=""313.27152""","=""0.00012""","=""54000""","=""""","=""""","=""""","=""""",,"=""1.30587212""","=""5.2635954""","=""5d2.6s2""","=""a 1G""","=""4""","=""5d2.(a 1G).6s.(a 2G).6p""","=""y 1G*""","=""4""",9,9,,"=""""","=""L16323""",
"=""313.3144""","=""0.0004""","=""313.31459""","=""0.00017""","=""2700""","=""""","=""""","=""""","=""""",,"=""1.9432466""","=""5.9004259""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""""","=""4759*""","=""3""",7,7,,"=""""","=""L16323""",
"=""313.3938""","=""0.0010""","=""313.39325""","=""0.00010""","=""140""","=""""","=""""","=""""","=""""",,"=""2.39198975""","=""6.3481757""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""3""","=""5d4""","=""1G""","=""4""",7,9,,"=""""","=""L16323""",
"=""313.4208""","=""0.0010""","=""""","=""""","=""130""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""313.4738""","=""0.0010""","=""""","=""""","=""130""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""313.6471""","=""0.0004""","=""""","=""""","=""4000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""313.6679""","=""0.0005""","=""313.66739""","=""0.00019""","=""2700""","=""""","=""""","=""""","=""""",,"=""2.0787980""","=""6.031526""","=""5d3.(b 4F).6s""","=""a 5F""","=""4""","=""5d3.(b 4P).6p""","=""y 5P*""","=""3""",9,7,,"=""""","=""L16323""",
"=""313.8429""","=""0.0004""","=""313.84242""","=""0.00009""","=""9400""","=""""","=""""","=""""","=""""",,"=""1.30587212""","=""5.2563960""","=""5d2.6s2""","=""a 1G""","=""4""","=""5d2.(a 1G).6s.(a 2G).6p""","=""w 1F*""","=""3""",9,7,,"=""""","=""L16323""",
"=""313.9339""","=""0.0010""","=""""","=""""","=""2700""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""313.9560""","=""0.0004""","=""313.95541""","=""0.00009""","=""27000""","=""""","=""""","=""""","=""""",,"=""0.56631535""","=""4.5154175""","=""5d2.6s2""","=""a 3F""","=""4""","=""5d2.(a 1G).6s.(a 2G).6p""","=""z 3H*""","=""5""",9,11,,"=""""","=""L16323""",
"=""314.0200""","=""0.0010""","=""314.01920""","=""0.00008""","=""530""","=""""","=""""","=""""","=""""",,"=""1.7897290""","=""5.7380290""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""2""","=""6p2.(1D).5d.(2F).6s""","=""g 3F""","=""3""",5,7,,"=""""","=""L16323""",
"=""314.3480""","=""0.0015""","=""314.34933""","=""0.00009""","=""130i""","=""""","=""""","=""""","=""""",,"=""2.27901844""","=""6.2231719""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""3""","=""""","=""5019""","=""2""",7,5,,"=""""","=""L16323c153""",
"=""314.5371""","=""0.0010""","=""""","=""""","=""920""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""314.7131""","=""0.0015""","=""314.71181""","=""0.00008""","=""260i""","=""""","=""""","=""""","=""""",,"=""2.00400126""","=""5.9436119""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""2""","=""5d2.(3P).6s.(a 4P).7s""","=""c 5P""","=""3""",5,7,,"=""""","=""L16323c153""",
"=""314.8132""","=""0.0010""","=""314.81254""","=""0.00017""","=""260""","=""""","=""""","=""""","=""""",,"=""2.45380896""","=""6.392159""","=""5d.6s2.(a 2D).6p""","=""z 3P*""","=""2""","=""""","=""5156""","=""3""",5,7,,"=""""","=""L16323""",
"=""314.8192""","=""0.0010""","=""""","=""""","=""530""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""314.9012""","=""0.0010""","=""314.90000""","=""0.00014""","=""390""","=""""","=""""","=""""","=""""",,"=""1.7472218""","=""5.6844780""","=""5d3.(b 4F).6s""","=""a 5F""","=""1""","=""""","=""4585*""","=""2""",3,5,,"=""""","=""L16323""",
"=""314.9327""","=""0.0010""","=""314.93159""","=""0.00009""","=""13000""","=""""","=""""","=""""","=""""",,"=""0.81489232""","=""4.7517535""","=""5d2.6s2""","=""a 3P""","=""1""","=""5d2.(b 1D).6s.(b 2D).6p""","=""v 3D*""","=""2""",3,5,,"=""""","=""L16323""",
"=""314.9810""","=""0.0004""","=""314.98075""","=""0.00008""","=""650""","=""""","=""""","=""""","=""""",,"=""1.7897290""","=""5.7259759""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""2""","=""5d.6s2.(a 2D).7s""","=""e 1D""","=""2""",5,5,,"=""""","=""L16323""",
"=""314.9976""","=""0.0004""","=""314.99739""","=""0.00013""","=""2600""","=""""","=""""","=""""","=""""",,"=""1.7897290""","=""5.7257680""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""2""","=""""","=""4618""","=""3""",5,7,,"=""""","=""L16323""",
"=""315.0736""","=""0.0004""","=""315.07328""","=""0.00008""","=""2000""","=""""","=""""","=""""","=""""",,"=""1.8029382""","=""5.7380290""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""3""","=""6p2.(1D).5d.(2F).6s""","=""g 3F""","=""3""",7,7,,"=""""","=""L16323""",
"=""315.1244""","=""0.0005""","=""315.12376""","=""0.00009""","=""2000""","=""""","=""""","=""""","=""""",,"=""2.00400126""","=""5.9384617""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""2""","=""6p2.(1S).5d.(2D).6s""","=""g 3D""","=""3""",5,7,,"=""""","=""L16323""",
"=""315.2553""","=""0.0010""","=""315.25416""","=""0.00017""","=""10000""","=""""","=""""","=""""","=""""",,"=""1.11384493""","=""5.046678""","=""5d2.6s2""","=""a 3P""","=""2""","=""5d2.(a 3P).6s.(a 2P).6p""","=""x 1P*""","=""1""",5,3,,"=""""","=""L16323""",
"=""315.2875""","=""0.0004""","=""315.28739""","=""0.00016""","=""1000""","=""""","=""""","=""""","=""""",,"=""2.45380896""","=""6.3862276""","=""5d.6s2.(a 2D).6p""","=""z 3P*""","=""2""","=""""","=""5151""","=""2""",5,5,,"=""""","=""L16323""",
"=""315.3503""","=""0.0010""","=""315.34985""","=""0.00010""","=""2600""","=""""","=""""","=""""","=""""",,"=""1.7379890""","=""5.6696288""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""1""","=""5d2.(3P).6s.(a 4P).7s""","=""e 3P""","=""2""",3,5,,"=""""","=""L16323""",
"=""315.3754""","=""0.0004""","=""""","=""""","=""910""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""315.3865""","=""0.0010""","=""315.38541""","=""0.00013""","=""3900""","=""""","=""""","=""""","=""""",,"=""1.7472218""","=""5.678418""","=""5d3.(b 4F).6s""","=""a 5F""","=""1""","=""5d3.(b 4F).6p""","=""x 5D*""","=""1""",3,3,,"=""""","=""L16323""",
"=""315.4433""","=""0.0010""","=""""","=""""","=""390""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""315.5553""","=""0.0010""","=""""","=""""","=""260""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""315.7394""","=""0.0010""","=""315.73831""","=""0.00016""","=""2600""","=""""","=""""","=""""","=""""",,"=""1.9432466""","=""5.8700491""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""""","=""4735*""","=""2""",7,5,,"=""""","=""L16323""",
"=""315.7602""","=""0.0010""","=""315.75911""","=""0.00007""","=""26000""","=""""","=""""","=""""","=""""",,"=""0.56631535""","=""4.4928592""","=""5d2.6s2""","=""a 3F""","=""4""","=""5d2.(b 1D).6s.(b 2D).6p""","=""x 1F*""","=""3""",9,7,,"=""""","=""L16323""",
"=""315.7994""","=""0.0010""","=""315.79934""","=""0.00015""","=""390""","=""""","=""""","=""""","=""""",,"=""1.7897290""","=""5.7157726""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""2""","=""6p2.(3P).5d.(4P).6s""","=""b 5P""","=""1""",5,3,,"=""""","=""L16323""",
"=""315.9354""","=""0.0010""","=""""","=""""","=""130""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""315.9624""","=""0.0010""","=""315.96061""","=""0.00007""","=""510""","=""""","=""""","=""""","=""""",,"=""2.23308742""","=""6.1571271""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""2""","=""""","=""4966""","=""3""",5,7,,"=""""","=""L16323""",
"=""315.9734""","=""0.0010""","=""315.97220""","=""0.00013""","=""900""","=""""","=""""","=""""","=""""",,"=""1.7379890""","=""5.6618848""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""1""","=""6p2.(3P).5d.(4F).6s""","=""e 3F""","=""2""",3,5,,"=""""","=""L16323""",
"=""316.0755""","=""0.0020""","=""316.073484""","=""0.000019""","=""38000""","=""""","=""""","=""""","=""""",,"=""0.29219054""","=""4.21482893""","=""5d2.6s2""","=""a 3F""","=""3""","=""5d2.(a 1G).6s.(a 2G).6p""","=""w 3F*""","=""2""",7,5,,"=""""","=""L16323""",
"=""316.1146""","=""0.0005""","=""316.1149""","=""0.0004""","=""1300""","=""""","=""""","=""""","=""""",,"=""1.30587212""","=""5.227997?""","=""5d2.6s2""","=""a 1G""","=""4""","=""5d2.(a 1G).6s.(a 2G).6p""","=""z 1H*""","=""5""",9,11,,"=""""","=""L16323""",
"=""316.2005""","=""0.0010""","=""""","=""""","=""260""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""316.2145""","=""0.0010""","=""""","=""""","=""130""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""316.2451""","=""0.0004""","=""316.24480""","=""0.00010""","=""2600""","=""""","=""""","=""""","=""""",,"=""1.7897290""","=""5.7102424""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""2""","=""6p2.(3P).5d.(2F).6s""","=""f 3F""","=""2""",5,5,,"=""""","=""L16323""",
"=""316.3490""","=""0.0010""","=""316.347364""","=""0.000007""","=""38000""","=""2.04e+07""","=""3.06e-02""","=""1.59e+00""","=""-0.82""",B+,"=""0.00000000""","=""3.91924234""","=""5d2.6s2""","=""a 3F""","=""2""","=""5d2.(a 3F).6s.(a 2F).6p""","=""y 1D*""","=""2""",5,5,,"=""T5346""","=""L21976,L16323""",
"=""316.4276""","=""0.0004""","=""316.42734""","=""0.00010""","=""3800""","=""""","=""""","=""""","=""""",,"=""1.3029380""","=""5.2211898""","=""5d.6s2.(a 2D).6p""","=""z 1D*""","=""2""","=""6p2.(3P).5d.(4D).6s""","=""e 3D""","=""1""",5,3,,"=""""","=""L16323""",
"=""316.5301""","=""0.0004""","=""316.52945""","=""0.00003""","=""13000""","=""""","=""""","=""""","=""""",,"=""0.29219054""","=""4.2091784""","=""5d2.6s2""","=""a 3F""","=""3""","=""5d2.(a 3F).6s.(a 2F).6p""","=""x 3F*""","=""3""",7,7,,"=""""","=""L16323""",
"=""316.6186""","=""0.0010""","=""""","=""""","=""130""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""316.6646""","=""0.0004""","=""316.66402""","=""0.00012""","=""6300""","=""""","=""""","=""""","=""""",,"=""0.81489232""","=""4.7302155""","=""5d2.6s2""","=""a 3P""","=""1""","=""5d2.(b 1D).6s.(b 2D).6p""","=""x 3P*""","=""1""",3,3,,"=""""","=""L16323""",
"=""316.7887""","=""0.0010""","=""316.78751""","=""0.00011""","=""380""","=""""","=""""","=""""","=""""",,"=""2.2596097""","=""6.1734066""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""4""","=""""","=""4979""","=""3""",9,7,,"=""""","=""L16323""",
"=""316.8067""","=""0.0010""","=""""","=""""","=""130""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""316.9177""","=""0.0010""","=""""","=""""","=""1000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""316.9307""","=""0.0005""","=""316.92993""","=""0.00009""","=""13000""","=""""","=""""","=""""","=""""",,"=""1.3029380""","=""5.2149762""","=""5d.6s2.(a 2D).6p""","=""z 1D*""","=""2""","=""5d.6s2.(a 2D).7s""","=""d 3D""","=""3""",5,7,,"=""""","=""L16323""",
"=""317.0517""","=""0.0010""","=""""","=""""","=""500""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""317.0679""","=""0.0010""","=""317.06700""","=""0.00011""","=""1300""","=""""","=""""","=""""","=""""",,"=""2.00400126""","=""5.9143483""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""2""","=""6p2.(1D).5d.(2D).6s""","=""f 1D""","=""2""",5,5,,"=""""","=""L16323""",
"=""317.1747""","=""0.0010""","=""""","=""""","=""250""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""317.2998""","=""0.0010""","=""""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""317.3158""","=""0.0010""","=""317.31391""","=""0.00010""","=""750""","=""""","=""""","=""""","=""""",,"=""1.8029382""","=""5.7102424""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""3""","=""6p2.(3P).5d.(2F).6s""","=""f 3F""","=""2""",7,5,,"=""""","=""L16323""",
"=""317.3867""","=""0.0010""","=""317.385446""","=""0.000012""","=""37000""","=""""","=""""","=""""","=""""",,"=""0.56631535""","=""4.47273891""","=""5d2.6s2""","=""a 3F""","=""4""","=""5d2.(a 3F).6s.(a 2F).6p""","=""x 3F*""","=""4""",9,9,,"=""""","=""L21976,L16323""",
"=""317.5801""","=""0.0004""","=""317.57966""","=""0.00016""","=""3700""","=""""","=""""","=""""","=""""",,"=""2.2194808""","=""6.1235155""","=""5d3.(b 4F).6s""","=""a 5F""","=""5""","=""5d3.(b 4F).6p""","=""w 3G*""","=""5""",11,11,,"=""""","=""L16323""",
"=""317.6876""","=""0.0005""","=""317.68703""","=""0.00017""","=""1200""","=""""","=""""","=""""","=""""",,"=""1.8276129""","=""5.7303281""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""""","=""4622*""","=""3""",5,7,,"=""""","=""L16323""",
"=""317.8969""","=""0.0010""","=""317.89611""","=""0.00011""","=""1200""","=""""","=""""","=""""","=""""",,"=""1.7379890""","=""5.6381374""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""1""","=""6p2.(3P).5d.(4P).6s""","=""f 3P""","=""1""",3,3,,"=""""","=""L16323""",
"=""317.9355""","=""0.0004""","=""317.93516""","=""0.00009""","=""4900""","=""""","=""""","=""""","=""""",,"=""1.8029382""","=""5.7026075""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""3""","=""6p2.(3P).5d.(4F).6s""","=""e 3F""","=""3""",7,7,,"=""""","=""L16323""",
"=""318.0540""","=""0.0010""","=""318.0548""","=""0.0005""","=""4900""","=""""","=""""","=""""","=""""",,"=""1.7472218""","=""5.645425""","=""5d3.(b 4F).6s""","=""a 5F""","=""1""","=""5d3.(b 4F).6p""","=""x 5D*""","=""0""",3,1,,"=""""","=""L16323""",
"=""318.1110""","=""0.0010""","=""318.11070""","=""0.00010""","=""1200""","=""""","=""""","=""""","=""""",,"=""2.2596097""","=""6.1571271""","=""5d.6s2.(a 2D).6p""","=""z 3F*""","=""4""","=""""","=""4966""","=""3""",9,7,,"=""""","=""L16323""",
"=""318.1730""","=""0.0010""","=""318.17258""","=""0.00022""","=""2500""","=""""","=""""","=""""","=""""",,"=""1.8276129""","=""5.724372""","=""5d3.(b 4F).6s""","=""a 5F""","=""2""","=""5d3.(b 4F).6p""","=""x 5D*""","=""2""",5,5,,"=""""","=""L16323""",
"=""318.1928""","=""0.0004""","=""318.19273""","=""0.00009""","=""9800""","=""""","=""""","=""""","=""""",,"=""0.68461317""","=""4.5811257""","=""5d2.6s2""","=""a 3P""","=""0""","=""5d2.(b 1D).6s.(b 2D).6p""","=""v 3D*""","=""1""",1,3,,"=""""","=""L16323""",
"=""318.2068""","=""0.0004""","=""318.206548""","=""0.000016""","=""8600""","=""""","=""""","=""""","=""""",,"=""0.56631535""","=""4.46265875""","=""5d2.6s2""","=""a 3F""","=""4""","=""5d2.(a 3F).6s.(a 2F).6p""","=""y 3G*""","=""5""",9,11,,"=""""","=""L21976,L16323""",
"=""318.3490""","=""0.0010""","=""""","=""""","=""240""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""318.3662""","=""0.0004""","=""318.36631""","=""0.00008""","=""1200""","=""""","=""""","=""""","=""""",,"=""2.27901844""","=""6.1734066""","=""5d.6s2.(a 2D).6p""","=""z 3D*""","=""3""","=""""","=""4979""","=""3""",7,7,,"=""""","=""L16323""",
"=""318.4101""","=""0.0010""","=""""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""318.4191""","=""0.0010""","=""""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""318.4977""","=""0.0005""","=""318.49796""","=""0.00017""","=""2400""","=""""","=""""","=""""","=""""",,"=""1.9432466""","=""5.8360250""","=""5d3.(b 4F).6s""","=""a 5F""","=""3""","=""5d3.(b 4F).6p""","=""x 5D*""","=""3""",7,7,,"=""""","=""L16323""",
"=""318.5431""","=""0.0010""","=""318.54300""","=""0.00011""","=""120""","=""""","=""""","=""""","=""""",,"=""2.23308742""","=""6.1253155""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""2""","=""""","=""4940""","=""2""",5,5,,"=""""","=""L16323""",
"=""318.5951""","=""0.0010""","=""318.59572""","=""0.00016""","=""490""","=""""","=""""","=""""","=""""",,"=""2.39198975""","=""6.283574""","=""5d2.(a 3F).6s.(a 4F).6p""","=""z 5G*""","=""3""","=""5d4""","=""3F?""","=""3""",7,7,,"=""""","=""L16323""",
"=""318.6961""","=""0.0010""","=""""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
"=""318.7361""","=""0.0010""","=""""","=""""","=""360""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L16323""",
