obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""272.1507""","=""272.1503""","=""0.0007""","=""18""","=""""","=""""","=""""","=""""",,"=""2.911742""","=""7.467467""","=""5d4.6s2""","=""1I""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""272.1662""","=""272.1658""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""2.246202""","=""6.801668""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""272.1712""","=""272.1709""","=""0.0007""","=""35""","=""""","=""""","=""""","=""""",,"=""2.120999""","=""6.676379""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""272.246""","=""272.2447""","=""0.0007""","=""50""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""6.941615""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""272.3049""","=""""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""272.3262""","=""272.3264""","=""0.0007""","=""50""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""6.974812""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""272.3480""","=""272.3484""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""1.856810""","=""6.409221""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""272.3546""","=""272.3547""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""1.708218""","=""6.260525""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""272.4753""","=""272.4756""","=""0.0007""","=""35""","=""""","=""""","=""""","=""""",,"=""2.458116""","=""7.008401""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""6""",11,13,,"=""""","=""L153""",
"=""272.5159""","=""272.5158""","=""0.0007""","=""300r""","=""1.05e+08""","=""1.17e-01""","=""7.34e+00""","=""-0.087""",B,"=""0.365913""","=""4.915528""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""3""",7,7,,"=""T6977""","=""L153""",
"=""272.5343""","=""272.5344""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""6.466101""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""272.5431""","=""272.5434""","=""0.0007""","=""35""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""5.320254""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""272.5840""","=""272.5838""","=""0.0007""","=""60""","=""1.77e+07""","=""1.97e-02""","=""8.85e-01""","=""-1.01""",B,"=""0.412313""","=""4.960794""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""T6977""","=""L153""",
"=""272.5869""","=""272.5869""","=""0.0007""","=""60""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""4.755518""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""272.6572""","=""272.6574""","=""0.0007""","=""12""","=""""","=""""","=""""","=""""",,"=""2.458116""","=""7.005368""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""272.6699""","=""272.6696""","=""0.0007""","=""25""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""7.005368""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""272.707""","=""272.7067""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""5.145274""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""272.7303""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""272.7726""","=""272.7729""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""2.266491""","=""6.811817""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""272.8016""","=""272.8018""","=""0.0007""","=""6""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""7.003164""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""272.8762""","=""272.8761""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""5.314707""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""272.8872""","=""272.8874""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""6.895959""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""272.9129""","=""""","=""""","=""20""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""272.9860""","=""272.9860""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""2.436108""","=""6.977886""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""272.9965""","=""272.9958""","=""0.0007""","=""12""","=""""","=""""","=""""","=""""",,"=""1.856810""","=""6.398425""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""273.0144""","=""""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""273.043""","=""273.0425""","=""0.0007""","=""25""","=""""","=""""","=""""","=""""",,"=""1.856810""","=""6.397649""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""273.0569""","=""273.0570""","=""0.0007""","=""35""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""6.893137""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""273.086""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""273.0954""","=""273.0937""","=""0.0007""","=""6""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""6.194998""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""273.1087""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""273.142""","=""273.1420""","=""0.0007""","=""2""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""6.926655""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""273.1815""","=""273.1811""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""6.925673""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""273.1934""","=""273.1937""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""6.455123""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""273.2260""","=""273.2258""","=""0.0007""","=""7""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""6.454590""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""273.3618""","=""273.3618""","=""0.0007""","=""25""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""6.922673""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""273.3835""","=""273.3834""","=""0.0007""","=""4""","=""""","=""""","=""""","=""""",,"=""2.266491""","=""6.801668""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""273.3987""","=""273.3991""","=""0.0007""","=""50""","=""""","=""""","=""""","=""""",,"=""1.181329""","=""5.716244""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""273.4371""","=""273.4366""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""6.886834""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""273.4584""","=""273.4587""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""2.194667""","=""6.728594""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""273.5125""","=""273.5127""","=""0.0007""","=""4""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""6.570256""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""273.5218""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""273.5580""","=""273.5584""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""6.449073""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""273.6212""","=""273.6207""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.833386""","=""7.364629""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""273.6428""","=""273.6421""","=""0.0007""","=""6""","=""""","=""""","=""""","=""""",,"=""2.908052""","=""7.438940""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""273.6785""","=""273.6784""","=""0.0007""","=""50""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""6.917758""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""273.7698""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""273.8236""","=""""","=""""","=""5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""273.8812""","=""273.8813""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""6.564155""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""273.9372""","=""""","=""""","=""6""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""273.9579""","=""""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""274.0375""","=""274.0373""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""1.649870""","=""6.174225""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""0""",3,1,,"=""""","=""L153""",
"=""274.0714""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""274.1940""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""274.3117""","=""274.3107""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""2.966952""","=""7.486797""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""274.3282""","=""274.3267""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""6.941615""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""274.3879""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""274.4238""","=""274.4236""","=""0.0007""","=""50""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""6.172997""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""274.5021""","=""274.5020""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""2.458116""","=""6.974812""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""274.5150""","=""274.5143""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""6.974812""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""274.5198""","=""274.5194""","=""0.0007""","=""25""","=""""","=""""","=""""","=""""",,"=""2.786753""","=""7.303163""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""274.5722""","=""274.5718""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""6.937580""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""274.5925""","=""274.5925""","=""0.0007""","=""12""","=""""","=""""","=""""","=""""",,"=""2.194667""","=""6.709874""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""274.6080""","=""274.6072""","=""0.0007""","=""1""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""6.867505""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""274.6137""","=""274.6137""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""6.867398""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""274.6438""","=""274.6436""","=""0.0007""","=""12""","=""""","=""""","=""""","=""""",,"=""2.833386""","=""7.347754""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""274.6649""","=""274.6650""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""1.708218""","=""6.222234""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""274.7018""","=""274.7018""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""6.381844""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""274.7546""","=""274.7548""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""6.429337""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""274.7817""","=""274.7822""","=""0.0007""","=""50""","=""""","=""""","=""""","=""""",,"=""1.649870""","=""6.161960""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""274.7967""","=""""","=""""","=""15""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""274.8639""","=""274.8623""","=""0.0007""","=""40*""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""5.281874""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""274.8639""","=""274.8650""","=""0.0007""","=""40*""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""4.923043""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""274.9125""","=""274.9122""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""6.547179""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""274.9390""","=""274.9391""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""6.862054""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""274.9580""","=""274.9572""","=""0.0007""","=""5""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""7.110781""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""274.9657""","=""274.9659""","=""0.0007""","=""80""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""5.107918""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""274.9810""","=""274.9814""","=""0.0007""","=""25""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""6.895959""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""275.0351""","=""""","=""""","=""1""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""275.0454""","=""""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""275.0958""","=""275.0956""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""6.161960""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""275.1138""","=""275.1138""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""2.458116""","=""6.964766""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""275.1257""","=""275.1262""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""6.964766""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""275.1576""","=""275.1577""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""6.543154""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""275.1761""","=""275.1739""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""6.893137""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""275.1840""","=""275.1837""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""2.436108""","=""6.941615""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""275.2023""","=""275.2028""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.241985""","=""6.747179""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""275.2372""","=""275.2377""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""6.926655""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""275.2505""","=""""","=""""","=""5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""275.2865""","=""""","=""""","=""9""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""275.2986""","=""""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""275.3232""","=""275.3237""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""4.915528""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""275.3384""","=""275.3387""","=""0.0007""","=""6""","=""""","=""""","=""""","=""""",,"=""2.833386""","=""7.336357""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""275.3810""","=""275.3813""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""5.273373""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""275.3863""","=""275.3860""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""6.924230""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""6""",11,13,,"=""""","=""L153""",
"=""275.3973""","=""275.3980""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""4.914315""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""275.4462""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""275.4607""","=""275.4606""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""2.246202""","=""6.747179""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""275.4754""","=""275.4736""","=""0.0007""","=""1""","=""""","=""""","=""""","=""""",,"=""2.786753""","=""7.287518""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""275.5072""","=""275.5064""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""2.833386""","=""7.333616""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153c23""",
"=""275.5216""","=""275.5215""","=""0.0007""","=""12""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""5.271082""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""275.539""","=""275.5390""","=""0.0007""","=""5""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""6.886834""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""275.559""","=""275.5594""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""6.886834""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""275.5729""","=""275.5735""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""6.154144""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""275.6080""","=""275.6081""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""2.120999""","=""6.619568""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""275.6279""","=""275.6282""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""6.956560""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""275.6398""","=""""","=""""","=""15""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""275.6645""","=""275.6647""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""2.266491""","=""6.764135""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""275.6757""","=""275.6756""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""5.096311""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""275.7175""","=""""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""275.7509""","=""""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""275.7823""","=""275.7824""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""6.917758""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""275.8016""","=""275.8015""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""2.246202""","=""6.741616""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""275.9498""","=""275.9495""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""2.120999""","=""6.614002""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""275.9691""","=""275.9688""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""6.880158""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""275.9850""","=""275.9851""","=""0.0007""","=""25""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""6.409221""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""275.9937""","=""275.9935""","=""0.0007""","=""6""","=""""","=""""","=""""","=""""",,"=""1.181329""","=""5.673616""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""276.0072""","=""276.0074""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""5.263159""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""276.0720""","=""""","=""""","=""5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""276.0852""","=""276.0845""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""6.359240""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""276.0916""","=""276.0912""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""2.108785""","=""6.599483""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L153""",
"=""276.1225""","=""""","=""""","=""7""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""276.1558""","=""276.1564""","=""0.0007""","=""12""","=""""","=""""","=""""","=""""",,"=""2.194667""","=""6.684304""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
