obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""200.105""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""200.162""","=""200.163""","=""0.003""","=""3""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.606488""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""200.180""","=""200.179""","=""0.003""","=""1""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.964766""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""200.312""","=""""","=""""","=""5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""200.758""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""200.928""","=""200.930""","=""0.003""","=""1""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.941615""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""200.956""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""201.537""","=""201.540""","=""0.003""","=""1""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.564155""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""201.705""","=""201.710""","=""0.003""","=""3""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.917758""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""202.076""","=""202.081""","=""0.003""","=""5""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""6.501290""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""202.246""","=""202.250""","=""0.003""","=""3""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""6.130238""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""202.269""","=""202.266""","=""0.003""","=""2""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.728594""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""202.452""","=""""","=""""","=""5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""203.084""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""203.101""","=""203.103""","=""0.003""","=""2""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.875587""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""203.542""","=""203.545""","=""0.003""","=""4""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.690098""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""203.611""","=""203.613""","=""0.003""","=""2""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""6.455123""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""203.757""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""204.004""","=""204.004""","=""0.003""","=""3""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.676379""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""204.482""","=""204.479""","=""0.003""","=""1""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""6.429337""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""204.640""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""204.814""","=""204.816""","=""0.003""","=""3*""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""6.260525""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""204.814""","=""204.817""","=""0.003""","=""3*""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.824504""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""204.969""","=""204.968""","=""0.003""","=""3""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""6.048949""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""205.170""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""205.260""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""205.4172""","=""205.417""","=""0.003""","=""3""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.806844""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""205.9275""","=""205.929""","=""0.003""","=""10""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.619568""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""206.119""","=""206.120""","=""0.003""","=""3""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.614002""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""206.197""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""206.3413""","=""206.344""","=""0.003""","=""4""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""7.877061""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""6""",11,13,,"=""""","=""L153""",
"=""206.376""","=""206.377""","=""0.003""","=""6""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.606488""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""206.517""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""206.5716""","=""206.576""","=""0.003""","=""6""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.600722""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""206.652""","=""206.654""","=""0.003""","=""4""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""5.999590""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""206.7264""","=""""","=""""","=""6""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""207.089""","=""207.090""","=""0.003""","=""3""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.585829""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""207.121""","=""207.120""","=""0.003""","=""6""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.398425""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""207.146""","=""207.147""","=""0.003""","=""3""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.397649""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""207.776""","=""207.778""","=""0.003""","=""8""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""6.174225""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""0""",3,1,,"=""""","=""L153""",
"=""207.8394""","=""207.842""","=""0.003""","=""1""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.564155""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""208.111""","=""208.115""","=""0.003""","=""4""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.728594""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""208.203""","=""208.206""","=""0.003""","=""12""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""6.161960""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""208.3469""","=""208.349""","=""0.003""","=""8""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.458681""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""208.612""","=""208.615""","=""0.003""","=""8""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.355514""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""208.776""","=""208.771""","=""0.003""","=""80c*""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.709874""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""208.776""","=""208.777""","=""0.003""","=""80c*""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.709698""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153c23""",
"=""208.8597""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""208.956""","=""208.957""","=""0.003""","=""2""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.345806""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""208.996""","=""209.000""","=""0.003""","=""30""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""6.139358""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""209.114""","=""209.118""","=""0.003""","=""60""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""5.928917""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""209.3181""","=""209.321""","=""0.003""","=""10""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""6.130238""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""209.433""","=""209.439""","=""0.003""","=""15""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.332143""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""209.473""","=""""","=""""","=""15""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""209.570""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""209.623""","=""""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""209.819""","=""""","=""""","=""1""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""209.889""","=""209.893""","=""0.003""","=""60""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.678126""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""209.9512""","=""209.955""","=""0.003""","=""25""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.676379""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""210.052""","=""210.056""","=""0.003""","=""50""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.501290""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""210.2205""","=""210.2228""","=""0.0022""","=""50""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.310067""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""210.332""","=""210.3348""","=""0.0022""","=""8""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""6.260525""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""210.3644""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""210.404""","=""""","=""""","=""5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""210.475""","=""210.4760""","=""0.0022""","=""15""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.398549""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""210.607""","=""210.6077""","=""0.0022""","=""50""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""6.094064""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""210.642""","=""210.6376""","=""0.0022""","=""25""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.298452""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""210.724""","=""210.7300""","=""0.0022""","=""15""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""7.751991""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""6""",11,13,,"=""""","=""L153""",
"=""210.761""","=""""","=""""","=""8""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""210.853""","=""210.8557""","=""0.0022""","=""15""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.478893""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""210.998""","=""211.0000""","=""0.0018""","=""60""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.288342""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""211.056""","=""""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""211.180""","=""211.1821""","=""0.0018""","=""15""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""6.236874""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""211.314""","=""211.3154""","=""0.0018""","=""6""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.466101""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""211.549""","=""""","=""""","=""8""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""211.616""","=""211.6154""","=""0.0018""","=""3""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""5.858941""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""211.697""","=""211.6950""","=""0.0018""","=""40""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.364629""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""211.711""","=""211.7101""","=""0.0018""","=""30*""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""6.222234""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""211.711""","=""211.7115""","=""0.0018""","=""30*""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.455123""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""211.730""","=""211.7308""","=""0.0018""","=""20""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.454590""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""211.826""","=""211.8284""","=""0.0018""","=""30""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.265362""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""211.929""","=""211.9305""","=""0.0018""","=""25""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.449073""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""211.997""","=""211.9943""","=""0.0018""","=""120*""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.619568""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""211.997""","=""212.0036""","=""0.0018""","=""120*""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.260525""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""212.141""","=""""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""212.194""","=""212.1962""","=""0.0018""","=""3""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.614002""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""212.227""","=""212.2342""","=""0.0018""","=""100c""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""6.048949""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""212.304""","=""212.3067""","=""0.0018""","=""20""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.347754""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""212.382""","=""212.3838""","=""0.0018""","=""30""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""7.706176""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""212.553""","=""""","=""""","=""20w""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""212.562""","=""""","=""""","=""6""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""212.603""","=""212.6007""","=""0.0018""","=""3""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""7.486797""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""212.646""","=""212.6479""","=""0.0018""","=""15""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.429337""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""212.6786""","=""212.6796""","=""0.0018""","=""25""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.600722""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""212.7216""","=""212.7218""","=""0.0018""","=""6""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.336357""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""212.822""","=""212.8219""","=""0.0018""","=""3""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.333616""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""212.8629""","=""212.8645""","=""0.0018""","=""15""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.236874""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""212.8794""","=""212.8796""","=""0.0018""","=""50""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.595246""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""212.967""","=""""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""213.072""","=""213.0690""","=""0.0018""","=""20""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""6.026059""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""0""",3,1,,"=""""","=""L153""",
"=""213.2199""","=""213.2243""","=""0.0018""","=""8""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.585829""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""213.384""","=""213.3841""","=""0.0018""","=""1""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.409221""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""213.399""","=""213.4008""","=""0.0018""","=""3""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.222234""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""213.432""","=""""","=""""","=""30""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""213.6299""","=""213.6307""","=""0.0018""","=""6""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""7.458681""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""213.6549""","=""""","=""""","=""8""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""213.7809""","=""213.7813""","=""0.0018""","=""20""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.398425""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""213.8074""","=""213.8099""","=""0.0018""","=""10""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.397649""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""213.938""","=""213.9403""","=""0.0018""","=""10""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.303163""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""214.020""","=""214.0221""","=""0.0018""","=""8""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.564155""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""214.040""","=""214.0426""","=""0.0018""","=""15""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""5.999590""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""214.1897""","=""214.1927""","=""0.0018""","=""15""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.296334""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""214.1982""","=""214.2005""","=""0.0018""","=""6""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""6.154144""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""214.360""","=""214.3598""","=""0.0018""","=""2""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""7.438940""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""214.368""","=""214.3689""","=""0.0018""","=""20""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""5.990773""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""214.3932""","=""214.3943""","=""0.0018""","=""15""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""6.381844""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""214.404""","=""214.4059""","=""0.0018""","=""10""","=""""","=""""","=""""","=""""",,"=""0.412313""","=""6.194998""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""214.518""","=""214.5194""","=""0.0018""","=""12""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.287518""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""214.617""","=""214.6184""","=""0.0018""","=""6""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""5.984050""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""0""",3,1,,"=""""","=""L153""",
"=""214.711""","=""214.7121""","=""0.0018""","=""35r""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""5.981530""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""214.799""","=""214.8008""","=""0.0018""","=""35""","=""""","=""""","=""""","=""""",,"=""0.771099""","=""6.543154""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""214.821""","=""""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""214.9392""","=""214.9415""","=""0.0018""","=""6""","=""""","=""""","=""""","=""""",,"=""2.108785""","=""7.877061""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L153""",
"=""215.136""","=""215.1364""","=""0.0019""","=""2""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""7.270942""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""215.1752""","=""""","=""""","=""8""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""215.212""","=""215.2131""","=""0.0019""","=""8""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""7.629430""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""215.260""","=""""","=""""","=""5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
