obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_22
"=""258.607""","=""""","=""220""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""262.447""","=""""","=""370""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""264.294""","=""""","=""110""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""266.873""","=""""","=""110""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""273.660""","=""""","=""55""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""286.354""","=""286.3535+""","=""140""","=""7.9e+06""","=""8.6e-03""","=""1.37e+00""","=""-0.84""",B+,"=""0.0000000""","=""4.329760""","=""4f10.6s2""","=""5I""","=""8""","=""""","=""*""","=""7""",17,15,,"=""T7148""","=""L3475""",
"=""288.638""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""296.547""","=""296.5465+""","=""220""","=""6.5e+06""","=""8.6e-03""","=""1.4e+00""","=""-0.84""",D,"=""0.0000000""","=""4.180936""","=""4f10.6s2""","=""5I""","=""8""","=""""","=""*""","=""8""",17,17,,"=""T4515""","=""L3475""",
"=""314.8606""","=""314.8601+""","=""300""","=""1.1e+07""","=""1.9e-02""","=""2.9e+00""","=""-0.6""",D,"=""0.5125782""","=""4.450333""","=""4f10.6s2""","=""5I""","=""7""","=""""","=""*""","=""8""",15,17,,"=""T4515""","=""L1177""",
"=""326.4127""","=""326.4125+""","=""3000""","=""1.4e+07""","=""1.9e-02""","=""3.1e+00""","=""-0.54""",D,"=""0.5125782""","=""4.310968""","=""4f10.6s2""","=""5I""","=""7""","=""""","=""*""","=""6""",15,13,,"=""T4515""","=""L1177""",
"=""351.2019""","=""351.2018+""","=""1000""","=""9.4e+06""","=""1.51e-02""","=""2.61e+00""","=""-0.646""",B+,"=""0.5125782""","=""4.042862""","=""4f10.6s2""","=""5I""","=""7""","=""""","=""*""","=""6""",15,13,,"=""T7148""","=""L1177""",
"=""357.2458""","=""357.2457+""","=""1000""","=""4.80e+06""","=""8.0e-03""","=""1.40e+00""","=""-0.923""",B+,"=""0.5125782""","=""3.983136""","=""4f10.6s2""","=""5I""","=""7""","=""""","=""*""","=""6""",15,13,,"=""T7148""","=""L1177""",
"=""366.788""","=""""","=""400""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""367.956""","=""""","=""640""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""368.590""","=""""","=""820""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""368.683""","=""""","=""1300""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""372.906""","=""""","=""300""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""374.040""","=""""","=""930""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""375.812""","=""375.8120+""","=""1200""","=""3.0e+08""","=""7.1e-01""","=""1.5e+02""","=""1.08""",D,"=""0.9380161""","=""4.237118""","=""4f9.(6H*).5d.6s2""","=""7H*""","=""8""","=""""","=""""","=""9""",17,19,,"=""T4515""","=""L3475""",
"=""376.870""","=""""","=""640""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""377.218""","=""""","=""330""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""377.412""","=""""","=""640""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""377.578""","=""""","=""370""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""378.254""","=""""","=""420""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""381.335""","=""""","=""470""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""384.198""","=""""","=""370""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""384.545""","=""""","=""330""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""384.811""","=""""","=""420""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""385.949""","=""""","=""420""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""386.991""","=""386.9902+""","=""1600""","=""3.1e+08""","=""7.0e-01""","=""1.5e+02""","=""1.07""",D,"=""0.9380161""","=""4.141824""","=""4f9.(6H*).5d.6s2""","=""7H*""","=""8""","=""""","=""""","=""8""",17,17,,"=""T4515""","=""L3475""",
"=""391.840""","=""""","=""540bl""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""392.897""","=""""","=""420""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""393.125""","=""""","=""540""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""393.781""","=""""","=""420""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""396.371""","=""""","=""370""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""396.863""","=""396.8632+""","=""320""","=""1.45e+07""","=""3.83e-02""","=""8.5e+00""","=""-0.187""",B+,"=""0.9380161""","=""4.062120""","=""4f9.(6H*).5d.6s2""","=""7H*""","=""8""","=""""","=""""","=""9""",17,19,,"=""T7148""","=""L3475""",
"=""400.697""","=""""","=""420""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""400.720""","=""""","=""320""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""401.495""","=""401.4958+""","=""540""","=""2.93e+06""","=""6.2e-03""","=""1.40e+00""","=""-0.974""",B+,"=""0.0000000""","=""3.088057""","=""4f10.6s2""","=""5I""","=""8""","=""4f10.(5I<6>).6s.6p.(3P*<2>)""","=""(6,2)*""","=""7""",17,15,,"=""T7148""","=""L3475""",
"=""402.485""","=""402.4851+""","=""370""","=""2.90e+07""","=""6.2e-02""","=""1.40e+01""","=""0.024""",B+,"=""0.9380161""","=""4.018483""","=""4f9.(6H*).5d.6s2""","=""7H*""","=""8""","=""""","=""""","=""7""",17,15,,"=""T7148""","=""L3475""",
"=""404.711""","=""404.71131+""","=""12000""","=""1.92e+08""","=""4.16e-01""","=""9.4e+01""","=""0.850""",B+,"=""0.0000000""","=""3.0635220""","=""4f10.6s2""","=""5I""","=""8""","=""4f10.(5I<8>).6s.6p.(1P*<1>)""","=""(8,1)*""","=""7""",17,15,,"=""T7148""","=""L3475""",
"=""408.649""","=""408.6486+""","=""370""","=""1.71e+07""","=""3.78e-02""","=""8.6e+00""","=""-0.192""",B+,"=""0.9380161""","=""3.972021""","=""4f9.(6H*).5d.6s2""","=""7H*""","=""8""","=""""","=""""","=""7""",17,15,,"=""T7148""","=""L3475""",
"=""409.726""","=""""","=""390""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""410.503""","=""410.5032+""","=""860""","=""6.2e+07""","=""1.33e-01""","=""2.33e+01""","=""0.236""",B+,"=""0.8741634""","=""3.894461""","=""4f10.6s2""","=""5I""","=""6""","=""""","=""*""","=""5""",13,11,,"=""T7148""","=""L3475""",
"=""413.028""","=""413.0287+""","=""350""","=""9.8e+07""","=""1.95e-01""","=""2.39e+01""","=""0.244""",B+,"=""1.3545617""","=""4.356392""","=""4f10.6s2""","=""5I""","=""4""","=""""","=""*""","=""3""",9,7,,"=""T7148""","=""L3475""",
"=""413.152""","=""413.1516+""","=""350""","=""1.76e+06""","=""4.50e-03""","=""1.04e+00""","=""-1.116""",B+,"=""0.0000000""","=""3.000937""","=""4f10.6s2""","=""5I""","=""8""","=""4f9.(6H*).5d2.(3F) (8I*).6s""","=""*""","=""8""",17,17,,"=""T7148""","=""L3475""",
"=""413.502""","=""""","=""390""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""414.723""","=""414.7232+""","=""990""","=""1.95e+08""","=""4.11e-01""","=""6.2e+01""","=""0.656""",B+,"=""1.1420917""","=""4.131657""","=""4f10.6s2""","=""5I""","=""5""","=""4f10.(5I<5>).6s.6p.(1P*<1>)""","=""(5,1)*""","=""4""",11,9,,"=""T7148""","=""L3475""",
