obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""453.8068""","=""""","=""453.8068+""","=""396""","=""5.0e+07""","=""1.79e-01""","=""3.48e+01""","=""0.368""",B+,"=""3.5014395""","=""6.2335315""","=""4d5.(2I).5s""","=""a 1I""","=""6""","=""4d5.(2I).5p""","=""z 3K*""","=""7""",13,15,,"=""T5293""","=""L10250""",
"=""455.9382""","=""""","=""455.9382+""","=""110""","=""1.14e+06""","=""1.06e-02""","=""1.60e-01""","=""-1.97""",B+,"=""1.3596041""","=""4.0789242""","=""4d4.5s2""","=""a 5D""","=""0""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
"=""457.7777""","=""""","=""457.7776+""","=""210""","=""2.11e+06""","=""6.6e-03""","=""4.99e-01""","=""-1.480""",B+,"=""1.4201599""","=""4.1285534""","=""4d4.5s2""","=""a 5D""","=""2""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""459.6442""","=""""","=""459.6442+""","=""170""","=""1.90e+06""","=""6.0e-03""","=""2.73e-01""","=""-1.74""",B+,"=""1.3815291""","=""4.0789242""","=""4d4.5s2""","=""a 5D""","=""1""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""459.9513""","=""""","=""459.9514+""","=""26""","=""1.47e+07""","=""1.40e-01""","=""2.12e+00""","=""-0.85""",B,"=""3.4550285""","=""6.1506219""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""0""","=""4d4.5s.(6D).6s""","=""f 7D""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
"=""461.1164""","=""""","=""461.1165+""","=""360""","=""8.22e+06""","=""3.37e-02""","=""3.58e+00""","=""-0.628""",A,"=""2.2601268""","=""4.9489091""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""462.2659""","=""""","=""462.2659+""","=""100""","=""3.8e+06""","=""1.21e-02""","=""9.2e-01""","=""-1.22""",B,"=""2.2759148""","=""4.9580117""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""462.5527""","=""""","=""462.5528+""","=""30""","=""1.32e+07""","=""4.2e-02""","=""5.8e+00""","=""-0.42""",B,"=""3.6167563""","=""6.2971898""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""4""","=""4d4.5s.(6D).6s""","=""f 7D""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""462.7760""","=""""","=""462.7759+""","=""460""","=""3.65e+06""","=""9.1e-03""","=""1.25e+00""","=""-1.086""",B+,"=""1.5307436""","=""4.2098847""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""462.8777""","=""""","=""462.8777+""","=""100""","=""1.90e+06""","=""8.5e-03""","=""6.5e-01""","=""-1.37""",B+,"=""2.2759148""","=""4.9544667""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""463.4372""","=""""","=""463.4373+""","=""45""","=""2.35e+07""","=""1.26e-01""","=""5.8e+00""","=""-0.42""",B,"=""3.5055652""","=""6.1808831""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""1""","=""4d4.5s.(6D).6s""","=""f 7D""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""465.0361""","=""""","=""465.0360+""","=""12""","=""1.25e+07""","=""1.36e-02""","=""6.2e-01""","=""-1.39""",C+,"=""3.2013491""","=""5.8674694""","=""4d6""","=""c 5D""","=""1""","=""""","=""16*""","=""0""",3,1,,"=""T5293""","=""L10250""",
"=""465.0364""","=""""","=""465.0364+""","=""7""","=""7.9e+05""","=""2.1e-03""","=""3.5e-01""","=""-1.64""",C+,"=""3.2118714""","=""5.8779896""","=""4d5.(4F).5s""","=""a 5F""","=""5""","=""""","=""17.1*""","=""4""",11,9,,"=""T5293""","=""L10250""",
"=""465.3547""","=""""","=""465.3548+""","=""57""","=""1.55e+07""","=""7.0e-02""","=""5.4e+00""","=""-0.45""",B,"=""3.5541986""","=""6.2184928""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""2""","=""4d4.5s.(6D).6s""","=""f 7D""","=""3""",5,7,,"=""T5293""","=""L10250""",
"=""466.4064""","=""""","=""466.4064+""","=""220""","=""2.02e+06""","=""4.70e-03""","=""5.05e-01""","=""-1.483""",B+,"=""1.4702664""","=""4.1285534""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""y 5P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""467.3203""","=""""","=""467.3203+""","=""130""","=""6.1e+06""","=""1.64e-02""","=""2.8e+00""","=""-0.74""",B,"=""2.6462200""","=""5.2993083""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d5.(4D).5p""","=""w 5D*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""468.7393""","=""""","=""468.7393+""","=""26""","=""1.72e+07""","=""5.7e-02""","=""2.62e+00""","=""-0.77""",B,"=""3.5055652""","=""6.1506219""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""1""","=""4d4.5s.(6D).6s""","=""f 7D""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""468.9525""","=""""","=""468.9525+""","=""130""","=""1.54e+07""","=""5.9e-02""","=""1.18e+01""","=""-0.12""",B,"=""3.5014395""","=""6.1452935""","=""4d5.(2I).5s""","=""a 1I""","=""6""","=""4d4.5s.(4H).5p""","=""y 3I*""","=""7""",13,15,,"=""T5293""","=""L10250,L3475""",
"=""470.8564""","=""""","=""470.8564+""","=""640""","=""3.63e+07""","=""1.55e-01""","=""1.68e+01""","=""0.04""",B+,"=""2.5972135""","=""5.2303773""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d5.(4G).5p""","=""z 3H*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""470.9539""","=""""","=""470.9540+""","=""150""","=""7.6e+06""","=""1.81e-02""","=""1.96e+00""","=""-0.898""",B+,"=""2.2601268""","=""4.8927447""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""471.9239""","=""""","=""471.9238+""","=""220""","=""5.2e+06""","=""2.11e-02""","=""2.95e+00""","=""-0.72""",B+,"=""2.4992489""","=""5.1264570""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d5.(4G).5p""","=""y 5F*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""472.0178""","=""""","=""472.0179+""","=""40""","=""2.17e+07""","=""7.3e-02""","=""5.6e+00""","=""-0.44""",B,"=""3.5541986""","=""6.1808831""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""2""","=""4d4.5s.(6D).6s""","=""f 7D""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""472.4374""","=""""","=""472.4373+""","=""26""","=""1.23e+07""","=""4.1e-02""","=""5.7e+00""","=""-0.43""",B,"=""4.0528290""","=""6.6771813""","=""4d5.(2G).5s""","=""b 1G""","=""4""","=""""","=""83*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""473.0459""","=""""","=""473.0460+""","=""100""","=""5.4e+06""","=""2.34e-02""","=""2.56e+00""","=""-0.785""",B+,"=""2.5972135""","=""5.2181890""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d5.(4G).5p""","=""y 3F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""473.2765""","=""""","=""473.2765+""","=""700""","=""4.49e+07""","=""1.84e-01""","=""2.59e+01""","=""0.220""",B+,"=""2.6227474""","=""5.2424462""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d5.(4G).5p""","=""z 3H*""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""475.1719""","=""""","=""475.1719+""","=""100""","=""3.91e+06""","=""1.70e-02""","=""1.86e+00""","=""-0.92""",B+,"=""2.5231413""","=""5.1323907""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d5.(4G).5p""","=""y 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""475.9832""","=""""","=""475.9833+""","=""45""","=""3.01e+07""","=""8.4e-02""","=""1.44e+01""","=""-0.04""",B,"=""3.6923883""","=""6.2971898""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""5""","=""4d4.5s.(6D).6s""","=""f 7D""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""476.1513""","=""""","=""476.1514+""","=""770""","=""4.67e+07""","=""1.87e-01""","=""3.23e+01""","=""0.314""",B+,"=""2.6462200""","=""5.2501021""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d5.(4G).5p""","=""z 3H*""","=""6""",11,13,,"=""T5293""","=""L10250,L3475""",
"=""476.5440""","=""""","=""476.5440+""","=""78""","=""2.16e+07""","=""5.7e-02""","=""8.1e+00""","=""-0.29""",B,"=""3.6167563""","=""6.2184928""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""4""","=""4d4.5s.(6D).6s""","=""f 7D""","=""3""",9,7,,"=""T5293""","=""L10250""",
"=""477.7676""","=""""","=""477.7677+""","=""150""","=""6.25e+06""","=""2.14e-02""","=""2.36e+00""","=""-0.825""",A,"=""2.2601268""","=""4.8551999""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""479.7858""","=""""","=""479.7858+""","=""100""","=""6.5e+06""","=""1.84e-02""","=""3.19e+00""","=""-0.69""",B+,"=""2.6462200""","=""5.2303773""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d5.(4G).5p""","=""z 3H*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""481.2395""","=""""","=""481.2395+""","=""90""","=""4.4e+07""","=""1.28e-01""","=""2.64e+01""","=""0.22""",B,"=""3.7810241""","=""6.3573754""","=""4d4.5s.(6D).5p""","=""z 7F*""","=""6""","=""4d4.5s.(6D).6s""","=""f 7D""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""482.0595""","=""""","=""482.0595+""","=""410""","=""2.71e+07""","=""7.7e-02""","=""1.35e+01""","=""-0.071""",B+,"=""2.6462200""","=""5.2181890""","=""4d5.(4G).5s""","=""a 3G""","=""5""","=""4d5.(4G).5p""","=""y 3F*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""483.1862""","=""""","=""483.1862+""","=""410""","=""4.07e+07""","=""1.11e-01""","=""1.59e+01""","=""-0.001""",A,"=""2.6227474""","=""5.1887186""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d5.(4G).5p""","=""y 3F*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""485.9746""","=""""","=""485.9746+""","=""23""","=""1.24e+07""","=""3.7e-02""","=""7.7e+00""","=""-0.32""",B,"=""4.3159089""","=""6.8671573""","=""4d6""","=""c 3H""","=""6""","=""""","=""100*""","=""5""",13,11,,"=""T5293""","=""L10250""",
"=""486.9377""","=""""","=""486.9377+""","=""360""","=""3.11e+07""","=""7.90e-02""","=""8.9e+00""","=""-0.257""",A,"=""2.5972135""","=""5.1434163""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d5.(4G).5p""","=""y 3F*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""495.1996""","=""""","=""495.1996+""","=""110""","=""2.93e+06""","=""1.38e-02""","=""1.58e+00""","=""-1.014""",B+,"=""2.2601268""","=""4.7638486""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""495.8913""","=""""","=""495.8915+""","=""150""","=""6.4e+06""","=""2.36e-02""","=""1.92e+00""","=""-0.929""",B+,"=""2.2759148""","=""4.7761431""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""498.0514""","=""""","=""498.0513+""","=""210""","=""2.3e+06""","=""5.2e-03""","=""4.3e-01""","=""-1.59""",C+,"=""1.3351030""","=""3.8244890""","=""4d5.(6S).5s""","=""a 5S""","=""2""","=""4d4.5s.(6D).5p""","=""z 7D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""500.1297""","=""""","=""500.1297+""","=""110""","=""8.6e+06""","=""2.64e-02""","=""4.8e+00""","=""-0.54""",B,"=""3.0333690""","=""5.5124097""","=""4d4.5s2""","=""a 3H""","=""5""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""4""",11,9,,"=""T5293""","=""L10250,L3475""",
"=""501.2207""","=""""","=""501.2207+""","=""20""","=""1.63e+06""","=""7.9e-03""","=""9.1e-01""","=""-1.26""",B,"=""3.3027831""","=""5.7764280""","=""4d5.(2D).5s""","=""b 3D""","=""3""","=""""","=""6*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""501.5979""","=""""","=""501.5979+""","=""180""","=""1.05e+07""","=""3.3e-02""","=""7.2e+00""","=""-0.36""",B,"=""3.0777195""","=""5.5495041""","=""4d4.5s2""","=""a 3H""","=""6""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""5""",13,11,,"=""T5293""","=""L10250,L3475""",
"=""501.8160""","=""""","=""501.8161+""","=""26""","=""3.6e+06""","=""1.35e-02""","=""1.56e+00""","=""-1.03""",B,"=""3.1872706""","=""5.6579806""","=""4d6""","=""c 5D""","=""3""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""502.1242""","=""""","=""502.1242+""","=""20""","=""1.67e+06""","=""6.3e-03""","=""5.2e-01""","=""-1.50""",B,"=""3.1981238""","=""5.6673175""","=""4d6""","=""c 5D""","=""2""","=""4d5.(4D).5p""","=""x 3F*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""503.0396""","=""""","=""503.0397+""","=""80""","=""4.7e+06""","=""1.38e-02""","=""2.05e+00""","=""-0.91""",B,"=""2.9875597""","=""5.4522598""","=""4d4.5s2""","=""a 3H""","=""4""","=""4d4.5s.(4H).5p""","=""y 3G*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""503.2158""","=""""","=""503.2159+""","=""65""","=""4.3e+06""","=""1.64e-02""","=""2.44e+00""","=""-0.83""",B,"=""3.2232590""","=""5.6870960""","=""4d5.(4F).5s""","=""a 5F""","=""4""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""503.8582""","=""""","=""503.8582+""","=""14""","=""1.14e+07""","=""3.4e-02""","=""5.1e+00""","=""-0.52""",C+,"=""4.3446684""","=""6.8053647""","=""4d6""","=""c 3H""","=""4""","=""""","=""95*""","=""3""",9,7,,"=""T5293""","=""L10250""",
"=""504.0302""","=""""","=""504.0301+""","=""23*""","=""2.8e+06""","=""1.48e-02""","=""1.23e+00""","=""-1.13""",B,"=""3.1981238""","=""5.6579806""","=""4d6""","=""c 5D""","=""2""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""504.032""","=""""","=""504.0324+""","=""23*""","=""""","=""""","=""""","=""""",,"=""3.7393116""","=""6.1991572""","=""4d5.(4F).5s""","=""c 3F""","=""3""","=""4d4.5s.(4D).5p""","=""v 5P*""","=""3""",7,7,,"=""""","=""L3475""",
"=""504.5763""","=""""","=""504.5764+""","=""43""","=""1.31e+07""","=""3.6e-02""","=""4.1e+00""","=""-0.60""",B,"=""3.5860778""","=""6.0432718""","=""4d5.(6S).5p""","=""z 5P*""","=""3""","=""4d5.(6S).7s""","=""f 5S""","=""2""",7,5,,"=""T5293""","=""L10250""",
"=""504.7916""","=""""","=""504.7916+""","=""26""","=""8.3e+05""","=""2.47e-03""","=""3.7e-01""","=""-1.65""",B,"=""2.6227474""","=""5.0788937""","=""4d5.(4G).5s""","=""a 3G""","=""4""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
"=""504.9104""","=""""","=""504.9104+""","=""100""","=""2.61e+07""","=""3.3e-02""","=""1.66e+00""","=""-1.00""",B,"=""2.5950420""","=""5.0506101""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d5.(4P).5p""","=""x 5D*""","=""0""",3,1,,"=""T5293""","=""L10250,L3475""",
"=""505.6407""","=""""","=""505.6406+""","=""50""","=""1.11e+06""","=""5.5e-03""","=""6.4e-01""","=""-1.42""",B+,"=""2.6803685""","=""5.1323907""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d5.(4G).5p""","=""y 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""505.9479""","=""""","=""505.9480+""","=""35""","=""1.83e+06""","=""7.0e-03""","=""1.29e+00""","=""-1.11""",B,"=""3.4376744""","=""5.8882070""","=""4d4.5s2""","=""b 3G""","=""5""","=""""","=""18*""","=""5""",11,11,,"=""T5293""","=""L10250,L3475""",
"=""506.1280""","=""""","=""506.1281+""","=""200""","=""6.9e+06""","=""2.64e-02""","=""3.95e+00""","=""-0.625""",B+,"=""2.4992489""","=""4.9489091""","=""4d5.(4D).5s""","=""b 5D""","=""4""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""4""",9,9,,"=""T5293""","=""L10250,L3475""",
"=""506.3925""","=""""","=""506.3925+""","=""35""","=""2.07e+06""","=""4.8e-03""","=""3.97e-01""","=""-1.62""",B+,"=""2.5975747""","=""5.0459563""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d5.(4P).5p""","=""x 5D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""506.6044""","=""""","=""506.6045+""","=""29""","=""3.31e+05""","=""1.27e-03""","=""1.49e-01""","=""-2.050""",B+,"=""2.2601268""","=""4.7074839""","=""4d5.(4P).5s""","=""a 5P""","=""3""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""508.1280""","=""""","=""508.1281+""","=""35""","=""2.41e+06""","=""1.20e-02""","=""1.41e+00""","=""-1.08""",B,"=""3.2470773""","=""5.6870960""","=""4d5.(4F).5s""","=""a 5F""","=""3""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""508.1428""","=""""","=""508.1430+""","=""100""","=""3.68e+06""","=""1.99e-02""","=""1.67e+00""","=""-1.00""",B+,"=""2.5145196""","=""4.9544667""","=""4d5.(4D).5s""","=""b 5D""","=""2""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""508.2667""","=""""","=""508.2668+""","=""35""","=""5.5e+04""","=""2.1e-04""","=""2.5e-02""","=""-2.83""",C+,"=""1.4702664""","=""3.9096193""","=""4d4.5s2""","=""a 5D""","=""3""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""509.2390""","=""""","=""509.2390+""","=""40""","=""5.4e+06""","=""2.10e-02""","=""1.06e+00""","=""-1.20""",B,"=""3.2013491""","=""5.6360448""","=""4d6""","=""c 5D""","=""1""","=""4d4.5s.(4F).5p""","=""w 5F*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""509.2753""","=""""","=""509.2754+""","=""35""","=""7.8e+05""","=""5.0e-03""","=""2.53e-01""","=""-1.82""",B,"=""2.5950420""","=""5.0295637""","=""4d5.(4D).5s""","=""a 3D""","=""1""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""2""",3,5,,"=""T5293""","=""L10250,L3475""",
"=""509.3570""","=""""","=""509.3571+""","=""35""","=""4.2e+06""","=""1.64e-02""","=""3.6e+00""","=""-0.67""",B,"=""3.9035948""","=""6.3377261""","=""4d4.5s2""","=""b 1I""","=""6""","=""""","=""39.1*""","=""6""",13,13,,"=""T5293""","=""L10250,L3475""",
"=""509.7300""","=""""","=""509.7301+""","=""40""","=""1.45e+06""","=""4.0e-03""","=""4.7e-01""","=""-1.55""",B,"=""2.5972135""","=""5.0295637""","=""4d5.(4G).5s""","=""a 3G""","=""3""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""2""",7,5,,"=""T5293""","=""L10250,L3475""",
"=""509.8057""","=""""","=""509.8058+""","=""100""","=""3.6e+06""","=""1.42e-02""","=""1.19e+00""","=""-1.15""",B,"=""2.5975747""","=""5.0295637""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""509.8938""","=""""","=""509.8938+""","=""130""","=""2.50e+06""","=""1.36e-02""","=""1.15e+00""","=""-1.166""",B+,"=""2.2759148""","=""4.7074839""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""509.9448""","=""""","=""509.9449+""","=""35""","=""1.14e+06""","=""4.5e-03""","=""5.2e-01""","=""-1.51""",B+,"=""2.5231413""","=""4.9544667""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""511.1132""","=""""","=""511.1132+""","=""130""","=""2.80e+06""","=""1.41e-02""","=""1.66e+00""","=""-1.006""",B+,"=""2.5231413""","=""4.9489091""","=""4d5.(4D).5s""","=""b 5D""","=""3""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""511.6391""","=""""","=""511.6392+""","=""80""","=""2.89e+06""","=""6.8e-03""","=""5.7e-01""","=""-1.468""",B+,"=""2.2759148""","=""4.6991891""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""511.8381""","=""""","=""511.8382+""","=""35""","=""6.4e+05""","=""3.5e-03""","=""2.97e-01""","=""-1.75""",B,"=""2.5975747""","=""5.0199066""","=""4d5.(4D).5s""","=""a 3D""","=""2""","=""4d5.(4P).5p""","=""x 5D*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""512.5248""","=""""","=""512.5248+""","=""29""","=""2.09e+06""","=""1.15e-02""","=""9.7e-01""","=""-1.24""",B,"=""3.3990334""","=""5.8181202""","=""4d5.(4P).5s""","=""b 3P""","=""2""","=""4d5.(2D).5p""","=""w 3F*""","=""3""",5,7,,"=""T5293""","=""L10250,L3475""",
"=""514.6811""","=""""","=""514.6812+""","=""150""","=""8.8e+06""","=""1.04e-01""","=""1.77e+00""","=""-0.98""",B,"=""2.5549963""","=""4.9639479""","=""4d4.5s2""","=""a 3P""","=""0""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""1""",1,3,,"=""T5293""","=""L10250,L3475""",
"=""514.8817""","=""""","=""514.8818+""","=""110""","=""3.41e+06""","=""1.36e-02""","=""6.9e-01""","=""-1.391""",B+,"=""2.2911762""","=""4.6991891""","=""4d5.(4P).5s""","=""a 5P""","=""1""","=""4d4.5s.(4D).5p""","=""y 5D*""","=""1""",3,3,,"=""T5293""","=""L10250,L3475""",
"=""516.4618""","=""""","=""516.4617+""","=""80""","=""2.03e+07""","=""9.9e-02""","=""1.52e+01""","=""-0.05""",B,"=""3.9567289""","=""6.3573754""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""4""","=""4d4.5s.(6D).6s""","=""f 7D""","=""5""",9,11,,"=""T5293""","=""L10250,L3475""",
"=""516.9185""","=""""","=""516.9185+""","=""100""","=""3.2e+06""","=""1.26e-02""","=""1.51e+00""","=""-1.05""",B,"=""2.6803685""","=""5.0788937""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d4.5s.(4D).5p""","=""z 3D*""","=""3""",7,7,,"=""T5293""","=""L10250,L3475""",
"=""517.2504""","=""""","=""517.2506+""","=""184""","=""1.84e+07""","=""1.04e-01""","=""8.8e+00""","=""-0.29""",B,"=""3.1757768""","=""5.5727619""","=""4d5.(6S).5p""","=""z 7P*""","=""2""","=""4d5.(6S).5d""","=""e 7D""","=""3""",5,7,,"=""T5293""","=""L10250""",
"=""517.2680""","=""""","=""517.2681+""","=""40""","=""1.75e+06""","=""1.17e-02""","=""5.97e-01""","=""-1.455""",B+,"=""2.4958407""","=""4.8927447""","=""4d5.(4D).5s""","=""b 5D""","=""1""","=""4d4.5s.(4D).5p""","=""x 5P*""","=""2""",3,5,,"=""T5293""","=""L10250""",
"=""517.4381""","=""""","=""517.4383+""","=""230h""","=""4.1e+07""","=""1.65e-01""","=""1.41e+01""","=""-0.08""",B,"=""3.1757768""","=""5.5718925""","=""4d5.(6S).5p""","=""z 7P*""","=""2""","=""4d5.(6S).5d""","=""e 7D""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""517.5621""","=""""","=""517.5623+""","=""160h""","=""5.8e+07""","=""1.40e-01""","=""1.20e+01""","=""-0.15""",B,"=""3.1757768""","=""5.5713181""","=""4d5.(6S).5p""","=""z 7P*""","=""2""","=""4d5.(6S).5d""","=""e 7D""","=""1""",5,3,,"=""T5293""","=""L10250,L3475""",
"=""519.2900""","=""""","=""519.2902+""","=""40""","=""1.62e+07""","=""8.4e-02""","=""1.01e+01""","=""-0.23""",B,"=""3.9096193""","=""6.2971898""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""3""","=""4d4.5s.(6D).6s""","=""f 7D""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""520.1601""","=""""","=""520.1601+""","=""110""","=""3.2e+06""","=""1.67e-02""","=""2.00e+00""","=""-0.93""",B,"=""2.6803685""","=""5.0639464""","=""4d5.(4D).5s""","=""a 3D""","=""3""","=""4d4.5s.(4D).5p""","=""z 3F*""","=""4""",7,9,,"=""T5293""","=""L10250,L3475""",
"=""520.2186""","=""""","=""520.2187+""","=""50""","=""1.00e+06""","=""4.06e-03""","=""3.47e-01""","=""-1.693""",B+,"=""2.2759148""","=""4.6592238""","=""4d5.(4P).5s""","=""a 5P""","=""2""","=""4d4.5s.(6D).5p""","=""z 5D*""","=""2""",5,5,,"=""T5293""","=""L10250,L3475""",
"=""521.1885""","=""""","=""521.1882+""","=""26""","=""4.1e+04""","=""1.30e-04""","=""2.0e-02""","=""-2.93""",C+,"=""1.5307436""","=""3.9096193""","=""4d4.5s2""","=""a 5D""","=""4""","=""4d4.5s.(6D).5p""","=""y 7P*""","=""3""",9,7,,"=""T5293""","=""L10250,L3475""",
