obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""1116.6797""","=""0.0006""","=""1116.6797""","=""0.0009""","=""1100""","=""""","=""""","=""""","=""""",,"=""6.9019224""","=""8.0122156""","=""5p3.(4S*).6p""","=""3P""","=""2""","=""5p3.(4S*).6d""","=""3D*""","=""3""",5,7,,"=""""","=""L3682""",
"=""1149.0375""","=""0.0007""","=""1149.0378""","=""0.0009""","=""6900""","=""""","=""""","=""""","=""""",,"=""5.7842023""","=""6.8632286""","=""5p3.(4S*).6s""","=""3S*""","=""1""","=""5p3.(4S*).6p""","=""3P""","=""1""",3,3,,"=""""","=""L3682""",
"=""1198.2237""","=""0.0007""","=""1198.2237""","=""0.0010""","=""350""","=""""","=""""","=""""","=""""",,"=""7.2645360""","=""8.2992693""","=""5p3.(4S*).5d""","=""3D*""","=""2""","=""5p3.(2D*).6p""","=""1F""","=""3""",5,7,,"=""""","=""L3682""",
"=""1256.9675""","=""0.0008""","=""1256.9675""","=""0.0011""","=""150""","=""""","=""""","=""""","=""""",,"=""7.2645360""","=""8.2509115""","=""5p3.(4S*).5d""","=""3D*""","=""2""","=""5p3.(2D*).6p""","=""3D""","=""3""",5,7,,"=""""","=""L3682""",
"=""1259.2631""","=""0.0008""","=""1259.2633""","=""0.0011""","=""260""","=""""","=""""","=""""","=""""",,"=""6.8632286""","=""7.8478059""","=""5p3.(4S*).6p""","=""3P""","=""1""","=""5p3.(2D*).5d""","=""3P*""","=""2""",3,5,,"=""""","=""L3682""",
"=""1280.9005""","=""0.0008""","=""1280.9009""","=""0.0012""","=""100""","=""""","=""""","=""""","=""""",,"=""7.0812591""","=""8.0492043""","=""5p3.(2D*).6s""","=""1D*""","=""2""","=""5p3.(2D*).6p""","=""3F""","=""3""",5,7,,"=""""","=""L3682""",
"=""1310.7764""","=""0.0009""","=""1310.7766""","=""0.0012""","=""200""","=""""","=""""","=""""","=""""",,"=""6.9019224""","=""7.8478059""","=""5p3.(4S*).6p""","=""3P""","=""2""","=""5p3.(2D*).5d""","=""3P*""","=""2""",5,5,,"=""""","=""L3682""",
"=""1325.1378""","=""0.0009""","=""1325.1380""","=""0.0012""","=""1900""","=""""","=""""","=""""","=""""",,"=""5.7842023""","=""6.7198347""","=""5p3.(4S*).6s""","=""3S*""","=""1""","=""5p3.(4S*).6p""","=""5P""","=""2""",3,5,,"=""""","=""L3682""",
"=""1332.0267""","=""0.0009""","=""1332.0269""","=""0.0013""","=""560""","=""""","=""""","=""""","=""""",,"=""5.7842023""","=""6.7149958""","=""5p3.(4S*).6s""","=""3S*""","=""1""","=""5p3.(4S*).6p""","=""5P""","=""1""",3,3,,"=""""","=""L3682""",
"=""1404.0923""","=""0.0010""","=""1404.0923""","=""0.0014""","=""310""","=""""","=""""","=""""","=""""",,"=""7.2645360""","=""8.1475563""","=""5p3.(4S*).5d""","=""3D*""","=""2""","=""5p3.(4S*).4f""","=""3F""","=""3""",5,7,,"=""""","=""L3682""",
"=""1407.6376""","=""0.0010""","=""1407.6378""","=""0.0014""","=""200""","=""""","=""""","=""""","=""""",,"=""7.2645360""","=""8.1453321""","=""5p3.(4S*).5d""","=""3D*""","=""2""","=""5p3.(4S*).4f""","=""5F""","=""3""",5,7,,"=""""","=""L3682""",
"=""1433.9658""","=""0.0010""","=""1433.9658""","=""0.0015""","=""530""","=""""","=""""","=""""","=""""",,"=""7.2835849""","=""8.1482094""","=""5p3.(4S*).5d""","=""3D*""","=""1""","=""5p3.(4S*).4f""","=""3F""","=""2""",3,5,,"=""""","=""L3682""",
"=""1442.1403""","=""0.0010""","=""1442.1407""","=""0.0015""","=""210""","=""""","=""""","=""""","=""""",,"=""6.7198347""","=""7.5795580""","=""5p3.(4S*).6p""","=""5P""","=""2""","=""5p3.(4S*).7s""","=""3S*""","=""1""",5,3,,"=""""","=""L3682""",
"=""1451.7482""","=""0.0011""","=""1451.7482""","=""0.0015""","=""1200""","=""""","=""""","=""""","=""""",,"=""7.2936124""","=""8.1476461""","=""5p3.(4S*).5d""","=""3D*""","=""3""","=""5p3.(4S*).4f""","=""3F""","=""4""",7,9,,"=""""","=""L3682""",
"=""1455.8662""","=""0.0011""","=""1455.8664""","=""0.0015""","=""140""","=""""","=""""","=""""","=""""",,"=""7.2936124""","=""8.1452303""","=""5p3.(4S*).5d""","=""3D*""","=""3""","=""5p3.(4S*).4f""","=""5F""","=""4""",7,9,,"=""""","=""L3682""",
"=""1545.6676""","=""0.0012""","=""1545.6679""","=""0.0017""","=""890""","=""""","=""""","=""""","=""""",,"=""6.7149958""","=""7.5171358""","=""5p3.(4S*).6p""","=""5P""","=""1""","=""5p3.(4S*).7s""","=""5S*""","=""2""",3,5,,"=""""","=""L3682""",
"=""1555.0482""","=""0.0012""","=""1555.0486""","=""0.0017""","=""1400""","=""""","=""""","=""""","=""""",,"=""6.7198347""","=""7.5171358""","=""5p3.(4S*).6p""","=""5P""","=""2""","=""5p3.(4S*).7s""","=""5S*""","=""2""",5,5,,"=""""","=""L3682""",
"=""1640.8385""","=""0.0013""","=""1640.8388""","=""0.0019""","=""1600""","=""""","=""""","=""""","=""""",,"=""6.7615210""","=""7.5171358""","=""5p3.(4S*).6p""","=""5P""","=""3""","=""5p3.(4S*).7s""","=""5S*""","=""2""",7,5,,"=""""","=""L3682""",
"=""1730.8267""","=""0.0015""","=""1730.8267""","=""0.0021""","=""690""","=""""","=""""","=""""","=""""",,"=""6.8632286""","=""7.5795580""","=""5p3.(4S*).6p""","=""3P""","=""1""","=""5p3.(4S*).7s""","=""3S*""","=""1""",3,3,,"=""""","=""L3682""",
"=""1829.6588""","=""0.0017""","=""1829.6588""","=""0.0024""","=""820""","=""""","=""""","=""""","=""""",,"=""6.9019224""","=""7.5795580""","=""5p3.(4S*).6p""","=""3P""","=""2""","=""5p3.(4S*).7s""","=""3S*""","=""1""",5,3,,"=""""","=""L3682""",
"=""1878.2426""","=""0.0018""","=""1878.2426""","=""0.0025""","=""110""","=""""","=""""","=""""","=""""",,"=""6.9194505""","=""7.5795580""","=""5p3.(4S*).6p""","=""3P""","=""0""","=""5p3.(4S*).7s""","=""3S*""","=""1""",1,3,,"=""""","=""L3682""",
"=""1962.8880""","=""0.0019""","=""1962.888""","=""0.003""","=""81""","=""""","=""""","=""""","=""""",,"=""7.2936124""","=""7.9252541""","=""5p3.(4S*).5d""","=""3D*""","=""3""","=""5p3.(4S*).7p""","=""3P""","=""2""",7,5,,"=""""","=""L3682""",
"=""2015.3042""","=""0.0020""","=""2015.304""","=""0.003""","=""61""","=""""","=""""","=""""","=""""",,"=""6.9019224""","=""7.5171358""","=""5p3.(4S*).6p""","=""3P""","=""2""","=""5p3.(4S*).7s""","=""5S*""","=""2""",5,5,,"=""""","=""L3682""",
"=""2104.9476""","=""0.0022""","=""2104.9476""","=""0.0019""","=""17""","=""""","=""""","=""""","=""""",,"=""0.0000000""","=""0.5890132""","=""5p4""","=""3P""","=""2""","=""5p4""","=""3P""","=""1""",5,3,M1+E2,"=""""","=""L3682""",
"=""2160.840""","=""0.0023""","=""2160.840""","=""0.003""","=""120""","=""""","=""""","=""""","=""""",,"=""6.7198347""","=""7.2936124""","=""5p3.(4S*).6p""","=""5P""","=""2""","=""5p3.(4S*).5d""","=""3D*""","=""3""",5,7,,"=""""","=""L3682""",
"=""2180.559""","=""0.0024""","=""2180.559""","=""0.003""","=""10""","=""""","=""""","=""""","=""""",,"=""6.7149958""","=""7.2835849""","=""5p3.(4S*).6p""","=""5P""","=""1""","=""5p3.(4S*).5d""","=""3D*""","=""1""",3,3,,"=""""","=""L3682""",
"=""2256.145""","=""0.003""","=""2256.145""","=""0.004""","=""22""","=""""","=""""","=""""","=""""",,"=""6.7149958""","=""7.2645360""","=""5p3.(4S*).6p""","=""5P""","=""1""","=""5p3.(4S*).5d""","=""3D*""","=""2""",3,5,,"=""""","=""L3682""",
"=""2276.187""","=""0.003""","=""2276.187""","=""0.004""","=""15""","=""""","=""""","=""""","=""""",,"=""6.7198347""","=""7.2645360""","=""5p3.(4S*).6p""","=""5P""","=""2""","=""5p3.(4S*).5d""","=""3D*""","=""2""",5,5,,"=""""","=""L3682""",
"=""2330.130""","=""0.003""","=""2330.130""","=""0.004""","=""10""","=""""","=""""","=""""","=""""",,"=""6.7615210""","=""7.2936124""","=""5p3.(4S*).6p""","=""5P""","=""3""","=""5p3.(4S*).5d""","=""3D*""","=""3""",7,7,,"=""""","=""L3682""",
"=""2398.524""","=""0.003""","=""2398.524""","=""0.004""","=""12""","=""""","=""""","=""""","=""""",,"=""7.9408920""","=""8.4578106""","=""5p3.(4S*).6d""","=""5D*""","=""3""","=""5p3.(4S*).5f""","=""5F""","=""4""",7,9,,"=""""","=""L3682""",
"=""2406.560""","=""0.003""","=""2406.560""","=""0.004""","=""18""","=""""","=""""","=""""","=""""",,"=""7.9427225""","=""8.4579150""","=""5p3.(4S*).6d""","=""5D*""","=""4""","=""5p3.(4S*).5f""","=""5F""","=""5""",9,11,,"=""""","=""L3682""",
"=""2643.583""","=""0.003""","=""""","=""""","=""22""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3682""",
"=""2654.641""","=""0.004""","=""2654.640""","=""0.005""","=""68""","=""""","=""""","=""""","=""""",,"=""7.5795580""","=""8.0466051""","=""5p3.(4S*).7s""","=""3S*""","=""1""","=""5p3.(2D*).6p""","=""3D""","=""2""",3,5,,"=""""","=""L3682""",
"=""2656.098""","=""0.004""","=""""","=""""","=""27""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3682""",
"=""2718.668""","=""0.004""","=""""","=""""","=""18""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3682""",
