property,value,unit,source,source_url,retrieved_at,notes,environment
abundance_crust,9.9e-08,%,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Tellurium,2026-07-24T22:17:53+00:00,Fracción másica aproximada de la compilación; comparar en escala logarítmica.,corteza
geochemical_class,semi-volatile,,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/52/tellurium,2026-07-24T22:17:53+00:00,Clasificación secundaria con bibliografía indicada en los metadatos de Mendeleev.,clasificación
goldschmidt_class,chalcophile,,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/52/tellurium,2026-07-24T22:17:53+00:00,Clasificación secundaria con bibliografía indicada en los metadatos de Mendeleev.,clasificación
