provider,dataset,target_file,source_url,retrieved_at,status,sha256,notes
PubChem,Periodic Table JSON,identity.csv; atomic_properties.csv; physical_properties.csv; chemical_properties.csv; history.csv; photonics_color.csv,https://pubchem.ncbi.nlm.nih.gov/rest/pug/periodictable/JSON,2026-07-10T13:14:56+00:00,ok,ff0f75976583b8a6493b18d0b42e83e1b68bd6e112b45d33578d98494ed5d321,Descarga global dividida por número atómico.
CIAAW,Standard Atomic Weights,atomic_properties.csv,https://www.ciaaw.org/atomic-weights.htm,2026-07-10T13:14:59+00:00,ok,b48282594b1fb01eee3cbc9d469ce5e3483b628157ea1b09ede33e3476895cf2,
IAEA LiveChart,LiveChart ground_states,isotopes.csv,https://nds.iaea.org/relnsd/v1/data?fields=ground_states&nuclides=all,2026-07-10T13:15:02+00:00,ok,8aee5dc431af1e35fcb49746387b83e927b3c300e7787defbda621a08212c795,23 nucleídos asignados al elemento.
NIST ASD,ASD spectral lines,spectra_nist_lines.csv,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=Mg+I&limits_type=0&low_w=&upp_w=&unit=1&submit=Retrieve+Data&de=0&format=2&line_out=0&remove_js=on&en_unit=1&output=0&bibrefs=1&page_size=5000&show_obs_wl=1&show_calc_wl=1&unc_out=1&order_out=0&max_low_enrg=&show_av=3&max_upp_enrg=&tsb_value=0&min_str=&A_out=0&f_out=on&S_out=on&loggf_out=on&intens_out=on&max_str=&allowed_out=1&forbid_out=1&min_accur=&min_intens=&conf_out=on&term_out=on&enrg_out=on&J_out=on&g_out=on,2026-07-10T13:15:56+00:00,ok,e1d34c723c388e3feb128c49e3701891809719d71972c631fc0c6656d6b181cc,"1342 filas; delimitador de origen ','; espectro consultado Mg I."
NIST ASD,ASD energy levels,spectra_nist_levels.csv,https://physics.nist.gov/cgi-bin/ASD/energy1.pl?spectrum=Mg+I&units=0&format=2&output=0&page_size=5000&multiplet_ordered=0&conf_out=on&term_out=on&level_out=on&unc_out=on&j_out=on&g_out=on&lande_out=on&perc_out=on&biblio=on&submit=Retrieve+Data,2026-07-10T13:15:58+00:00,ok,b254c708dd768fc3474ed0dfc8df23ed02055f8134f54567fc622b9371dc182c,"323 filas; delimitador de origen ','; espectro consultado Mg I."
PubChem,PUG View Element,atomic_properties.csv; materials.csv,https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/element/12/JSON/,2026-07-24T20:00:46+00:00,consultado,,"Radios, cristales y alótropos cuando existen anotaciones."
TablaElementos,Scientific phase 2 aggregation,radiation_interaction.csv,,2026-07-24T20:02:08+00:00,ok,,"Rayos X, atenuación, neutrones y exportaciones XPS/Auger consolidados por elemento."
