provider,dataset,target_file,source_url,retrieved_at,status,sha256,notes
PubChem,Periodic Table JSON,identity.csv; atomic_properties.csv; physical_properties.csv; chemical_properties.csv; history.csv; photonics_color.csv,https://pubchem.ncbi.nlm.nih.gov/rest/pug/periodictable/JSON,2026-07-10T13:14:56+00:00,ok,ff0f75976583b8a6493b18d0b42e83e1b68bd6e112b45d33578d98494ed5d321,Descarga global dividida por número atómico.
IAEA LiveChart,LiveChart ground_states,isotopes.csv,https://nds.iaea.org/relnsd/v1/data?fields=ground_states&nuclides=all,2026-07-10T13:15:02+00:00,ok,8aee5dc431af1e35fcb49746387b83e927b3c300e7787defbda621a08212c795,14 nucleídos asignados al elemento.
NIST ASD,ASD spectral lines,spectra_nist_lines.csv,https://physics.nist.gov/cgi-bin/ASD/lines1.pl?spectra=No+I&limits_type=0&low_w=&upp_w=&unit=1&submit=Retrieve+Data&de=0&format=1&line_out=0&remove_js=on&en_unit=1&output=0&bibrefs=1&page_size=5000&show_obs_wl=1&show_calc_wl=1&unc_out=1&order_out=0&max_low_enrg=&show_av=3&max_upp_enrg=&tsb_value=0&min_str=&A_out=0&f_out=on&S_out=on&loggf_out=on&intens_out=on&max_str=&allowed_out=1&forbid_out=1&min_accur=&min_intens=&conf_out=on&term_out=on&enrg_out=on&J_out=on&g_out=on,2026-07-10T13:24:10+00:00,invalid_response,81023d4c2220948cf536a2ac7f50e12d6a2d1a0eba179f21270d5ee94edc3c37,Formato 1: respuesta HTML/JavaScript rechazada (text/html; charset=ISO-8859-1)
NIST ASD,ASD energy levels,spectra_nist_levels.csv,https://physics.nist.gov/cgi-bin/ASD/energy1.pl?spectrum=No+I&units=0&format=2&output=0&page_size=5000&multiplet_ordered=0&conf_out=on&term_out=on&level_out=on&unc_out=on&j_out=on&g_out=on&lande_out=on&perc_out=on&biblio=on&submit=Retrieve+Data,2026-07-10T13:24:12+00:00,ok,95be9c538925a9fe742ce7e14ae7e8a7840ed8b3ab276c2209d20b5557156c40,"2 filas; delimitador de origen ','; espectro consultado No I."
PubChem,PUG View Element,atomic_properties.csv; materials.csv,https://pubchem.ncbi.nlm.nih.gov/rest/pug_view/data/element/102/JSON/,2026-07-24T20:00:46+00:00,consultado,,"Radios, cristales y alótropos cuando existen anotaciones."
