property,value,unit,source,source_url,retrieved_at,notes,environment
abundance_crust,9.9e-13,%,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Protactinium,2026-07-24T22:17:53+00:00,Fracción másica aproximada de la compilación; comparar en escala logarítmica.,corteza
abundance_ocean,2e-23,%,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Protactinium,2026-07-24T22:17:53+00:00,Fracción másica aproximada de la compilación; comparar en escala logarítmica.,océano
geochemical_class,U/Th decay series,,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/91/protactinium,2026-07-24T22:17:53+00:00,Clasificación secundaria con bibliografía indicada en los metadatos de Mendeleev.,clasificación
goldschmidt_class,litophile,,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/91/protactinium,2026-07-24T22:17:53+00:00,Clasificación secundaria con bibliografía indicada en los metadatos de Mendeleev.,clasificación
