property,value,unit,source,source_url,retrieved_at,notes,year,region
relative_supply_risk,9.0,índice 1–10,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/83/bismuth,2026-07-24T22:17:53+00:00,Dato secundario; el precio y los indicadores económicos requieren fecha y mercado para uso profesional.,,global
production_concentration,42.0,%,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/83/bismuth,2026-07-24T22:17:53+00:00,Dato secundario; el precio y los indicadores económicos requieren fecha y mercado para uso profesional.,,global
reserve_distribution,75.0,%,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/83/bismuth,2026-07-24T22:17:53+00:00,Dato secundario; el precio y los indicadores económicos requieren fecha y mercado para uso profesional.,,global
recycling_rate,<10,%,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/83/bismuth,2026-07-24T22:17:53+00:00,Dato secundario; el precio y los indicadores económicos requieren fecha y mercado para uso profesional.,,global
top_3_producers,1) China  2) Mexico  3) Japan,,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/83/bismuth,2026-07-24T22:17:53+00:00,Dato secundario; el precio y los indicadores económicos requieren fecha y mercado para uso profesional.,,global
top_3_reserve_holders,1) China  2) Peru  3) Mexico,,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/83/bismuth,2026-07-24T22:17:53+00:00,Dato secundario; el precio y los indicadores económicos requieren fecha y mercado para uso profesional.,,global
price_per_kg,6.36,USD/kg,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/83/bismuth,2026-07-24T22:17:53+00:00,Dato secundario; el precio y los indicadores económicos requieren fecha y mercado para uso profesional.,,global
uses,Main use is in pharmaceuticals and low melting point alloys used as fuses.,,Mendeleev · commit 580e34010f · compilación secundaria,https://periodic-table.rsc.org/element/83/bismuth,2026-07-24T22:17:53+00:00,Dato secundario; el precio y los indicadores económicos requieren fecha y mercado para uso profesional.,,global
