property,value,unit,source,source_url,retrieved_at,notes,material_id,phase,structure,space_group,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma
crystal_structure,Simple Trigonal,,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,Estructura cristalina de referencia de la compilación.,As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
space_group,R_3m,,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,Número de grupo espacial: 166.,As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
lattice_constants,"375.98, 375.98, 1054.75",pm,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
lattice_angles,"π/2, π/2, 2 π/3",rad,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
thermal_conductivity,50,W/(m·K),Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
electrical_conductivity,3.3,MS/m,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
electrical_resistivity,3e-07,Ω·m,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
electrical_type,Conductor,,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
magnetic_type,diamagnetic,,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
magnetic_susceptibility_mass,-3.9e-09,m³/kg,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
magnetic_susceptibility_molar,-2.92e-10,m³/mol,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
magnetic_susceptibility_volume,-2.23e-05,adimensional,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Arsenic,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",As-reference,elemento puro · condiciones de referencia,Simple Trigonal,R_3m,375.98,375.98,1054.75,π/2,π/2,2 π/3
