obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""""","=""383.667""","=""0.015""","=""""","=""5.18e+05""","=""1.14e-03""","=""2.89e-02""","=""-2.641""",A,"=""1.847818""","=""5.07937""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""383.672""","=""0.015""","=""""","=""1.04e+06""","=""1.15e-03""","=""5.79e-02""","=""-2.339""",A,"=""1.847860""","=""5.07937""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""391.641""","=""391.6401""","=""0.0022""","=""20""","=""4.964e+06""","=""2.283e-02""","=""5.887e-01""","=""-1.3405""",AA,"=""1.847818""","=""5.013587""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",2,4,,"=""T6835LS""","=""L7397""",
"=""391.646""","=""391.6451""","=""0.0022""","=""20*""","=""5.959e+06""","=""2.055e-02""","=""1.060e+00""","=""-1.085""",AA,"=""1.847860""","=""5.013589""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",4,6,,"=""T6835LS""","=""L7397""",
"=""391.646""","=""391.6453""","=""0.0022""","=""20*""","=""9.924e+05""","=""2.282e-03""","=""1.177e-01""","=""-2.040""",AA,"=""1.847860""","=""5.013587""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",4,4,,"=""T6835LS""","=""L7397""",
"=""398.661""","=""398.6608""","=""0.0022""","=""10""","=""8.62e+05""","=""2.05e-03""","=""5.39e-02""","=""-2.386""",A,"=""1.847818""","=""4.957835""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""L7397""",
"=""398.667""","=""398.6662""","=""0.0022""","=""10""","=""1.73e+06""","=""2.06e-03""","=""1.08e-01""","=""-2.08""",A,"=""1.847860""","=""4.957835""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""L7397""",
"=""413.373""","=""413.3723""","=""0.0024""","=""40""","=""9.04e+06""","=""4.63e-02""","=""1.26e+00""","=""-1.03""",A,"=""1.847818""","=""4.847154""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""L7397""",
"=""413.379""","=""413.3779""","=""0.0024""","=""40*""","=""1.09e+07""","=""4.17e-02""","=""2.27e+00""","=""-0.778""",A,"=""1.847860""","=""4.847155""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""L7397""",
"=""413.379""","=""413.3781""","=""0.0024""","=""40*""","=""1.81e+06""","=""4.63e-03""","=""2.52e-01""","=""-1.732""",A,"=""1.847860""","=""4.847154""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""L7397""",
"=""419.7""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
"=""427.427""","=""427.426""","=""0.003""","=""20""","=""1.58e+06""","=""4.34e-03""","=""1.22e-01""","=""-2.06""",A,"=""1.847818""","=""4.748533""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""L7397""",
"=""427.433""","=""427.433""","=""0.003""","=""20""","=""3.17e+06""","=""4.33e-03""","=""2.44e-01""","=""-1.761""",A,"=""1.847860""","=""4.748533""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.5s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""L7397""",
"=""460.412""","=""460.411""","=""0.003""","=""13""","=""1.935e+07""","=""1.230e-01""","=""3.729e+00""","=""-0.6090""",AA,"=""1.847818""","=""4.540720""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4d""","=""2D""","=""3/2""",2,4,,"=""T6620LS""","=""L7397""",
"=""460.418""","=""460.418""","=""0.003""","=""13*""","=""2.322e+07""","=""1.107e-01""","=""6.712e+00""","=""-0.3538""",AA,"=""1.847860""","=""4.540723""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""5/2""",4,6,,"=""T6620LS""","=""L7397""",
"=""460.418""","=""460.418""","=""0.003""","=""13*""","=""3.871e+06""","=""1.230e-02""","=""7.458e-01""","=""-1.3080""",AA,"=""1.847860""","=""4.540720""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",4,4,,"=""T6620LS""","=""L7397""",
"=""476.1""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
"=""497.305""","=""497.305""","=""0.003""","=""8""","=""3.460e+06""","=""1.283e-02""","=""4.200e-01""","=""-1.5908""",AA,"=""1.847818""","=""4.340942""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4s""","=""2S""","=""1/2""",2,2,,"=""T7401LS""","=""L7397""",
"=""497.314""","=""497.313""","=""0.003""","=""8""","=""6.919e+06""","=""1.283e-02""","=""8.400e-01""","=""-1.2898""",AA,"=""1.847860""","=""4.340942""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4s""","=""2S""","=""1/2""",4,2,,"=""T7401LS""","=""L7397""",
"=""527.2""","=""527""","=""4""","=""*""","=""""","=""""","=""""","=""""",,"=""62.773""","=""65.126""","=""1s.2s.3d""","=""4D""","=""7/2""","=""1s.2p.3d""","=""4D*""","=""7/2""",8,8,,"=""""","=""L1235,L3354""",
"=""527.2""","=""527""","=""4""","=""*""","=""""","=""""","=""""","=""""",,"=""62.773""","=""65.126""","=""1s.2s.3d""","=""4D""","=""7/2""","=""1s.2p.3d""","=""4D*""","=""5/2""",8,6,,"=""""","=""L1235,L3354""",
"=""527.2""","=""527""","=""4""","=""*""","=""""","=""""","=""""","=""""",,"=""62.773""","=""65.126""","=""1s.2s.3d""","=""4D""","=""5/2""","=""1s.2p.3d""","=""4D*""","=""7/2""",6,8,,"=""""","=""L1235,L3354""",
"=""527.2""","=""527""","=""4""","=""*""","=""""","=""""","=""""","=""""",,"=""62.773""","=""65.126""","=""1s.2s.3d""","=""4D""","=""5/2""","=""1s.2p.3d""","=""4D*""","=""5/2""",6,6,,"=""""","=""L1235,L3354""",
"=""527.2""","=""527""","=""4""","=""*""","=""""","=""""","=""""","=""""",,"=""62.773""","=""65.126""","=""1s.2s.3d""","=""4D""","=""5/2""","=""1s.2p.3d""","=""4D*""","=""3/2""",6,4,,"=""""","=""L1235,L3354""",
"=""527.2""","=""527""","=""4""","=""*""","=""""","=""""","=""""","=""""",,"=""62.773""","=""65.126""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2p.3d""","=""4D*""","=""5/2""",4,6,,"=""""","=""L1235,L3354""",
"=""527.2""","=""527""","=""4""","=""*""","=""""","=""""","=""""","=""""",,"=""62.773""","=""65.126""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2p.3d""","=""4D*""","=""3/2""",4,4,,"=""""","=""L1235,L3354""",
"=""527.2""","=""527""","=""4""","=""*""","=""""","=""""","=""""","=""""",,"=""62.773""","=""65.126""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2p.3d""","=""4D*""","=""1/2""",4,2,,"=""""","=""L1235,L3354""",
"=""527.2""","=""527""","=""4""","=""*""","=""""","=""""","=""""","=""""",,"=""62.773""","=""65.126""","=""1s.2s.3d""","=""4D""","=""1/2""","=""1s.2p.3d""","=""4D*""","=""3/2""",2,4,,"=""""","=""L1235,L3354""",
"=""527.2""","=""527""","=""4""","=""*""","=""""","=""""","=""""","=""""",,"=""62.773""","=""65.126""","=""1s.2s.3d""","=""4D""","=""1/2""","=""1s.2p.3d""","=""4D*""","=""1/2""",2,2,,"=""""","=""L1235,L3354""",
"=""531.6""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
"=""539.6""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
"=""544.2""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L1614""",
"=""610.523""","=""610.522""","=""0.005""","=""320""","=""5.7138e+07""","=""6.3858e-01""","=""2.5670e+01""","=""0.10625""",AAA,"=""1.847818""","=""3.878608""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.3d""","=""2D""","=""3/2""",2,4,,"=""T6505LS""","=""L7397""",
"=""""","=""610.533""","=""0.005""","=""""","=""6.8562e+07""","=""5.7472e-01""","=""4.6206e+01""","=""0.36151""",AAA,"=""1.847860""","=""3.878613""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""5/2""",4,6,,"=""T6505LS""","=""""",
"=""610.534""","=""610.535""","=""0.005""","=""320""","=""1.1427e+07""","=""6.3856e-02""","=""5.1339e+00""","=""-0.59274""",AAA,"=""1.847860""","=""3.878608""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""3/2""",4,4,,"=""T6505LS""","=""L7397""",
"=""670.961""","=""670.961""","=""0.006""","=""3600""","=""3.6891e+07""","=""4.9797e-01""","=""2.1999e+01""","=""-0.00177""",AAA,"=""0.000000""","=""1.847860""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.2p""","=""2P*""","=""3/2""",2,4,,"=""T6505LS""","=""L7397""",
"=""670.976""","=""670.976""","=""0.006""","=""3600""","=""3.6890e+07""","=""2.4899e-01""","=""1.1000e+01""","=""-0.3028""",AAA,"=""0.000000""","=""1.847818""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.2p""","=""2P*""","=""1/2""",2,2,,"=""T6505LS""","=""L7397""",
"=""""","=""687.497""","=""0.007""","=""""","=""2.78e+04""","=""1.97e-04""","=""8.93e-03""","=""-3.404""",B,"=""3.373129""","=""5.176542""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""687.497""","=""0.007""","=""""","=""2.79e+04""","=""3.95e-04""","=""1.79e-02""","=""-3.102""",B,"=""3.373129""","=""5.176542""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""713.713""","=""0.007""","=""""","=""3.59e+04""","=""2.75e-04""","=""1.29e-02""","=""-3.26""",B,"=""3.373129""","=""5.110300""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""713.713""","=""0.007""","=""""","=""3.61e+04""","=""5.51e-04""","=""2.59e-02""","=""-2.958""",B,"=""3.373129""","=""5.110300""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""758.454""","=""0.008""","=""""","=""4.37e+04""","=""3.76e-04""","=""1.88e-02""","=""-3.123""",B,"=""3.373129""","=""5.007826""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""758.454""","=""0.008""","=""""","=""4.38e+04""","=""7.55e-04""","=""3.77e-02""","=""-2.821""",B,"=""3.373129""","=""5.007826""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""812.846""","=""812.846""","=""0.009""","=""48""","=""1.1156e+07""","=""1.1050e-01""","=""5.9142e+00""","=""-0.65559""",AAA,"=""1.847818""","=""3.373129""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.3s""","=""2S""","=""1/2""",2,2,,"=""T7401LS""","=""L7397""",
"=""812.868""","=""812.868""","=""0.009""","=""48""","=""2.2309e+07""","=""1.1050e-01""","=""1.1828e+01""","=""-0.3546""",AAA,"=""1.847860""","=""3.373129""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3s""","=""2S""","=""1/2""",4,2,,"=""T7401LS""","=""L7397""",
"=""""","=""846.780""","=""0.010""","=""""","=""4.04e+04""","=""4.34e-04""","=""2.42e-02""","=""-3.061""",B,"=""3.373129""","=""4.837313""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""846.780""","=""0.010""","=""""","=""4.04e+04""","=""8.68e-04""","=""4.84e-02""","=""-2.760""",B,"=""3.373129""","=""4.837313""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.5p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""922.01""","=""0.09""","=""""","=""6.72e+05""","=""1.71e-02""","=""1.04e+00""","=""-1.47""",A,"=""3.834258""","=""5.17898""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""922.01""","=""0.09""","=""""","=""1.35e+05""","=""1.72e-03""","=""2.09e-01""","=""-2.162""",A,"=""3.834258""","=""5.17898""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""922.01""","=""0.09""","=""""","=""8.10e+05""","=""1.55e-02""","=""1.88e+00""","=""-1.208""",A,"=""3.834258""","=""5.17898""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""937.93""","=""0.09""","=""""","=""1.84e+05""","=""2.43e-03""","=""1.50e-01""","=""-2.314""",B,"=""3.834258""","=""5.15614""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.8s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""937.93""","=""0.09""","=""""","=""3.70e+05""","=""2.44e-03""","=""3.01e-01""","=""-2.011""",B,"=""3.834258""","=""5.15614""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.8s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""955.242""","=""0.013""","=""""","=""4.57e+03""","=""6.25e-05""","=""7.86e-03""","=""-3.602""",B,"=""3.878608""","=""5.176542""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""955.242""","=""0.013""","=""""","=""4.57e+04""","=""3.12e-04""","=""3.93e-02""","=""-2.903""",B,"=""3.878608""","=""5.176542""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""955.246""","=""0.013""","=""""","=""4.11e+04""","=""3.75e-04""","=""7.07e-02""","=""-2.648""",B,"=""3.878613""","=""5.176542""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.8p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
"=""""","=""968.89""","=""0.09""","=""""","=""2.04e+05""","=""2.87e-03""","=""3.66e-01""","=""-1.940""",A,"=""3.834258""","=""5.11391""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""968.89""","=""0.09""","=""""","=""1.23e+06""","=""2.59e-02""","=""3.30e+00""","=""-0.985""",A,"=""3.834258""","=""5.11391""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""968.89""","=""0.09""","=""""","=""1.02e+06""","=""2.87e-02""","=""1.83e+00""","=""-1.241""",A,"=""3.834258""","=""5.11391""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""995.77""","=""0.10""","=""""","=""2.87e+05""","=""4.27e-03""","=""2.80e-01""","=""-2.068""",B,"=""3.834258""","=""5.07937""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.7s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""995.77""","=""0.10""","=""""","=""5.75e+05""","=""4.27e-03""","=""5.60e-01""","=""-1.767""",B,"=""3.834258""","=""5.07937""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.7s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""1006.616""","=""0.014""","=""""","=""7.10e+03""","=""1.08e-04""","=""1.43e-02""","=""-3.365""",A,"=""3.878608""","=""5.110300""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""1006.616""","=""0.014""","=""""","=""7.09e+04""","=""5.39e-04""","=""7.14e-02""","=""-2.667""",A,"=""3.878608""","=""5.110300""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""1006.621""","=""0.014""","=""""","=""6.36e+04""","=""6.44e-04""","=""1.28e-01""","=""-2.41""",A,"=""3.878613""","=""5.110300""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.7p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
"=""""","=""1051.310""","=""0.016""","=""""","=""1.97e+06""","=""4.90e-02""","=""6.78e+00""","=""-0.708""",A,"=""3.834258""","=""5.013589""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""""",
"=""""","=""1051.311""","=""0.016""","=""""","=""3.28e+05""","=""5.44e-03""","=""7.53e-01""","=""-1.662""",A,"=""3.834258""","=""5.013587""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""1051.311""","=""0.016""","=""""","=""1.64e+06""","=""5.45e-02""","=""3.77e+00""","=""-0.963""",A,"=""3.834258""","=""5.013587""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""1079.514""","=""0.016""","=""""","=""6.9e+02""","=""1.2e-05""","=""8.6e-04""","=""-4.62""",D,"=""3.373129""","=""4.521648""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""1/2""",2,2,,"=""T6620,T5118,LS""","=""""",
"=""""","=""1079.514""","=""0.016""","=""""","=""6.8e+02""","=""2.4e-05""","=""1.7e-03""","=""-4.32""",D,"=""3.373129""","=""4.521648""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.4p""","=""2P*""","=""3/2""",2,4,,"=""T6620,T5118,LS""","=""""",
"=""""","=""1097.965""","=""0.017""","=""""","=""1.19e+04""","=""2.15e-04""","=""3.11e-02""","=""-3.065""",A,"=""3.878608""","=""5.007826""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""1097.965""","=""0.017""","=""""","=""1.19e+05""","=""1.07e-03""","=""1.55e-01""","=""-2.368""",A,"=""3.878608""","=""5.007826""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""1097.970""","=""0.017""","=""""","=""1.07e+05""","=""1.29e-03""","=""2.80e-01""","=""-2.111""",A,"=""3.878613""","=""5.007826""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.6p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
"=""""","=""1103.477""","=""0.017""","=""""","=""4.86e+05""","=""8.88e-03""","=""6.45e-01""","=""-1.751""",A,"=""3.834258""","=""4.957835""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.6s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""1103.477""","=""0.017""","=""""","=""9.73e+05""","=""8.88e-03""","=""1.29e+00""","=""-1.45""",A,"=""3.834258""","=""4.957835""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.6s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""1223.5""","=""1224.056""","=""0.021""","=""*""","=""3.48e+06""","=""1.17e-01""","=""1.89e+01""","=""-0.329""",A,"=""3.834258""","=""4.847155""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""5/2""",4,6,,"=""T5118LS""","=""L7397""",
"=""1223.5""","=""1224.058""","=""0.021""","=""*""","=""5.81e+05""","=""1.30e-02""","=""2.10e+00""","=""-1.283""",A,"=""3.834258""","=""4.847154""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.5d""","=""2D""","=""3/2""",4,4,,"=""T5118LS""","=""L7397""",
"=""1223.5""","=""1224.058""","=""0.021""","=""*""","=""2.90e+06""","=""1.30e-01""","=""1.05e+01""","=""-0.58""",A,"=""3.834258""","=""4.847154""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.5d""","=""2D""","=""3/2""",2,4,,"=""T5118LS""","=""L7397""",
"=""1278.5""","=""1278.54""","=""0.16""","=""*""","=""4.274e+06""","=""1.571e-01""","=""2.645e+01""","=""-0.2018""",AA,"=""3.878608""","=""4.84834""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.5f""","=""2F*""","=""5/2""",4,6,,"=""T7409LS""","=""L7397""",
"=""1278.5""","=""1278.55""","=""0.16""","=""*""","=""4.578e+06""","=""1.496e-01""","=""3.778e+01""","=""-0.0469""",AA,"=""3.878613""","=""4.84834""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.5f""","=""2F*""","=""7/2""",6,8,,"=""T7409LS""","=""L7397""",
"=""1278.5""","=""1278.55""","=""0.16""","=""*""","=""3.052e+05""","=""7.480e-03""","=""1.889e+00""","=""-1.3480""",AA,"=""3.878613""","=""4.84834""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.5f""","=""2F*""","=""5/2""",6,6,,"=""T7409LS""","=""L7397""",
"=""""","=""1293.246""","=""0.024""","=""""","=""2.28e+04""","=""5.72e-04""","=""9.74e-02""","=""-2.641""",A,"=""3.878608""","=""4.837313""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.5p""","=""2P*""","=""3/2""",4,4,,"=""T5118LS""","=""""",
"=""""","=""1293.246""","=""0.024""","=""""","=""2.28e+05""","=""2.86e-03""","=""4.87e-01""","=""-1.942""",A,"=""3.878608""","=""4.837313""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.5p""","=""2P*""","=""1/2""",4,2,,"=""T5118LS""","=""""",
"=""""","=""1293.253""","=""0.024""","=""""","=""2.05e+05""","=""3.43e-03""","=""8.76e-01""","=""-1.687""",A,"=""3.878613""","=""4.837313""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.5p""","=""2P*""","=""3/2""",6,4,,"=""T5118LS""","=""""",
"=""1357.0""","=""1356.09""","=""0.03""","=""*""","=""1.89e+06""","=""2.60e-02""","=""4.65e+00""","=""-0.983""",A,"=""3.834258""","=""4.748533""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.5s""","=""2S""","=""1/2""",4,2,,"=""T5118LS""","=""L7397""",
"=""1357.0""","=""1356.09""","=""0.03""","=""*""","=""9.41e+05""","=""2.60e-02""","=""2.32e+00""","=""-1.285""",A,"=""3.834258""","=""4.748533""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.5s""","=""2S""","=""1/2""",2,2,,"=""T5118LS""","=""L7397""",
"=""""","=""1483.77""","=""0.03""","=""""","=""4.40e+03""","=""1.45e-04""","=""1.42e-02""","=""-3.537""",B,"=""4.340942""","=""5.176542""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""1483.77""","=""0.03""","=""""","=""4.40e+03""","=""2.91e-04""","=""2.84e-02""","=""-3.236""",B,"=""4.340942""","=""5.176542""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""""","=""1611.53""","=""0.04""","=""""","=""4.16e+03""","=""1.62e-04""","=""1.72e-02""","=""-3.489""",B,"=""4.340942""","=""5.110300""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""1611.53""","=""0.04""","=""""","=""4.15e+03""","=""3.23e-04""","=""3.43e-02""","=""-3.189""",B,"=""4.340942""","=""5.110300""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""1755.7""","=""1755.00""","=""0.04""","=""*""","=""6.783e+06""","=""4.702e-01""","=""1.087e+02""","=""0.274""",AA,"=""3.834258""","=""4.540723""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""5/2""",4,6,,"=""T6620LS""","=""L7397""",
"=""1755.7""","=""1755.00""","=""0.04""","=""*""","=""5.652e+06""","=""5.224e-01""","=""6.039e+01""","=""0.0190""",AA,"=""3.834258""","=""4.540720""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.4d""","=""2D""","=""3/2""",2,4,,"=""T6620LS""","=""L7397""",
"=""1755.7""","=""1755.00""","=""0.04""","=""*""","=""1.131e+06""","=""5.225e-02""","=""1.208e+01""","=""-0.680""",AA,"=""3.834258""","=""4.540720""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",4,4,,"=""T6620LS""","=""L7397""",
"=""""","=""1859.16""","=""0.05""","=""""","=""1.88e+03""","=""9.72e-05""","=""1.19e-02""","=""-3.71""",B,"=""4.340942""","=""5.007826""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
"=""""","=""1859.16""","=""0.05""","=""""","=""1.87e+03""","=""1.94e-04""","=""2.37e-02""","=""-3.412""",B,"=""4.340942""","=""5.007826""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
"=""1870.2""","=""1870.2""","=""0.4""","=""*""","=""1.383e+07""","=""9.669e-01""","=""3.572e+02""","=""0.7635""",AA,"=""3.878613""","=""4.54157""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.4f""","=""2F*""","=""7/2""",6,8,,"=""T7409LS""","=""L7397""",
"=""1870.2""","=""1870.2""","=""0.4""","=""*""","=""9.220e+05""","=""4.835e-02""","=""1.786e+01""","=""-0.5375""",AA,"=""3.878613""","=""4.54157""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.4f""","=""2F*""","=""5/2""",6,6,,"=""T7409LS""","=""L7397""",
