obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),Type,tp_ref,line_ref,column_14
"=""355.090""","=""""","=""240""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""355.230""","=""""","=""160""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""355.467""","=""""","=""160""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""355.996""","=""""","=""160""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""356.925""","=""""","=""160""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""357.128""","=""""","=""240""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""358.014""","=""""","=""360""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""358.199""","=""""","=""650""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""358.404""","=""""","=""810""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""359.742""","=""""","=""160""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""361.152""","=""""","=""160""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""361.811""","=""""","=""320""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""362.249""","=""""","=""160""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""362.694""","=""""","=""160""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""363.810""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""363.888""","=""""","=""810""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""365.301""","=""""","=""440""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""367.083""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""367.158""","=""""","=""320""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""369.055""","=""""","=""860c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""369.253""","=""""","=""1500c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""369.876""","=""""","=""100""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""370.429""","=""""","=""520""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""370.607""","=""""","=""100""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""371.099""","=""""","=""240""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""371.834""","=""""","=""360c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""372.682""","=""""","=""4000""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""373.293""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""373.334""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""373.607""","=""""","=""240c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""373.637""","=""""","=""810""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""374.116""","=""""","=""910""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""374.147""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""374.650""","=""""","=""300c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""376.755""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""376.933""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""377.873""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""378.860""","=""""","=""700""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""379.767""","=""""","=""160""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""379.867""","=""""","=""160""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""380.882""","=""""","=""190""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""381.674""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""383.739""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""387.104""","=""""","=""240""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""387.636""","=""""","=""240""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""387.796""","=""""","=""240""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""390.932""","=""""","=""100""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""391.503""","=""""","=""130""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""391.838""","=""""","=""380c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""393.096""","=""""","=""550""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""393.801""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""394.584""","=""""","=""110""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""394.703""","=""""","=""180""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""396.216""","=""""","=""280""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""396.360""","=""""","=""350c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""400.606""","=""""","=""100""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""402.410""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""402.445""","=""""","=""100""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""403.077""","=""""","=""110c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""403.445""","=""""","=""220""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""403.863""","=""""","=""110""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""405.013""","=""""","=""200""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""408.258""","=""""","=""240""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""410.558""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""411.205""","=""""","=""240c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""412.280""","=""""","=""190""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""413.459""","=""""","=""240c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""413.762""","=""""","=""1800""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""414.553""","=""""","=""700""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""415.113""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""417.158""","=""""","=""160""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""418.408""","=""""","=""220""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""418.424""","=""""","=""220""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""422.227""","=""""","=""650""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""422.865""","=""""","=""3600c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""424.258""","=""""","=""150""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""425.880""","=""""","=""260c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""429.238""","=""""","=""120c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""430.561""","=""""","=""200""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""433.347""","=""""","=""200""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""435.992""","=""""","=""380""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""436.881""","=""""","=""190""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""439.257""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""439.561""","=""""","=""360c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""440.764""","=""""","=""110c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""441.706""","=""""","=""180""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""447.634""","=""""","=""150""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""447.965""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""450.830""","=""""","=""120c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""451.458""","=""""","=""2600""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""451.791""","=""""","=""260""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""452.400""","=""""","=""500""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""452.515""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""453.122""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""454.644""","=""""","=""100""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""458.196""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""460.702""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""462.267""","=""""","=""100""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""479.276""","=""""","=""190c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""489.051""","=""""","=""2200c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""492.527""","=""""","=""220""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""505.997""","=""""","=""40""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""509.792""","=""""","=""70""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""512.175""","=""""","=""20""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""516.309""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""518.033""","=""""","=""40c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""518.318""","=""""","=""20""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""523.577""","=""""","=""35""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""525.032""","=""""","=""50""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""527.242""","=""""","=""1300""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""527.703""","=""""","=""1600c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""527.971""","=""""","=""100""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""530.704""","=""""","=""30""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""531.876""","=""""","=""20""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""532.276""","=""""","=""35""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""532.894""","=""""","=""50""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""533.338""","=""""","=""20""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""533.424""","=""""","=""20""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""533.533""","=""""","=""20""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""537.097""","=""""","=""35""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""537.129""","=""""","=""50c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""537.860""","=""""","=""100c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""543.341""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""543.854""","=""""","=""14""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""544.943""","=""""","=""14""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""546.216""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""552.158""","=""""","=""14w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""552.263""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""553.422""","=""""","=""50c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""556.478""","=""""","=""50c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""557.502""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""558.627""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""560.877""","=""""","=""10w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""561.383""","=""""","=""12w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""566.945""","=""""","=""100""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""571.301""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""571.854""","=""""","=""18""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""575.453""","=""""","=""110c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""577.843""","=""""","=""110c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""579.321""","=""""","=""18""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""581.753""","=""""","=""10c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""583.593""","=""""","=""550""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""592.150""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""594.489""","=""""","=""60""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""595.186""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""597.142""","=""""","=""18w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""599.165""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""599.739""","=""""","=""18w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""611.591""","=""""","=""30""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""614.751""","=""""","=""35c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""614.852""","=""""","=""50""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""620.496""","=""""","=""18""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""621.969""","=""""","=""25""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""623.114""","=""""","=""30c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""624.497""","=""""","=""35c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""626.175""","=""""","=""35bl""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""626.197""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""627.310""","=""""","=""18c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""628.050""","=""""","=""18""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""628.815""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""630.516""","=""""","=""10""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""630.944""","=""""","=""200""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""632.365""","=""""","=""200""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""635.251""","=""""","=""80bl""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""638.470""","=""""","=""16w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""641.324""","=""""","=""14""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""651.327""","=""""","=""50""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""651.705""","=""""","=""14""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""654.672""","=""""","=""12""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""657.893""","=""""","=""35c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""659.434""","=""""","=""40c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""660.701""","=""""","=""100c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""662.574""","=""""","=""30c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""663.908""","=""""","=""10c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""665.423""","=""""","=""27c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""668.513""","=""""","=""15w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""671.315""","=""""","=""9c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""675.308""","=""""","=""30""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""676.306""","=""""","=""5c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""681.529""","=""""","=""180c""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""683.178""","=""""","=""260""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""697.345""","=""""","=""85""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""700.856""","=""""","=""35c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""702.609""","=""""","=""65c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""724.867""","=""""","=""65c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""729.473""","=""""","=""13c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""758.082""","=""""","=""40c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""761.399""","=""""","=""13""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""762.235""","=""""","=""7c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""764.304""","=""""","=""50c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""791.512""","=""""","=""65c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""798.297""","=""""","=""35c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""841.944""","=""""","=""40""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
"=""853.007""","=""""","=""29c,w""","=""""","=""""","=""""","=""""",,"=""""","=""""",,"=""""","=""L3475""",
