obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""""","=""""","=""1125.96""","=""0.06""","=""""","=""1.10e+05""","=""1.26e-03""","=""2.33e-01""","=""-2.202""",C,"=""7.98810393""","=""[9.08924]""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.8p""","=""1P*""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1126.030""","=""0.009""","=""""","=""1.43e+04""","=""1.63e-04""","=""3.03e-02""","=""-3.088""",C,"=""7.98810393""","=""9.089177""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.8p""","=""3P*""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1149.917""","=""0.009""","=""""","=""1.47e+02""","=""4.08e-06""","=""7.72e-04""","=""-4.691""",B,"=""7.693683""","=""8.771885""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.5f""","=""1F*""","=""3""",5,7,,"=""u28""","=""""",
"=""1149.954""","=""0.002""","=""1149.954""","=""0.003""","=""7*""","=""9.03e+05""","=""1.79e-02""","=""3.39e+00""","=""-1.048""",B,"=""7.693683""","=""8.771850""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.5f""","=""3F*""","=""2""",5,5,,"=""u28""","=""L483""",
"=""1149.954""","=""0.002""","=""1149.954""","=""0.003""","=""7*""","=""6.45e+05""","=""1.28e-02""","=""3.39e+00""","=""-1.048""",B,"=""7.693683""","=""8.771850""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.5f""","=""3F*""","=""3""",7,7,,"=""u28""","=""L483""",
"=""1149.954""","=""0.002""","=""1149.954""","=""0.003""","=""7*""","=""5.18e+06""","=""1.44e-01""","=""2.72e+01""","=""-0.144""",B,"=""7.693683""","=""8.771850""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.5f""","=""3F*""","=""3""",5,7,,"=""u28""","=""L483""",
"=""1149.954""","=""0.002""","=""1149.954""","=""0.003""","=""7*""","=""4.88e+06""","=""1.61e-01""","=""1.83e+01""","=""-0.316""",B,"=""7.6936830""","=""8.771850""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.5f""","=""3F*""","=""2""",3,5,,"=""u28""","=""L483""",
"=""1149.954""","=""0.002""","=""1149.954""","=""0.003""","=""7*""","=""2.58e+04""","=""3.66e-04""","=""9.70e-02""","=""-2.591""",B,"=""7.693683""","=""8.771850""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.5f""","=""3F*""","=""2""",7,5,,"=""u28""","=""L483""",
"=""1149.954""","=""0.002""","=""1149.96""","=""0.15""","=""7*""","=""""","=""""","=""""","=""""",,"=""7.693683""","=""8.77184""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.5f""","=""3F*""","=""4""",7,9,,"=""""","=""L483""",
"=""""","=""""","=""1163.668""","=""0.009""","=""""","=""5.14e+05""","=""1.74e-02""","=""2.00e+00""","=""-1.282""",C,"=""7.4622919""","=""8.527752""","=""1s2.2s.3p""","=""1P*""","=""1""","=""1s2.2s.4d""","=""1D""","=""2""",3,5,,"=""u28""","=""""",
"=""""","=""""","=""1176.005""","=""0.008""","=""""","=""4.04e+04""","=""1.17e-03""","=""2.27e-01""","=""-2.232""",B,"=""7.98810393""","=""9.042387""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.7f""","=""1F*""","=""3""",5,7,,"=""u28""","=""""",
"=""""","=""""","=""1180.09""","=""0.07""","=""""","=""3.6e+04""","=""2.2e-03""","=""8.7e-02""","=""-2.65""",C,"=""8.089403""","=""[9.14004]""","=""1s2.2s.4s""","=""1S""","=""0""","=""1s2.2s.9p""","=""1P*""","=""1""",1,3,,"=""u28""","=""""",
"=""""","=""""","=""1208.69""","=""0.07""","=""""","=""1.87e+05""","=""2.46e-03""","=""4.90e-01""","=""-1.910""",C,"=""7.98810393""","=""[9.01387]""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.7p""","=""1P*""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1240.04""","=""0.08""","=""""","=""3.93e+04""","=""2.72e-03""","=""1.11e-01""","=""-2.57""",C,"=""8.089403""","=""[9.08924]""","=""1s2.2s.4s""","=""1S""","=""0""","=""1s2.2s.8p""","=""1P*""","=""1""",1,3,,"=""u28""","=""""",
"=""""","=""""","=""1240.122""","=""0.011""","=""""","=""5.10e+03""","=""3.53e-04""","=""1.44e-02""","=""-3.453""",C,"=""8.089403""","=""9.089177""","=""1s2.2s.4s""","=""1S""","=""0""","=""1s2.2s.8p""","=""3P*""","=""1""",1,3,,"=""u28""","=""""",
"=""""","=""""","=""1248.181""","=""0.023""","=""""","=""2.02e+05""","=""4.71e-03""","=""5.81e-01""","=""-1.850""",B,"=""7.6936830""","=""[8.687002]""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.5p""","=""3P*""","=""1""",3,3,,"=""u28""","=""""",
"=""""","=""""","=""1248.181""","=""0.017""","=""""","=""8.07e+05""","=""6.29e-03""","=""7.75e-01""","=""-1.724""",B,"=""7.6936830""","=""[8.687002]""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.5p""","=""3P*""","=""0""",3,1,,"=""u28""","=""""",
"=""""","=""""","=""1248.181""","=""0.023""","=""""","=""8.06e+03""","=""3.14e-04""","=""3.87e-02""","=""-3.026""",B,"=""7.6936830""","=""[8.687002]""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.5p""","=""3P*""","=""2""",3,5,,"=""u28""","=""""",
"=""""","=""""","=""1248.181""","=""0.023""","=""""","=""1.21e+05""","=""2.82e-03""","=""5.80e-01""","=""-1.850""",B,"=""7.693683""","=""[8.687002]""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.5p""","=""3P*""","=""2""",5,5,,"=""u28""","=""""",
"=""""","=""""","=""1248.181""","=""0.023""","=""""","=""6.04e+05""","=""8.47e-03""","=""1.74e+00""","=""-1.373""",B,"=""7.693683""","=""[8.687002]""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.5p""","=""3P*""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1248.181""","=""0.023""","=""""","=""6.77e+05""","=""1.13e-02""","=""3.25e+00""","=""-1.102""",B,"=""7.693683""","=""[8.687002]""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.5p""","=""3P*""","=""2""",7,5,,"=""u28""","=""""",
"=""""","=""""","=""1301.516""","=""0.008""","=""""","=""1.48e+05""","=""5.27e-03""","=""1.13e+00""","=""-1.58""",B,"=""7.98810393""","=""8.940718""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.6f""","=""1F*""","=""3""",5,7,,"=""u28""","=""""",
"=""""","=""""","=""1341.14""","=""0.09""","=""""","=""5.15e+04""","=""4.17e-03""","=""1.84e-01""","=""-2.380""",C,"=""8.089403""","=""[9.01387]""","=""1s2.2s.4s""","=""1S""","=""0""","=""1s2.2s.7p""","=""1P*""","=""1""",1,3,,"=""u28""","=""""",
"=""""","=""""","=""1366.537""","=""0.011""","=""""","=""3.02e+05""","=""5.07e-03""","=""1.14e+00""","=""-1.60""",C,"=""7.98810393""","=""8.895391""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.6p""","=""1P*""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1384.241""","=""0.006""","=""""","=""1.7e+04""","=""4.8e-04""","=""6.6e-02""","=""-2.84""",D,"=""7.997785""","=""8.893468""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.6p""","=""3P*""","=""1""",3,3,,"=""u28""","=""""",
"=""""","=""""","=""1384.241""","=""0.006""","=""""","=""1.7e+04""","=""8.0e-04""","=""1.1e-01""","=""-2.6""",D,"=""7.997785""","=""8.893468""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.6p""","=""3P*""","=""2""",3,5,,"=""u28""","=""""",
"=""""","=""""","=""1384.245""","=""0.010""","=""""","=""1.7e+04""","=""1.6e-04""","=""2.2e-02""","=""-3.32""",D,"=""7.997785""","=""8.893466""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.6p""","=""3P*""","=""0""",3,1,,"=""u28""","=""""",
"=""""","=""""","=""1430.3""","=""0.4""","=""""","=""1.77e+05""","=""7.60e-03""","=""1.79e+00""","=""-1.420""",B,"=""8.283619""","=""9.15048""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.9d""","=""3D""","=""3""",5,7,,"=""u28""","=""""",
"=""""","=""""","=""1430.6""","=""0.5""","=""""","=""1.33e+05""","=""6.78e-03""","=""9.58e-01""","=""-1.692""",B,"=""8.283619""","=""9.1503""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2s.9d""","=""3D""","=""2""",3,5,,"=""u28""","=""""",
"=""""","=""""","=""1430.6""","=""0.5""","=""""","=""4.43e+04""","=""1.36e-03""","=""3.20e-01""","=""-2.168""",B,"=""8.283619""","=""9.1503""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.9d""","=""3D""","=""2""",5,5,,"=""u28""","=""""",
"=""""","=""""","=""1430.8""","=""0.6""","=""""","=""7.36e+04""","=""2.26e-03""","=""3.19e-01""","=""-2.169""",B,"=""8.283619""","=""9.1502""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2s.9d""","=""3D""","=""1""",3,3,,"=""u28""","=""""",
"=""""","=""""","=""1430.8""","=""0.6""","=""""","=""9.81e+04""","=""9.02e-03""","=""4.25e-01""","=""-2.045""",B,"=""8.283619""","=""9.1502""","=""1s2.2s.4p""","=""3P*""","=""0""","=""1s2.2s.9d""","=""3D""","=""1""",1,3,,"=""u28""","=""""",
"=""""","=""""","=""1430.8""","=""0.6""","=""""","=""4.91e+03""","=""9.05e-05""","=""2.13e-02""","=""-3.345""",B,"=""8.283619""","=""9.1502""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.9d""","=""3D""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1463.668""","=""0.019""","=""""","=""3.04e+04""","=""1.63e-03""","=""2.35e-01""","=""-2.312""",B,"=""8.311256""","=""9.158335""","=""1s2.2s.4p""","=""1P*""","=""1""","=""1s2.2s.9d""","=""1D""","=""2""",3,5,,"=""u28""","=""""",
"=""1464.792""","=""0.005""","=""1464.795""","=""0.003""","=""13""","=""1.17e+07""","=""6.26e-01""","=""9.05e+01""","=""0.273""",B,"=""6.457214""","=""7.303641""","=""1s2.2s.3s""","=""3S""","=""1""","=""1s2.2s.3p""","=""3P*""","=""2""",3,5,,"=""T7096c74""","=""L4743""",
"=""1464.875""","=""0.005""","=""1464.873""","=""0.003""","=""11*""","=""1.17e+07""","=""3.75e-01""","=""5.43e+01""","=""0.052""",B,"=""6.457214""","=""7.303596""","=""1s2.2s.3s""","=""3S""","=""1""","=""1s2.2s.3p""","=""3P*""","=""1""",3,3,,"=""T7096c74""","=""L4743""",
"=""1464.875""","=""0.005""","=""1464.873""","=""0.003""","=""11*""","=""1.17e+07""","=""1.25e-01""","=""1.81e+01""","=""-0.426""",B,"=""6.457214""","=""7.303596""","=""1s2.2s.3s""","=""3S""","=""1""","=""1s2.2s.3p""","=""3P*""","=""0""",3,1,,"=""T7096c74""","=""L4743""",
"=""""","=""""","=""1511.14""","=""0.04""","=""""","=""6.69e+03""","=""1.37e-04""","=""3.42e-02""","=""-3.163""",B,"=""8.283619""","=""9.104089""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1511.14""","=""0.03""","=""""","=""6.02e+04""","=""2.06e-03""","=""5.13e-01""","=""-1.987""",B,"=""8.283619""","=""9.104088""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""2""",5,5,,"=""u28""","=""""",
"=""""","=""""","=""1511.14""","=""0.03""","=""""","=""1.81e+05""","=""1.03e-02""","=""1.54e+00""","=""-1.509""",B,"=""8.283619""","=""9.104088""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2s.8d""","=""3D""","=""2""",3,5,,"=""u28""","=""""",
"=""""","=""""","=""1511.14""","=""0.04""","=""""","=""1.00e+05""","=""3.44e-03""","=""5.13e-01""","=""-1.987""",B,"=""8.283619""","=""9.104089""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2s.8d""","=""3D""","=""1""",3,3,,"=""u28""","=""""",
"=""""","=""""","=""1511.14""","=""0.05""","=""""","=""1.34e+05""","=""1.37e-02""","=""6.83e-01""","=""-1.862""",B,"=""8.283619""","=""9.104089""","=""1s2.2s.4p""","=""3P*""","=""0""","=""1s2.2s.8d""","=""3D""","=""1""",1,3,,"=""u28""","=""""",
"=""""","=""""","=""1511.16""","=""0.03""","=""""","=""2.42e+05""","=""1.16e-02""","=""2.88e+00""","=""-1.237""",B,"=""8.283619""","=""9.104078""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.8d""","=""3D""","=""3""",5,7,,"=""u28""","=""""",
"=""""","=""""","=""1521.19""","=""0.07""","=""""","=""3.14e+05""","=""3.63e-03""","=""5.46e-01""","=""-1.962""",B,"=""8.311256""","=""9.12630""","=""1s2.2s.4p""","=""1P*""","=""1""","=""1s2.2s.9s""","=""1S""","=""0""",3,1,,"=""u28""","=""""",
"=""""","=""""","=""1538.288""","=""0.014""","=""""","=""4.77e+04""","=""5.07e-03""","=""2.57e-01""","=""-2.295""",C,"=""8.089403""","=""8.895391""","=""1s2.2s.4s""","=""1S""","=""0""","=""1s2.2s.6p""","=""1P*""","=""1""",1,3,,"=""u28""","=""""",
"=""""","=""""","=""1541.992""","=""0.024""","=""""","=""3.44e+04""","=""2.04e-03""","=""3.11e-01""","=""-2.213""",B,"=""8.311256""","=""9.115308""","=""1s2.2s.4p""","=""1P*""","=""1""","=""1s2.2s.8d""","=""1D""","=""2""",3,5,,"=""u28""","=""""",
"=""""","=""""","=""1581.874""","=""0.010""","=""""","=""7.31e+05""","=""3.84e-02""","=""1.00e+01""","=""-0.72""",B,"=""7.98810393""","=""8.771885""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.5f""","=""1F*""","=""3""",5,7,,"=""u28""","=""""",
"=""""","=""""","=""1581.943""","=""0.015""","=""""","=""2.09e+01""","=""1.10e-06""","=""2.86e-04""","=""-5.260""",B,"=""7.98810393""","=""8.771850""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.5f""","=""3F*""","=""3""",5,7,,"=""u28""","=""""",
"=""""","=""""","=""1593.2""","=""0.3""","=""""","=""2.40e+05""","=""5.49e-03""","=""1.44e+00""","=""-1.561""",B,"=""8.283619""","=""9.06181""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.8s""","=""3S""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1593.2""","=""0.3""","=""""","=""4.81e+04""","=""5.49e-03""","=""2.88e-01""","=""-2.260""",B,"=""8.283619""","=""9.06181""","=""1s2.2s.4p""","=""3P*""","=""0""","=""1s2.2s.8s""","=""3S""","=""1""",1,3,,"=""u28""","=""""",
"=""""","=""""","=""1593.2""","=""0.3""","=""""","=""1.44e+05""","=""5.50e-03""","=""8.65e-01""","=""-1.783""",B,"=""8.283619""","=""9.06181""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2s.8s""","=""3S""","=""1""",3,3,,"=""u28""","=""""",
"=""""","=""""","=""1616.146""","=""0.016""","=""""","=""7.47e+03""","=""4.10e-04""","=""1.09e-01""","=""-2.69""",B,"=""7.693683""","=""8.460843""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.4f""","=""1F*""","=""3""",5,7,,"=""u28""","=""""",
"=""""","=""""","=""1616.146""","=""0.016""","=""""","=""9.46e+02""","=""3.71e-05""","=""1.38e-02""","=""-3.586""",B,"=""7.693683""","=""8.460843""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.4f""","=""1F*""","=""3""",7,7,,"=""u28""","=""""",
"=""1616.213""","=""0.002""","=""1616.21""","=""0.08""","=""11*""","=""""","=""""","=""""","=""""",,"=""7.693683""","=""8.46081""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.4f""","=""3F*""","=""4""",7,9,,"=""""","=""L483""",
"=""1616.213""","=""0.002""","=""1616.213""","=""0.003""","=""11*""","=""1.77e+06""","=""6.93e-02""","=""2.58e+01""","=""-0.314""",A,"=""7.693683""","=""8.460811""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.4f""","=""3F*""","=""3""",7,7,,"=""u28""","=""L483""",
"=""1616.213""","=""0.002""","=""1616.213""","=""0.003""","=""11*""","=""1.34e+07""","=""8.77e-01""","=""1.40e+02""","=""0.420""",A,"=""7.6936830""","=""8.460811""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.4f""","=""3F*""","=""2""",3,5,,"=""u28""","=""L483""",
"=""1616.213""","=""0.002""","=""1616.213""","=""0.003""","=""11*""","=""1.42e+07""","=""7.78e-01""","=""2.07e+02""","=""0.590""",A,"=""7.693683""","=""8.460811""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.4f""","=""3F*""","=""3""",5,7,,"=""u28""","=""L483""",
"=""1616.213""","=""0.002""","=""1616.214""","=""0.003""","=""11*""","=""2.49e+06""","=""9.74e-02""","=""2.59e+01""","=""-0.313""",A,"=""7.693683""","=""8.460811""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.4f""","=""3F*""","=""2""",5,5,,"=""u28""","=""L483""",
"=""1616.213""","=""0.002""","=""1616.214""","=""0.003""","=""11*""","=""7.09e+04""","=""1.98e-03""","=""7.39e-01""","=""-1.857""",A,"=""7.693683""","=""8.460811""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.4f""","=""3F*""","=""2""",7,5,,"=""u28""","=""L483""",
"=""""","=""""","=""1636.16""","=""0.05""","=""""","=""4.67e+05""","=""6.25e-03""","=""1.01e+00""","=""-1.73""",B,"=""8.311256""","=""9.069031""","=""1s2.2s.4p""","=""1P*""","=""1""","=""1s2.2s.8s""","=""1S""","=""0""",3,1,,"=""u28""","=""""",
"=""""","=""""","=""1647.68""","=""0.05""","=""""","=""1.84e+05""","=""2.25e-02""","=""1.22e+00""","=""-1.65""",B,"=""8.283619""","=""9.036096""","=""1s2.2s.4p""","=""3P*""","=""0""","=""1s2.2s.7d""","=""3D""","=""1""",1,3,,"=""u28""","=""""",
"=""""","=""""","=""1647.69""","=""0.04""","=""""","=""2.50e+05""","=""1.70e-02""","=""2.76e+00""","=""-1.293""",B,"=""8.283619""","=""9.036094""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2s.7d""","=""3D""","=""2""",3,5,,"=""u28""","=""""",
"=""""","=""""","=""1647.68""","=""0.04""","=""""","=""1.39e+05""","=""5.64e-03""","=""9.18e-01""","=""-1.772""",B,"=""8.283619""","=""9.036096""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2s.7d""","=""3D""","=""1""",3,3,,"=""u28""","=""""",
"=""""","=""""","=""1647.68""","=""0.04""","=""""","=""9.24e+03""","=""2.26e-04""","=""6.12e-02""","=""-2.948""",B,"=""8.283619""","=""9.036096""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1647.69""","=""0.04""","=""""","=""8.32e+04""","=""3.39e-03""","=""9.19e-01""","=""-1.771""",B,"=""8.283619""","=""9.036094""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""2""",5,5,,"=""u28""","=""""",
"=""""","=""""","=""1647.71""","=""0.03""","=""""","=""3.33e+05""","=""1.90e-02""","=""5.15e+00""","=""-1.023""",B,"=""8.283619""","=""9.036082""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.7d""","=""3D""","=""3""",5,7,,"=""u28""","=""""",
"=""""","=""""","=""1671.472""","=""0.020""","=""""","=""3.37e+04""","=""2.35e-03""","=""3.88e-01""","=""-2.152""",C,"=""8.311256""","=""9.053022""","=""1s2.2s.4p""","=""1P*""","=""1""","=""1s2.2s.7d""","=""1D""","=""2""",3,5,,"=""u28""","=""""",
"=""""","=""""","=""1756.794""","=""0.009""","=""""","=""5.47e+05""","=""1.52e-02""","=""4.39e+00""","=""-1.120""",C,"=""7.98810393""","=""8.693845""","=""1s2.2s.3d""","=""1D""","=""2""","=""1s2.2s.5p""","=""1P*""","=""1""",5,3,,"=""u28""","=""""",
"=""1786.026""","=""0.002""","=""1786.0297""","=""0.0016""","=""5*""","=""4.55e+06""","=""2.18e-01""","=""3.84e+01""","=""-0.185""",B,"=""7.303596""","=""7.997785""","=""1s2.2s.3p""","=""3P*""","=""1""","=""1s2.2s.4s""","=""3S""","=""1""",3,3,,"=""u28""","=""""",
"=""1786.026""","=""0.002""","=""1786.0297""","=""0.0016""","=""5*""","=""1.52e+06""","=""2.18e-01""","=""1.28e+01""","=""-0.66""",B,"=""7.303596""","=""7.997785""","=""1s2.2s.3p""","=""3P*""","=""0""","=""1s2.2s.4s""","=""3S""","=""1""",1,3,,"=""u28""","=""L483""",
"=""1786.151""","=""0.002""","=""1786.1468""","=""0.0016""","=""7""","=""7.60e+06""","=""2.18e-01""","=""6.41e+01""","=""0.037""",B,"=""7.303641""","=""7.997785""","=""1s2.2s.3p""","=""3P*""","=""2""","=""1s2.2s.4s""","=""3S""","=""1""",5,3,,"=""u28""","=""L483""",
"=""""","=""""","=""1797.7""","=""0.6""","=""""","=""7.77e+02""","=""3.76e-05""","=""1.56e-02""","=""-3.579""",B,"=""8.460811""","=""9.15048""","=""1s2.2s.4f""","=""3F*""","=""3""","=""1s2.2s.9d""","=""3D""","=""3""",7,7,,"=""u28""","=""""",
"=""""","=""""","=""1797.7""","=""0.6""","=""""","=""2.23e+01""","=""1.51e-06""","=""4.47e-04""","=""-5.122""",B,"=""8.460811""","=""9.15048""","=""1s2.2s.4f""","=""3F*""","=""2""","=""1s2.2s.9d""","=""3D""","=""3""",5,7,,"=""u28""","=""""",
"=""""","=""""","=""1798.3""","=""0.7""","=""""","=""1.09e+03""","=""5.30e-05""","=""1.57e-02""","=""-3.576""",B,"=""8.460811""","=""9.1503""","=""1s2.2s.4f""","=""3F*""","=""2""","=""1s2.2s.9d""","=""3D""","=""2""",5,5,,"=""u28""","=""""",
"=""""","=""""","=""1798.3""","=""0.7""","=""""","=""8.71e+03""","=""3.02e-04""","=""1.25e-01""","=""-2.68""",B,"=""8.460811""","=""9.1503""","=""1s2.2s.4f""","=""3F*""","=""3""","=""1s2.2s.9d""","=""3D""","=""2""",7,5,,"=""u28""","=""""",
"=""""","=""""","=""1798.6""","=""1.0""","=""""","=""9.79e+03""","=""2.85e-04""","=""8.43e-02""","=""-2.846""",B,"=""8.460811""","=""9.1502""","=""1s2.2s.4f""","=""3F*""","=""2""","=""1s2.2s.9d""","=""3D""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1798.91""","=""0.05""","=""""","=""1.00e+05""","=""8.11e-03""","=""1.44e+00""","=""-1.614""",C,"=""7.997785""","=""[8.687002]""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.5p""","=""3P*""","=""2""",3,5,,"=""u28""","=""""",
"=""""","=""""","=""1798.91""","=""0.04""","=""""","=""9.95e+04""","=""1.61e-03""","=""2.86e-01""","=""-2.316""",C,"=""7.997785""","=""[8.687002]""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.5p""","=""3P*""","=""0""",3,1,,"=""u28""","=""""",
"=""""","=""""","=""1798.91""","=""0.05""","=""""","=""1.00e+05""","=""4.8e-03""","=""8.6e-01""","=""-1.84""",C,"=""7.997785""","=""[8.687002]""","=""1s2.2s.4s""","=""3S""","=""1""","=""1s2.2s.5p""","=""3P*""","=""1""",3,3,,"=""u28""","=""""",
"=""""","=""""","=""1804.1""","=""0.4""","=""""","=""2.35e+05""","=""1.14e-02""","=""2.04e+00""","=""-1.464""",B,"=""8.283619""","=""8.97084""","=""1s2.2s.4p""","=""3P*""","=""1""","=""1s2.2s.7s""","=""3S""","=""1""",3,3,,"=""u28""","=""""",
"=""""","=""""","=""1804.1""","=""0.4""","=""""","=""3.91e+05""","=""1.14e-02""","=""3.40e+00""","=""-1.242""",B,"=""8.283619""","=""8.97084""","=""1s2.2s.4p""","=""3P*""","=""2""","=""1s2.2s.7s""","=""3S""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1804.1""","=""0.4""","=""""","=""7.82e+04""","=""1.14e-02""","=""6.80e-01""","=""-1.941""",B,"=""8.283619""","=""8.97084""","=""1s2.2s.4p""","=""3P*""","=""0""","=""1s2.2s.7s""","=""3S""","=""1""",1,3,,"=""u28""","=""""",
"=""1814.849""","=""0.005""","=""1814.851""","=""0.004""","=""13""","=""6.46e+06""","=""9.57e-01""","=""5.72e+01""","=""-0.019""",B,"=""6.779127""","=""7.4622919""","=""1s2.2s.3s""","=""1S""","=""0""","=""1s2.2s.3p""","=""1P*""","=""1""",1,3,,"=""T7096c74""","=""L4743""",
"=""""","=""""","=""1847.21""","=""0.06""","=""""","=""7.46e+05""","=""1.27e-02""","=""2.32e+00""","=""-1.419""",B,"=""8.311256""","=""8.982454""","=""1s2.2s.4p""","=""1P*""","=""1""","=""1s2.2s.7s""","=""1S""","=""0""",3,1,,"=""u28""","=""""",
"=""""","=""""","=""1862.87""","=""0.17""","=""""","=""3.80e+03""","=""1.98e-04""","=""3.64e-02""","=""-3.227""",B,"=""8.423689""","=""[9.08924]""","=""1s2.2s.4d""","=""3D""","=""1""","=""1s2.2s.8p""","=""1P*""","=""1""",3,3,,"=""u28""","=""""",
"=""""","=""""","=""1862.87""","=""0.17""","=""""","=""1.14e+04""","=""3.55e-04""","=""1.09e-01""","=""-2.75""",B,"=""8.423691""","=""[9.08924]""","=""1s2.2s.4d""","=""3D""","=""2""","=""1s2.2s.8p""","=""1P*""","=""1""",5,3,,"=""u28""","=""""",
"=""""","=""""","=""1863.05""","=""0.03""","=""""","=""1.33e+05""","=""2.30e-03""","=""4.23e-01""","=""-2.161""",B,"=""8.423689""","=""9.089179""","=""1s2.2s.4d""","=""3D""","=""1""","=""1s2.2s.8p""","=""3P*""","=""0""",3,1,,"=""u28""","=""""",
"=""""","=""""","=""1863.058""","=""0.024""","=""""","=""1.32e+03""","=""1.15e-04""","=""2.11e-02""","=""-3.463""",B,"=""8.423689""","=""9.089176""","=""1s2.2s.4d""","=""3D""","=""1""","=""1s2.2s.8p""","=""3P*""","=""2""",3,5,,"=""u28""","=""""",
"=""""","=""""","=""1863.054""","=""0.024""","=""""","=""2.93e+04""","=""1.53e-03""","=""2.81e-01""","=""-2.339""",B,"=""8.423689""","=""9.089177""","=""1s2.2s.4d""","=""3D""","=""1""","=""1s2.2s.8p""","=""3P*""","=""1""",3,3,,"=""u28""","=""""",
"=""""","=""""","=""1863.061""","=""0.021""","=""""","=""8.79e+04""","=""2.75e-03""","=""8.42e-01""","=""-1.862""",B,"=""8.423691""","=""9.089177""","=""1s2.2s.4d""","=""3D""","=""2""","=""1s2.2s.8p""","=""3P*""","=""1""",5,3,,"=""u28""","=""""",
