obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_22
"=""244.791""","=""244.7884+""","=""100""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""5.064954""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""408*""","=""5/2""",4,6,,"=""""","=""L3475""",
"=""245.522""","=""245.5224+""","=""100""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.541275""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""4469*""","=""7/2""",8,8,,"=""""","=""L3475""",
"=""245.942""","=""""","=""100""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""246.129""","=""246.129+""","=""100""","=""""","=""""","=""""","=""""",,"=""1.147279""","=""6.18464?""","=""5d3.6s2""","=""a 4P""","=""5/2""","=""""","=""498*""","=""7/2""",6,8,,"=""""","=""L3475""",
"=""247.213""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""247.288""","=""247.2882+""","=""120""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.505216""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""444*""","=""9/2""",8,10,,"=""""","=""L3475""",
"=""247.388""","=""247.3871+""","=""150""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.503212""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""443*""","=""5/2""",8,6,,"=""""","=""L3475""",
"=""247.537""","=""247.5366+""","=""600*""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""5.257942""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""424*""","=""3/2""",6,4,,"=""""","=""L3475""",
"=""247.537""","=""247.5369+""","=""600*""","=""""","=""""","=""""","=""""",,"=""2.230939""","=""7.239656""","=""""","=""179*""","=""5/2""","=""""","=""583""","=""3/2""",6,4,,"=""""","=""L3475""",
"=""247.608""","=""247.6070+""","=""120""","=""""","=""""","=""""","=""""",,"=""1.209958""","=""6.217256""","=""5d4.(5D).6s""","=""a 6D""","=""1/2""","=""""","=""501*""","=""3/2""",2,4,,"=""""","=""L3475""",
"=""247.897""","=""247.898+""","=""150""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""5.00142""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""403*""","=""3/2""",4,4,,"=""""","=""L3475""",
"=""248.285""","=""248.2872+""","=""100""","=""""","=""""","=""""","=""""",,"=""1.203314""","=""6.196894""","=""5d3.6s2""","=""a 2G""","=""7/2""","=""""","=""499*""","=""5/2""",8,6,,"=""""","=""L3475""",
"=""248.570""","=""248.5707+""","=""500""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.987886""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""402*""","=""3/2""",4,4,,"=""""","=""L3475""",
"=""248.745""","=""248.7459+""","=""120""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.475834""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""441*""","=""7/2""",8,8,,"=""""","=""L3475""",
"=""249.121""","=""""","=""500""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3475""",
"=""250.520""","=""250.5203+""","=""600""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.440531""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""438*""","=""5/2""",8,6,,"=""""","=""L3475""",
"=""250.821""","=""250.8206+""","=""600""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""5.192363""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""418*""","=""5/2""",6,6,,"=""""","=""L3475""",
"=""251.341""","=""251.3414+""","=""240""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.932900""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""397*""","=""5/2""",4,6,,"=""""","=""L3475""",
"=""252.711""","=""252.7111+""","=""1200D""","=""4.5e+07""","=""4.3e-02""","=""2.2e+00""","=""-0.59""",D+,"=""0.249221""","=""5.155384""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""5d4.(5D).6p""","=""y 6F*""","=""5/2""",6,6,,"=""T7871""","=""L3475""",
"=""254.756""","=""254.7571+""","=""240""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.866760""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""392*""","=""3/2""",4,4,,"=""""","=""L3475""",
"=""255.184""","=""255.1830+""","=""460D""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""5.107860""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""411*""","=""3/2""",6,4,,"=""""","=""L3475""",
"=""255.184""","=""255.1862+""","=""460D""","=""5.0e+07""","=""7.3e-02""","=""2.4e+00""","=""-0.54""",D+,"=""0.752449""","=""5.611026""","=""5d3.6s2""","=""a 4P""","=""3/2""","=""5d4.(5D).6p""","=""x 6D*""","=""5/2""",4,6,,"=""T7871""","=""L3475""",
"=""255.582""","=""255.5822+""","=""240""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.342514""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""430*""","=""9/2""",8,10,,"=""""","=""L3475""",
"=""256.020""","=""256.0195+""","=""1200""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.842763""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""390*""","=""5/2""",4,6,,"=""""","=""L3475""",
"=""256.287""","=""256.286+""","=""460""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.32919""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""429*""","=""5/2""",8,6,,"=""""","=""L3475""",
"=""257.431""","=""257.4317+""","=""430""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.816197""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""388*""","=""1/2""",4,2,,"=""""","=""L3475""",
"=""257.456""","=""257.4565+""","=""390""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""5.064954""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""408*""","=""5/2""",6,6,,"=""""","=""L3475""",
"=""257.855""","=""257.8548+""","=""340""","=""""","=""""","=""""","=""""",,"=""0.696920""","=""5.505216""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""444*""","=""9/2""",10,10,,"=""""","=""L3475""",
"=""258.093""","=""258.0925+""","=""210""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""5.053088""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""407*""","=""7/2""",6,8,,"=""""","=""L3475""",
"=""259.386""","=""259.3860+""","=""430""","=""""","=""""","=""""","=""""",,"=""0.696920""","=""5.476831""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""441*""","=""9/2""",10,10,,"=""""","=""L3475""",
"=""259.604""","=""259.6036+""","=""560""","=""""","=""""","=""""","=""""",,"=""0.696920""","=""5.472825""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""441*""","=""11/2""",10,12,,"=""""","=""L3475""",
"=""260.092""","=""260.0916+""","=""220""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.766943""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""5d3.6s.(3G).6p""","=""y 4F*?""","=""5/2""",4,6,,"=""""","=""L3475""",
"=""260.941""","=""260.9404+""","=""1400""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""5.000658""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""403*""","=""7/2""",6,8,,"=""""","=""L3475""",
"=""260.978""","=""260.9774+""","=""210""","=""""","=""""","=""""","=""""",,"=""0.752449""","=""5.503212""","=""5d3.6s2""","=""a 4P""","=""3/2""","=""""","=""443*""","=""5/2""",4,6,,"=""""","=""L3475""",
"=""261.212""","=""261.2120+""","=""310D""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.237960""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""422*""","=""9/2""",8,10,,"=""""","=""L3475""",
"=""261.624""","=""261.6437+""","=""340*""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.987886""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""402*""","=""3/2""",6,4,,"=""""","=""L3475""",
"=""261.624""","=""261.6036+""","=""340*""","=""""","=""""","=""""","=""""",,"=""1.203314""","=""5.942706""","=""5d3.6s2""","=""a 2G""","=""7/2""","=""""","=""479*""","=""7/2""",8,8,,"=""""","=""L3475""",
"=""261.644""","=""261.6437+""","=""310""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.987886""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""402*""","=""3/2""",6,4,,"=""""","=""L3475""",
"=""263.746""","=""263.7457+""","=""470""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.192363""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""418*""","=""5/2""",8,6,,"=""""","=""L3475""",
"=""263.769""","=""263.767+""","=""860""","=""""","=""""","=""""","=""""",,"=""0.696920""","=""5.39744""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""435*""","=""7/2""",10,8,,"=""""","=""L3475""",
"=""264.701""","=""264.6998+""","=""510""","=""""","=""""","=""""","=""""",,"=""1.325431""","=""6.009385""","=""5d3.6s2""","=""a 2G""","=""9/2""","=""""","=""484*""","=""9/2""",10,10,,"=""""","=""L3475""",
"=""264.716""","=""264.7154+""","=""600""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.932900""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""397*""","=""5/2""",6,6,,"=""""","=""L3475""",
"=""264.826""","=""264.8258+""","=""2400""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.681726""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""377*""","=""3/2""",4,4,,"=""""","=""L3475""",
"=""265.406""","=""265.4062+""","=""2600""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.920710""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""396*""","=""5/2""",6,6,,"=""""","=""L3475""",
"=""265.740""","=""265.7448+""","=""1900""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.665537""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""376*""","=""5/2""",4,6,,"=""""","=""L3475""",
"=""266.213""","=""266.2120+""","=""1500""","=""""","=""""","=""""","=""""",,"=""0.696920""","=""5.354269""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""431*""","=""11/2""",10,12,,"=""""","=""L3475""",
"=""266.886""","=""266.8856+""","=""220""","=""""","=""""","=""""","=""""",,"=""0.696920""","=""5.342514""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""430*""","=""9/2""",10,10,,"=""""","=""L3475""",
"=""266.941""","=""266.9410+""","=""600""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.644629""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""374*""","=""1/2""",4,2,,"=""""","=""L3475""",
"=""268.508""","=""268.5070+""","=""600""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.866760""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""392*""","=""3/2""",6,4,,"=""""","=""L3475""",
"=""269.211""","=""269.2109+""","=""340""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.605467""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""371*""","=""5/2""",4,6,,"=""""","=""L3475""",
"=""269.320""","=""269.3191+""","=""260""","=""""","=""""","=""""","=""""",,"=""0.696920""","=""5.300538""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""427*""","=""7/2""",10,8,,"=""""","=""L3475""",
"=""269.761""","=""269.7608+""","=""240""","=""""","=""""","=""""","=""""",,"=""1.147279""","=""5.743358""","=""5d3.6s2""","=""a 4P""","=""5/2""","=""5d4.(5D).6p""","=""y 4P*""","=""5/2""",6,6,,"=""""","=""L3475""",
"=""269.910""","=""269.9098+""","=""1000""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.842763""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""390*""","=""5/2""",6,6,,"=""""","=""L3475""",
"=""270.749""","=""270.7482+""","=""470""","=""""","=""""","=""""","=""""",,"=""1.325431""","=""5.904749""","=""5d3.6s2""","=""a 2G""","=""9/2""","=""""","=""476*""","=""7/2""",10,8,,"=""""","=""L3475""",
"=""271.093""","=""271.0931+""","=""1200""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.064954""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""408*""","=""5/2""",8,6,,"=""""","=""L3475""",
"=""271.547""","=""271.5475+""","=""2600""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.565838""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""5d3.6s.(3G).6p""","=""y 4G*?""","=""5/2""",4,6,,"=""""","=""L3475""",
"=""271.799""","=""271.7984+""","=""240""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.053088""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""407*""","=""7/2""",8,8,,"=""""","=""L3475""",
"=""272.157""","=""272.1559+""","=""470""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.804853""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""387*""","=""5/2""",6,6,,"=""""","=""L3475""",
"=""272.859""","=""272.8575+""","=""410""","=""""","=""""","=""""","=""""",,"=""1.325431""","=""5.869347""","=""5d3.6s2""","=""a 2G""","=""9/2""","=""""","=""473*""","=""11/2""",10,12,,"=""""","=""L3475""",
"=""274.440""","=""274.4396+""","=""210""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.766943""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""5d3.6s.(3G).6p""","=""y 4F*?""","=""5/2""",6,6,,"=""""","=""L3475""",
"=""274.749""","=""274.7486+""","=""510""","=""""","=""""","=""""","=""""",,"=""0.696920""","=""5.209562""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""420*""","=""7/2""",10,8,,"=""""","=""L3475""",
"=""274.959""","=""274.9586+""","=""1200""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""5.000658""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""403*""","=""7/2""",8,8,,"=""""","=""L3475""",
"=""275.064""","=""275.064+""","=""860""","=""""","=""""","=""""","=""""",,"=""1.203314""","=""5.71079""","=""5d3.6s2""","=""a 2G""","=""7/2""","=""""","=""460*""","=""7/2?""",8,8,,"=""""","=""L3475""",
"=""275.913""","=""275.9131+""","=""1000""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.742816""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""382*""","=""7/2""",6,8,,"=""""","=""L3475""",
"=""277.670""","=""277.6700+""","=""770""","=""3.6e+07""","=""6.3e-02""","=""2.3e+00""","=""-0.60""",C+,"=""0.000000""","=""4.465163""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""5d3.6s.(3H).6p""","=""z 4G*?""","=""5/2""",4,6,,"=""T7871""","=""L3475""",
"=""278.851""","=""278.8523+""","=""390""","=""""","=""""","=""""","=""""",,"=""1.147279""","=""5.593511""","=""5d3.6s2""","=""a 4P""","=""5/2""","=""""","=""451*""","=""7/2""",6,8,,"=""""","=""L3475""",
"=""279.716""","=""279.7158+""","=""680""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.681726""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""377*""","=""3/2""",6,4,,"=""""","=""L3475""",
"=""280.290""","=""280.2901+""","=""380""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""4.914887""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""396*""","=""7/2""",8,8,,"=""""","=""L3475""",
"=""280.713""","=""280.7118+""","=""430""","=""""","=""""","=""""","=""""",,"=""0.752449""","=""5.169229""","=""5d3.6s2""","=""a 4P""","=""3/2""","=""""","=""416*""","=""3/2""",4,4,,"=""""","=""L3475""",
"=""280.741""","=""280.7412+""","=""510""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.665537""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""""","=""376*""","=""5/2""",6,6,,"=""""","=""L3475""",
"=""284.366""","=""284.3643+""","=""260""","=""""","=""""","=""""","=""""",,"=""1.394032""","=""5.754081""","=""5d4.(5D).6s""","=""a 6D""","=""5/2""","=""5d4.(5D).6p""","=""x 6D*""","=""7/2""",6,8,,"=""""","=""L3475""",
"=""284.509""","=""284.5092+""","=""640*""","=""""","=""""","=""""","=""""",,"=""0.750032""","=""5.107860""","=""5d3.6s2""","=""a 4P""","=""1/2""","=""""","=""411*""","=""3/2""",2,4,,"=""""","=""L3475""",
"=""284.509""","=""284.5077+""","=""640*""","=""""","=""""","=""""","=""""",,"=""1.325431""","=""5.683281""","=""5d3.6s2""","=""a 2G""","=""9/2""","=""5d4.(5D).6p""","=""y 6F*""","=""11/2""",10,12,,"=""""","=""L3475""",
"=""284.619""","=""284.6176+""","=""290c""","=""""","=""""","=""""","=""""",,"=""0.696920""","=""5.053088""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""407*""","=""7/2""",10,8,,"=""""","=""L3475""",
"=""284.936""","=""284.9355+""","=""560*""","=""""","=""""","=""""","=""""",,"=""1.462038""","=""5.813345""","=""5d3.6s2""","=""a 2P""","=""1/2""","=""""","=""468*""","=""3/2""",2,4,,"=""""","=""L3475""",
"=""284.936""","=""284.9360+""","=""560*""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""4.842763""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""390*""","=""5/2""",8,6,,"=""""","=""L3475""",
"=""285.133""","=""285.1315+""","=""1500""","=""""","=""""","=""""","=""""",,"=""2.915159""","=""7.263475""","=""5d4.(a 3F).6s""","=""b 4F""","=""5/2""","=""""","=""585*""","=""3/2""",6,4,,"=""""","=""L3475""",
"=""285.182""","=""285.1816+""","=""1900""","=""""","=""""","=""""","=""""",,"=""0.696920""","=""5.044473""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""5d3.6s.(3G).6p""","=""y 4G*?""","=""9/2""",10,10,,"=""""","=""L3475""",
"=""286.282""","=""286.2841+""","=""360""","=""""","=""""","=""""","=""""",,"=""1.209958""","=""5.540768""","=""5d4.(5D).6s""","=""a 6D""","=""1/2""","=""5d4.(5D).6p""","=""y 4P*""","=""3/2""",2,4,,"=""""","=""L3475""",
"=""286.949""","=""286.9490+""","=""310""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""4.812238""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""5d3.6s.(3H).6p""","=""z 4G*?""","=""9/2""",8,10,,"=""""","=""L3475""",
"=""287.226""","=""287.2253+""","=""470""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.565838""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""5d3.6s.(3G).6p""","=""y 4G*?""","=""5/2""",6,6,,"=""""","=""L3475""",
"=""287.420""","=""287.4206+""","=""270""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.313686""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""347*""","=""5/2""",4,6,,"=""""","=""L3475""",
"=""287.440""","=""287.4403+""","=""260*""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""4.804853""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""387*""","=""5/2""",8,6,,"=""""","=""L3475""",
"=""287.440""","=""287.4407+""","=""260*""","=""""","=""""","=""""","=""""",,"=""0.249221""","=""4.562604""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""5d3.6s.(3H).6p""","=""z 4G*?""","=""7/2""",6,8,,"=""""","=""L3475""",
"=""287.501""","=""287.4992+""","=""210""","=""""","=""""","=""""","=""""",,"=""0.752449""","=""5.064954""","=""5d3.6s2""","=""a 4P""","=""3/2""","=""""","=""408*""","=""5/2""",4,6,,"=""""","=""L3475""",
"=""288.086""","=""288.0849+""","=""380""","=""""","=""""","=""""","=""""",,"=""0.696920""","=""5.000658""","=""5d3.6s2""","=""a 4F""","=""9/2""","=""""","=""403*""","=""7/2""",10,8,,"=""""","=""L3475""",
"=""289.269""","=""289.2685+""","=""770""","=""5.6e+07""","=""4.7e-02""","=""2.7e+00""","=""-0.55""",C+,"=""0.249221""","=""4.535349""","=""5d3.6s2""","=""a 4F""","=""5/2""","=""5d3.6s.(3G).6p""","=""y 4F*?""","=""3/2""",6,4,,"=""T7871""","=""L3475""",
"=""289.989""","=""289.9890+""","=""260""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""4.766943""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""5d3.6s.(3G).6p""","=""y 4F*?""","=""5/2""",8,6,,"=""""","=""L3475""",
"=""290.290""","=""290.2896+""","=""560""","=""""","=""""","=""""","=""""",,"=""1.655369""","=""5.926421""","=""5d4.(5D).6s""","=""a 6D""","=""9/2""","=""5d4.(5D).6p""","=""x 6D*""","=""9/2""",10,10,,"=""""","=""L3475""",
"=""291.497""","=""291.4962+""","=""210""","=""3.8e+07""","=""7.e-02""","=""2.8e+00""","=""-0.54""",D+,"=""1.357654""","=""5.611026""","=""5d3.6s2""","=""a 2P""","=""3/2""","=""5d4.(5D).6p""","=""x 6D*""","=""5/2""",4,6,,"=""T7871""","=""L3475""",
"=""291.634""","=""291.6347+""","=""310""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""4.742816""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""""","=""382*""","=""7/2""",8,8,,"=""""","=""L3475""",
"=""292.605""","=""292.6045+""","=""410""","=""""","=""""","=""""","=""""",,"=""0.752449""","=""4.989712""","=""5d3.6s2""","=""a 4P""","=""3/2""","=""""","=""402*""","=""1/2""",4,2,,"=""""","=""L3475""",
"=""293.356""","=""293.3536+""","=""310""","=""""","=""""","=""""","=""""",,"=""1.516917""","=""5.743358""","=""5d4.(5D).6s""","=""a 6D""","=""7/2""","=""5d4.(5D).6p""","=""y 4P*""","=""5/2""",8,6,,"=""""","=""L3475""",
"=""293.441""","=""293.4408+""","=""1700""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.225186""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""340*""","=""3/2""",4,4,,"=""""","=""L3475""",
"=""294.092""","=""294.0910+""","=""470""","=""""","=""""","=""""","=""""",,"=""1.325431""","=""5.541275""","=""5d3.6s2""","=""a 2G""","=""9/2""","=""""","=""4469*""","=""7/2""",10,8,,"=""""","=""L3475""",
"=""294.108""","=""294.1076+""","=""1200""","=""""","=""""","=""""","=""""",,"=""0.000000""","=""4.215607""","=""5d3.6s2""","=""a 4F""","=""3/2""","=""""","=""340*""","=""5/2""",4,6,,"=""""","=""L3475""",
"=""294.300""","=""294.3001+""","=""240*""","=""""","=""""","=""""","=""""",,"=""0.491463""","=""4.704313""","=""5d3.6s2""","=""a 4F""","=""7/2""","=""5d3.6s.(3H).6p""","=""z 4I*?""","=""9/2""",8,10,,"=""""","=""L3475""",
"=""294.300""","=""294.3002+""","=""240*""","=""""","=""""","=""""","=""""",,"=""1.325431""","=""5.538279""","=""5d3.6s2""","=""a 2G""","=""9/2""","=""""","=""4466*""","=""7/2""",10,8,,"=""""","=""L3475""",
