obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""207.160538""","=""0.000006""","=""207.160533""","=""0.000006""","=""4100""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""7.23924626""","=""5d8.6s2""","=""3F""","=""3""","=""5d7.(4F).6s2.6p""","=""5G*""","=""4""",7,9,,"=""""","=""L9083,L11529""",
"=""""","=""""","=""207.160565""","=""0.000009""","=""m""","=""""","=""""","=""""","=""""",,"=""0.81426023""","=""6.79919268""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(4P).6p""","=""a 3D*""","=""3""",5,7,,"=""""","=""L9083,L11529""",
"=""207.42577""","=""0.00020""","=""207.42583""","=""0.00013""","=""1000""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""7.231592""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(2P).6p""","=""3D*""","=""2""",7,5,,"=""""","=""L11529""",
"=""207.49089""","=""0.00020""","=""207.49104""","=""0.00013""","=""140""","=""""","=""""","=""""","=""""",,"=""1.25619158""","=""7.231592""","=""5d9.6s""","=""3D""","=""1""","=""5d8.6s.(2P).6p""","=""3D*""","=""2""",3,5,,"=""""","=""L11529""",
"=""207.68839""","=""0.00020""","=""207.688244""","=""0.000013""","=""440""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.6430493""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(2G).6p""","=""b 3F*""","=""2""",5,5,,"=""""","=""L11529""",
"=""208.31839""","=""0.00020""","=""208.318365""","=""0.000005""","=""970""","=""""","=""""","=""""","=""""",,"=""0.09619638""","=""6.04786551""","=""5d9.6s""","=""a 1D""","=""2""","=""5d8.6s.(4F).6p""","=""a 3D*""","=""3""",5,7,,"=""""","=""L11529""",
"=""208.400855""","=""0.000013""","=""208.400850""","=""0.000013""","=""2300""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""7.2036264""","=""5d8.6s2""","=""3F""","=""3""","=""5d9.7p""","=""3F*""","=""3""",7,7,,"=""""","=""L9083,L11529""",
"=""208.525939""","=""0.000006""","=""208.525941""","=""0.000004""","=""23000""","=""9.51e+07""","=""4.82e-02""","=""2.98e+00""","=""-0.36""",B,"=""0.10212092""","=""6.04786551""","=""5d8.6s2""","=""3F""","=""4""","=""5d8.6s.(4F).6p""","=""a 3D*""","=""3""",9,7,,"=""T4200n,T3313""","=""L9083,L11529""",
"=""208.89621""","=""0.00020""","=""208.89621""","=""0.00004""","=""1900""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""7.1895187""","=""5d8.6s2""","=""3F""","=""3""","=""5d9.7p""","=""3P*""","=""2""",7,5,,"=""""","=""L11529""",
"=""208.9144""","=""0.0020""","=""208.91662""","=""0.00013""","=""50""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""8.236584""","=""5d8.6s2""","=""3P""","=""1""","=""""","=""q*""","=""1""",3,3,,"=""""","=""L11529""",
"=""208.959787""","=""0.000005""","=""208.960218""","=""0.000010""","=""1100p*""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.60671059""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(2G).6p""","=""b 3F*""","=""3""",5,7,,"=""""","=""L9083,L11529,c153""",
"=""208.9620""","=""0.0010""","=""208.96235""","=""0.00004""","=""1100p*""","=""""","=""""","=""""","=""""",,"=""1.25619158""","=""7.1895187""","=""5d9.6s""","=""3D""","=""1""","=""5d9.7p""","=""3P*""","=""2""",3,5,,"=""""","=""L16313c164""",
"=""209.79542""","=""0.00020""","=""209.795371""","=""0.000013""","=""1100""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.8317506""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.(3F<4>).6s.7p.(3P*<1>)""","=""(4,1)*""","=""3""",5,7,,"=""""","=""L11529""",
"=""209.941619""","=""0.000013""","=""209.941617""","=""0.000013""","=""1300""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""8.2076095""","=""5d8.6s2""","=""3P""","=""1""","=""""","=""p*""","=""2""",3,5,,"=""""","=""L9083,L11529""",
"=""210.07862""","=""0.00020""","=""210.078704""","=""0.000013""","=""110""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.5751205""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(2G).6p""","=""a 3F*""","=""2""",5,5,,"=""""","=""L11529""",
"=""210.235092""","=""0.000006""","=""210.235091""","=""0.000006""","=""4900p""","=""""","=""""","=""""","=""""",,"=""0.81426023""","=""6.71166766""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(4P).6p""","=""5S*""","=""2""",5,5,,"=""""","=""L9083,L11529""",
"=""""","=""""","=""210.23587""","=""0.00010""","=""m""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.819368""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(2D).6p""","=""b 3D*""","=""1""",5,3,,"=""""","=""L9083,L11529""",
"=""210.401170""","=""0.000005""","=""210.401163""","=""0.000004""","=""36000""","=""1.19e+08""","=""7.90e-02""","=""4.92e+00""","=""-0.148""",B+,"=""0.10212092""","=""5.99487346""","=""5d8.6s2""","=""3F""","=""4""","=""5d8.6s.(4F).6p""","=""3F*""","=""4""",9,9,,"=""T3313""","=""L9083,L11529""",
"=""210.41525""","=""0.00020""","=""210.41527""","=""0.00003""","=""590""","=""""","=""""","=""""","=""""",,"=""0.7612841""","=""6.6536415""","=""5d10""","=""1S""","=""0""","=""5d8.6s.(2P).6p""","=""3D*""","=""1""",1,3,,"=""""","=""L11529""",
"=""211.017148""","=""0.000011""","=""211.017154""","=""0.000007""","=""2800""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""7.12986360""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(2G).6p""","=""a 3F*""","=""3""",7,7,,"=""""","=""L9083,L11529""",
"=""211.033227""","=""0.000008""","=""211.033224""","=""0.000008""","=""3900""","=""""","=""""","=""""","=""""",,"=""0.81426023""","=""6.6893635""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(2P).6p""","=""3P*""","=""2""",5,5,,"=""""","=""L9083,L11529""",
"=""211.48998""","=""0.00003""","=""211.48997""","=""0.00003""","=""720""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""8.1643732""","=""5d8.6s2""","=""3P""","=""1""","=""""","=""n*""","=""1""",3,3,,"=""""","=""L9083,L11529""",
"=""212.055684""","=""0.000023""","=""212.055706""","=""0.000009""","=""1200""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.7687574""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(4P).6p""","=""3D*""","=""2""",5,5,,"=""""","=""L9083,L11529""",
"=""212.17407""","=""0.00020""","=""212.17382""","=""0.00011""","=""87""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""8.145478""","=""5d8.6s2""","=""3P""","=""1""","=""""","=""m*""","=""2 or 1""",3,1,,"=""""","=""L11529""",
"=""212.324201""","=""0.000016""","=""212.324204""","=""0.000014""","=""1300""","=""""","=""""","=""""","=""""",,"=""0.81426023""","=""6.6536415""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(2P).6p""","=""3D*""","=""1""",5,3,,"=""""","=""L9083,L11529""",
"=""212.925908""","=""0.000007""","=""212.925915""","=""0.000007""","=""13000p""","=""1.69e+08""","=""6.91e-02""","=""2.42e+00""","=""-0.46""",B,"=""0.09619638""","=""5.9190761""","=""5d9.6s""","=""a 1D""","=""2""","=""5d9.6p""","=""1P*""","=""1""",5,3,,"=""T4200n,T3313""","=""L9083,L11529""",
"=""212.930568""","=""0.000004""","=""212.930567""","=""0.000004""","=""42000""","=""8.82e+07""","=""7.70e-02""","=""3.78e+00""","=""-0.268""",B+,"=""0.00000000""","=""5.82275246""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(4P).6p""","=""a 5D*""","=""4""",7,9,,"=""T3313n""","=""L9083,L11529""",
"=""213.0143""","=""0.0020""","=""213.01519""","=""0.00003""","=""130""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.4937623""","=""5d9.6s""","=""b 1D""","=""2""","=""5d9.7p""","=""b 1P*""","=""1""",5,3,,"=""""","=""L11529""",
"=""213.17476""","=""0.00020""","=""213.174787""","=""0.000011""","=""150""","=""""","=""""","=""""","=""""",,"=""1.25619158""","=""7.07227332""","=""5d9.6s""","=""3D""","=""1""","=""5d8.6s.(4P).6p""","=""3P*""","=""1""",3,3,,"=""""","=""L11529""",
"=""213.31457""","=""0.00020""","=""213.314557""","=""0.000023""","=""170""","=""""","=""""","=""""","=""""",,"=""0.7612841""","=""6.5735549""","=""5d10""","=""1S""","=""0""","=""5d8.6s.(2F).6p""","=""3D*""","=""1""",1,3,,"=""""","=""L11529""",
"=""213.53042""","=""0.00020""","=""213.530266""","=""0.000014""","=""830""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.4797222""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(4F).6p""","=""3F*""","=""3""",5,7,,"=""""","=""L11529""",
"=""213.583591""","=""0.000008""","=""213.583590""","=""0.000008""","=""3200""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.7269322""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(2D).6p""","=""3F*""","=""3""",5,7,,"=""""","=""L9083,L11529""",
"=""214.48877""","=""0.00020""","=""214.488759""","=""0.000010""","=""63000p""","=""1.03e+08""","=""7.10e-02""","=""3.51e+00""","=""-0.30""",B,"=""0.00000000""","=""5.7804521""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(2F).6p""","=""b 3D*""","=""3""",7,7,,"=""T4200n,T3313""","=""L11529""",
"=""214.57155""","=""0.00003""","=""214.571510""","=""0.000014""","=""1600""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.7002053""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(4P).6p""","=""b 3D*""","=""3""",5,7,,"=""""","=""L9083,L11529""",
"=""214.77466""","=""0.00020""","=""214.774549""","=""0.000018""","=""760""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.6947428""","=""5d8.6s2""","=""3F""","=""2""","=""5d7.(4F).6s2.6p""","=""a 5G*""","=""2""",5,5,,"=""""","=""L11529""",
"=""214.80669""","=""0.00020""","=""214.806791""","=""0.000009""","=""180""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""7.0262067""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(4P).6p""","=""3P*""","=""2""",7,5,,"=""""","=""L11529""",
"=""214.8767""","=""0.0020""","=""214.876730""","=""0.000011""","=""28""","=""""","=""""","=""""","=""""",,"=""1.25619158""","=""7.0262067""","=""5d9.6s""","=""3D""","=""1""","=""5d8.6s.(4P).6p""","=""3P*""","=""2""",3,5,,"=""""","=""L11529""",
"=""215.13334""","=""0.00020""","=""215.13314""","=""0.00006""","=""1300p""","=""""","=""""","=""""","=""""",,"=""2.1056776""","=""7.8688156""","=""5d8.6s2""","=""3P""","=""0""","=""5d8.6s.(2P).6p""","=""3P*""","=""1""",1,3,,"=""""","=""L11529""",
"=""215.276690""","=""0.000014""","=""215.276705""","=""0.000014""","=""2400""","=""""","=""""","=""""","=""""",,"=""0.81426023""","=""6.5735549""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(2F).6p""","=""3D*""","=""1""",5,3,,"=""""","=""L9083,L11529""",
"=""215.40705""","=""0.00020""","=""215.40689""","=""0.00014""","=""500""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.429137""","=""5d9.6s""","=""b 1D""","=""2""","=""5d9.7p""","=""3D*""","=""3""",5,7,,"=""""","=""L11529""",
"=""215.42129""","=""0.00003""","=""215.421228""","=""0.000014""","=""2400p""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.4287538""","=""5d9.6s""","=""b 1D""","=""2""","=""5d9.7p""","=""b 1D*""","=""2""",5,5,,"=""""","=""L9083,L11529""",
"=""215.42457""","=""0.00020""","=""215.424609""","=""0.000019""","=""2000p""","=""1.21e+07""","=""6.01e-03""","=""2.99e-01""","=""-1.38""",C+,"=""0.00000000""","=""5.7553405""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(4P).6p""","=""a 5D*""","=""2""",7,5,,"=""T3313""","=""L11529""",
"=""215.98379""","=""0.00020""","=""215.98375""","=""0.00019""","=""160""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""8.464014""","=""5d8.6s2""","=""1G""","=""4""","=""5d8.6s.7p""","=""t*""","=""5""",9,11,,"=""""","=""L11529""",
"=""216.49744""","=""0.00020""","=""216.497413""","=""0.000014""","=""400""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.4001442""","=""5d9.6s""","=""b 1D""","=""2""","=""5d7.(4F).6s2.6p""","=""5G*""","=""3""",5,7,,"=""""","=""L11529""",
"=""216.58203""","=""0.00020""","=""216.581720""","=""0.000011""","=""2500p""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""6.97890491""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(2G).6p""","=""3F*""","=""4""",7,9,,"=""""","=""L11529""",
"=""216.589099""","=""0.000006""","=""216.589097""","=""0.000005""","=""9300p""","=""3.14e+07""","=""1.58e-02""","=""7.87e-01""","=""-0.957""",B+,"=""0.00000000""","=""5.72439702""","=""5d9.6s""","=""3D""","=""3""","=""5d9.6p""","=""3F*""","=""2""",7,5,,"=""T3313""","=""L9083,L11529""",
"=""216.73175""","=""0.00020""","=""216.731663""","=""0.000006""","=""2000""","=""3.47e+06""","=""2.44e-03""","=""1.57e-01""","=""-1.66""",B+,"=""0.10212092""","=""5.82275246""","=""5d8.6s2""","=""3F""","=""4""","=""5d8.6s.(4P).6p""","=""a 5D*""","=""4""",9,9,,"=""T3313n""","=""L11529""",
"=""216.99516""","=""0.00020""","=""216.99495""","=""0.00011""","=""1000""","=""""","=""""","=""""","=""""",,"=""2.1056776""","=""7.819368""","=""5d8.6s2""","=""3P""","=""0""","=""5d8.6s.(2D).6p""","=""b 3D*""","=""1""",1,3,,"=""""","=""L11529""",
"=""217.14075""","=""0.00020""","=""217.14070""","=""0.00003""","=""340""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""8.0118136""","=""5d8.6s2""","=""3P""","=""1""","=""5d8.6s.(4P).6p""","=""3D*""","=""1""",3,3,,"=""""","=""L11529""",
"=""217.536585""","=""0.000005""","=""217.536584""","=""0.000005""","=""89000""","=""1.92e+08""","=""1.66e-01""","=""1.07e+01""","=""0.176""",B+,"=""0.10212092""","=""5.80158518""","=""5d8.6s2""","=""3F""","=""4""","=""5d8.6s.(4F).6p""","=""3G*""","=""5""",9,11,,"=""T3313""","=""L9083,L11529""",
"=""217.55208""","=""0.00020""","=""217.551974""","=""0.000019""","=""310""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.3723840""","=""5d9.6s""","=""b 1D""","=""2""","=""5d9.7p""","=""a 1D*""","=""2""",5,5,,"=""""","=""L11529""",
"=""217.71550""","=""0.00020""","=""217.71552""","=""0.00003""","=""250""","=""""","=""""","=""""","=""""",,"=""0.7612841""","=""6.4560641""","=""5d10""","=""1S""","=""0""","=""5d8.6s.(4P).6p""","=""5D*""","=""1""",1,3,,"=""""","=""L11529""",
"=""218.10057""","=""0.00020""","=""218.100491""","=""0.000011""","=""1500""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.60671059""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(2G).6p""","=""b 3F*""","=""3""",5,7,,"=""""","=""L11529""",
"=""218.118595""","=""0.000011""","=""218.118617""","=""0.000010""","=""5200""","=""""","=""""","=""""","=""""",,"=""0.09619638""","=""5.7804521""","=""5d9.6s""","=""a 1D""","=""2""","=""5d8.6s.(2F).6p""","=""b 3D*""","=""3""",5,7,,"=""""","=""L9083,L11529""",
"=""218.34625""","=""0.00003""","=""218.346193""","=""0.000010""","=""2200""","=""""","=""""","=""""","=""""",,"=""0.10212092""","=""5.7804521""","=""5d8.6s2""","=""3F""","=""4""","=""5d8.6s.(2F).6p""","=""b 3D*""","=""3""",9,7,,"=""""","=""L9083,L11529""",
"=""218.90281""","=""0.00020""","=""218.90268""","=""0.00003""","=""260""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""7.9658539""","=""5d8.6s2""","=""3P""","=""1""","=""5d8.6s.(2D).6p""","=""3D*""","=""2""",3,5,,"=""""","=""L11529""",
"=""219.08651""","=""0.00020""","=""219.086482""","=""0.000019""","=""1600""","=""1.45e+07""","=""1.04e-02""","=""3.76e-01""","=""-1.28""",C+,"=""0.09619638""","=""5.7553405""","=""5d9.6s""","=""a 1D""","=""2""","=""5d8.6s.(4P).6p""","=""a 5D*""","=""2""",5,5,,"=""T3313""","=""L11529""",
"=""219.14708""","=""0.00020""","=""219.147142""","=""0.000014""","=""300""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.3309006""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(2D).6p""","=""b 3F*""","=""2""",5,5,,"=""""","=""L11529""",
"=""219.31917""","=""0.00020""","=""219.319251""","=""0.000014""","=""330""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.5751205""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(2G).6p""","=""a 3F*""","=""2""",5,5,,"=""""","=""L11529""",
"=""219.75982""","=""0.00020""","=""219.75985""","=""0.00003""","=""300""","=""""","=""""","=""""","=""""",,"=""0.81426023""","=""6.4560641""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(4P).6p""","=""5D*""","=""1""",5,3,,"=""""","=""L11529""",
"=""220.038838""","=""0.000011""","=""220.038839""","=""0.000011""","=""2400""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""8.3582240""","=""5d8.6s2""","=""1G""","=""4""","=""5d8.6s.7p""","=""s*""","=""5 or 4""",9,1,,"=""""","=""L9083,L11529""",
"=""220.16953""","=""0.00005""","=""220.169522""","=""0.000019""","=""2600""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""6.8856191""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(2P).6p""","=""3D*""","=""3""",7,7,,"=""""","=""L11529""",
"=""220.291004""","=""0.000007""","=""220.291006""","=""0.000005""","=""13000""","=""3.10e+07""","=""2.26e-02""","=""8.18e-01""","=""-0.948""",B+,"=""0.09619638""","=""5.72439702""","=""5d9.6s""","=""a 1D""","=""2""","=""5d9.6p""","=""3F*""","=""2""",5,5,,"=""T3313""","=""L9083,L11529""",
"=""220.94688""","=""0.00020""","=""220.94681""","=""0.00011""","=""270""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""7.913453""","=""5d8.6s2""","=""3P""","=""1""","=""5d7.(4F).6s2.6p""","=""b 5G*""","=""2""",3,5,,"=""""","=""L11529""",
"=""221.46212""","=""0.00020""","=""221.46202""","=""0.00015""","=""480""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""8.322014""","=""5d8.6s2""","=""1G""","=""4""","=""5d9.7p""","=""(3/2,3/2)*""","=""3""",9,7,,"=""""","=""L11529""",
"=""221.80355""","=""0.00020""","=""221.80352""","=""0.00003""","=""2200""","=""""","=""""","=""""","=""""",,"=""1.25619158""","=""6.8460125""","=""5d9.6s""","=""3D""","=""1""","=""5d9.6p""","=""b 3D*""","=""1""",3,3,,"=""""","=""L11529""",
"=""222.330547""","=""0.000023""","=""222.330572""","=""0.000007""","=""5600""","=""""","=""""","=""""","=""""",,"=""0.81426023""","=""6.39083018""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(4F).6p""","=""b 3D*""","=""3""",5,7,,"=""""","=""L9083,L11529""",
"=""222.52167""","=""0.00020""","=""222.52171""","=""0.00003""","=""470""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.4937623""","=""5d8.6s2""","=""3F""","=""2""","=""5d9.7p""","=""b 1P*""","=""1""",5,3,,"=""""","=""L11529""",
"=""222.75367""","=""0.00020""","=""222.75363""","=""0.00009""","=""290""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""6.8202917""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(2G).6p""","=""3H*""","=""4""",7,9,,"=""""","=""L11529""",
"=""223.0634""","=""0.0020""","=""223.06262""","=""0.00015""","=""23""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.231592""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(2P).6p""","=""3D*""","=""2""",5,5,,"=""""","=""L11529""",
"=""223.0843""","=""0.0020""","=""223.083853""","=""0.000015""","=""29""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.4797222""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(4F).6p""","=""3F*""","=""3""",5,7,,"=""""","=""L11529""",
"=""223.56204""","=""0.00005""","=""223.562073""","=""0.000010""","=""5200""","=""8.00e+06""","=""5.99e-03""","=""3.09e-01""","=""-1.38""",B,"=""0.00000000""","=""5.5458512""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(2F).6p""","=""a 3D*""","=""3""",7,7,,"=""T3313""","=""L11529""",
"=""223.61618""","=""0.00020""","=""223.616182""","=""0.000008""","=""180""","=""""","=""""","=""""","=""""",,"=""0.81426023""","=""6.35876946""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(2F).6p""","=""1D*""","=""2""",5,5,,"=""""","=""L11529""",
"=""224.10176""","=""0.00020""","=""224.10174""","=""0.00003""","=""380""","=""""","=""""","=""""","=""""",,"=""0.09619638""","=""5.6286924""","=""5d9.6s""","=""a 1D""","=""2""","=""5d8.6s.(4P).6p""","=""5P*""","=""1""",5,3,,"=""""","=""L11529""",
"=""224.1911""","=""0.0010""","=""224.190588""","=""0.000015""","=""560bl(Pt II)""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.2036264""","=""5d9.6s""","=""b 1D""","=""2""","=""5d9.7p""","=""3F*""","=""3""",5,7,,"=""""","=""L16313c164""",
"=""224.56737""","=""0.00005""","=""224.567420""","=""0.000009""","=""6100""","=""""","=""""","=""""","=""""",,"=""0.81426023""","=""6.33528366""","=""5d9.6s""","=""3D""","=""2""","=""5d8.6s.(4P).6p""","=""5D*""","=""3""",5,7,,"=""""","=""L11529""",
"=""224.71597""","=""0.00020""","=""224.71450""","=""0.00012""","=""170p""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""7.819368""","=""5d8.6s2""","=""3P""","=""1""","=""5d8.6s.(2D).6p""","=""b 3D*""","=""1""",3,3,,"=""""","=""L11529c153""",
"=""224.76395""","=""0.00020""","=""224.76396""","=""0.00005""","=""170""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.1895187""","=""5d9.6s""","=""b 1D""","=""2""","=""5d9.7p""","=""3P*""","=""2""",5,5,,"=""""","=""L11529""",
"=""225.0005""","=""0.0004""","=""225.000498""","=""0.000020""","=""6900bl(Pt II)""","=""1.28e+07""","=""6.94e-03""","=""3.60e-01""","=""-1.31""",B+,"=""0.00000000""","=""5.5103966""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(4F).6p""","=""5F*""","=""2""",7,5,,"=""T3313""","=""L11529""",
"=""225.05968""","=""0.00005""","=""225.059720""","=""0.000015""","=""4600""","=""2.81e+06""","=""2.75e-03""","=""1.42e-01""","=""-1.72""",B+,"=""0.00000000""","=""5.5089466""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(4F).6p""","=""b 5G*""","=""4""",7,9,,"=""T3313n""","=""L11529""",
"=""225.14859""","=""0.00020""","=""225.148626""","=""0.000015""","=""120""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.4287538""","=""5d8.6s2""","=""3F""","=""2""","=""5d9.7p""","=""b 1D*""","=""2""",5,5,,"=""""","=""L11529""",
"=""225.78273""","=""0.00020""","=""225.78270""","=""0.00011""","=""1000p""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.413289""","=""5d8.6s2""","=""3F""","=""2""","=""5d8.6s.(4P).6p""","=""3S*""","=""1""",5,3,,"=""""","=""L11529""",
"=""226.32439""","=""0.00020""","=""226.324462""","=""0.000015""","=""110""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.4001442""","=""5d8.6s2""","=""3F""","=""2""","=""5d7.(4F).6s2.6p""","=""5G*""","=""3""",5,7,,"=""""","=""L11529""",
"=""226.79457""","=""0.00020""","=""226.794863""","=""0.000015""","=""210""","=""""","=""""","=""""","=""""",,"=""2.3019582""","=""7.7687574""","=""5d8.6s2""","=""3P""","=""1""","=""5d8.6s.(4P).6p""","=""3D*""","=""2""",3,5,,"=""""","=""L11529""",
"=""226.95399""","=""0.00020""","=""226.953995""","=""0.000010""","=""7100""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""6.71727901""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(4P).6p""","=""b 5D*""","=""4""",7,9,,"=""""","=""L11529""",
"=""227.18714""","=""0.00020""","=""227.187353""","=""0.000010""","=""48""","=""""","=""""","=""""","=""""",,"=""1.25431290""","=""6.71166766""","=""5d8.6s2""","=""3F""","=""3""","=""5d8.6s.(4P).6p""","=""5S*""","=""2""",7,5,,"=""""","=""L11529""",
"=""227.22088""","=""0.00020""","=""227.221248""","=""0.000012""","=""140""","=""""","=""""","=""""","=""""",,"=""1.6733229""","=""7.12986360""","=""5d9.6s""","=""b 1D""","=""2""","=""5d8.6s.(2G).6p""","=""a 3F*""","=""3""",5,7,,"=""""","=""L11529""",
"=""227.47709""","=""0.00020""","=""227.477185""","=""0.000021""","=""700""","=""""","=""""","=""""","=""""",,"=""1.92198251""","=""7.3723840""","=""5d8.6s2""","=""3F""","=""2""","=""5d9.7p""","=""a 1D*""","=""2""",5,5,,"=""""","=""L11529""",
"=""227.508359""","=""0.000017""","=""227.508353""","=""0.000012""","=""22000""","=""2.88e+07""","=""3.13e-02""","=""1.17e+00""","=""-0.81""",B+,"=""0.09619638""","=""5.5458512""","=""5d9.6s""","=""a 1D""","=""2""","=""5d8.6s.(2F).6p""","=""a 3D*""","=""3""",5,7,,"=""T3313""","=""L9083,L11529""",
"=""227.55437""","=""0.00005""","=""227.554409""","=""0.000021""","=""5100""","=""3.15e+06""","=""2.45e-03""","=""1.28e-01""","=""-1.77""",B+,"=""0.00000000""","=""5.4485518""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(4P).6p""","=""a 5P*""","=""3""",7,7,,"=""T3313n""","=""L11529""",
"=""227.71261""","=""0.00005""","=""227.71197""","=""0.00003""","=""1600""","=""""","=""""","=""""","=""""",,"=""0.7612841""","=""6.2060658""","=""5d10""","=""1S""","=""0""","=""5d8.6s.(4F).6p""","=""5F*""","=""1""",1,3,,"=""""","=""L11529c153""",
"=""227.75586""","=""0.00005""","=""227.755956""","=""0.000016""","=""1300""","=""""","=""""","=""""","=""""",,"=""0.10212092""","=""5.5458512""","=""5d8.6s2""","=""3F""","=""4""","=""5d8.6s.(2F).6p""","=""a 3D*""","=""3""",9,7,,"=""""","=""L11529""",
"=""227.86609""","=""0.00020""","=""227.866134""","=""0.000021""","=""180""","=""""","=""""","=""""","=""""",,"=""2.7235734""","=""8.1646715""","=""5d8.6s2""","=""1G""","=""4""","=""""","=""o*""","=""4""",9,9,,"=""""","=""L11529""",
