property,value,unit,source,source_url,retrieved_at,notes,material_id,phase,structure,space_group,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma
crystal_structure,Simple Hexagonal,,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,Estructura cristalina de referencia de la compilación.,Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
space_group,P63/mmc,,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,Número de grupo espacial: 194.,Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
lattice_constants,"266.49, 266.49, 494.68",pm,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
lattice_angles,"π/2, π/2, 2 π/3",rad,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
thermal_conductivity,120,W/(m·K),Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
electrical_conductivity,17,MS/m,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
electrical_resistivity,5.900000000001e-08,Ω·m,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
electrical_type,Conductor,,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
magnetic_type,diamagnetic,,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
magnetic_susceptibility_mass,-2.21e-09,m³/kg,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
magnetic_susceptibility_molar,-1.45e-10,m³/mol,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
magnetic_susceptibility_volume,-1.58e-05,adimensional,Periodic Table Data Complete 1.0.1 · compilación secundaria,https://en.wikipedia.org/wiki/Zinc,2026-07-24T22:17:53+00:00,"Valor de referencia secundario; puede depender de fase, pureza, orientación y temperatura.",Zn-reference,elemento puro · condiciones de referencia,Simple Hexagonal,P63/mmc,266.49,266.49,494.68,π/2,π/2,2 π/3
